Log Start Time,2026-01-18T18:33:50
Delta uS,V Ch1,V Ch2, I, X, Y, Z, Temp, RTC Stamp
71936.0,7.818,0.0,0.0000,1.49,5.02,13.57,69,2026-01-18T18:34:58
256264.0,7.790,0.0,0.0000,0.71,1.33,9.18,69,2026-01-18T18:34:59
31440.0,7.532,0.0,0.0000,-2.51,7.37,9.49,69,2026-01-18T18:34:59
29960.0,7.503,0.0,0.0000,3.69,14.59,13.02,69,2026-01-18T18:34:59
1472.0,7.475,0.0,0.0000,7.37,16.32,14.12,69,2026-01-18T18:34:59
180600.0,7.761,0.0,0.0000,5.26,1.49,6.20,69,2026-01-18T18:34:59
1464.0,7.732,0.0,0.0000,6.20,2.43,9.41,69,2026-01-18T18:34:59
41256.0,7.732,0.0,0.0000,1.49,-6.04,10.28,69,2026-01-18T18:34:59
35808.0,7.732,0.0,0.0000,-0.55,-2.90,14.67,69,2026-01-18T18:34:59
79632.0,8.019,0.0,0.0000,-1.49,0.00,8.08,69,2026-01-18T18:34:59
29952.0,7.875,0.0,0.0000,0.24,-1.18,15.61,69,2026-01-18T18:34:59
1472.0,7.875,0.0,0.0000,4.31,0.16,15.22,69,2026-01-18T18:34:59
30224.0,7.875,0.0,0.0000,1.57,-13.10,12.55,69,2026-01-18T18:34:59
538832.0,7.818,0.0,0.0000,-0.63,1.65,8.08,69,2026-01-18T18:35:00
501656.0,7.589,0.0,0.0000,2.82,-2.67,8.08,69,2026-01-18T18:35:00
32224.0,7.704,0.0,0.0000,5.96,-5.33,7.53,69,2026-01-18T18:35:00
41664.0,7.646,0.0,0.0000,1.57,-3.14,10.67,69,2026-01-18T18:35:00
43112.0,7.675,0.0,0.0000,2.43,-6.35,12.71,69,2026-01-18T18:35:00
152656.0,7.761,0.0,0.0000,-6.67,-0.71,7.37,70,2026-01-18T18:35:00
35824.0,7.847,0.0,0.0000,4.47,2.51,12.87,69,2026-01-18T18:35:00
1464.0,7.847,0.0,0.0000,-12.79,5.10,11.85,69,2026-01-18T18:35:00
1464.0,7.847,0.0,0.0000,-12.08,9.81,18.75,69,2026-01-18T18:35:00
66968.0,7.704,0.0,0.0000,-5.73,13.73,9.96,69,2026-01-18T18:35:00
30608.0,7.790,0.0,0.0000,-10.75,14.36,14.12,69,2026-01-18T18:35:01
1480.0,7.790,0.0,0.0000,-13.18,21.65,20.55,69,2026-01-18T18:35:01
93040.0,7.732,0.0,0.0000,7.77,-9.49,12.24,69,2026-01-18T18:35:01
34360.0,7.646,0.0,0.0000,-19.53,8.55,-10.20,69,2026-01-18T18:35:01
1464.0,7.675,0.0,0.0000,12.94,21.73,39.78,69,2026-01-18T18:35:01
331000.0,7.790,0.0,0.0000,-19.53,-3.37,-7.22,69,2026-01-18T18:35:01
1456.0,7.790,0.0,0.0000,-5.57,-6.43,0.78,69,2026-01-18T18:35:01
1464.0,7.761,0.0,0.0000,-8.79,3.14,6.67,69,2026-01-18T18:35:01
31056.0,7.790,0.0,0.0000,-3.37,0.00,11.85,69,2026-01-18T18:35:01
75280.0,7.847,0.0,0.0000,-1.73,3.77,8.39,69,2026-01-18T18:35:01
34352.0,7.875,0.0,0.0000,-3.06,7.22,8.32,69,2026-01-18T18:35:01
344680.0,7.732,0.0,0.0000,-0.24,0.39,11.69,69,2026-01-18T18:35:01
140984.0,7.732,0.0,0.0000,2.12,-4.16,11.22,69,2026-01-18T18:35:02
30000.0,7.646,0.0,0.0000,2.12,-6.67,10.59,69,2026-01-18T18:35:02
28488.0,7.732,0.0,0.0000,-3.22,-9.49,10.28,69,2026-01-18T18:35:02
86272.0,7.646,0.0,0.0000,-1.18,-6.35,13.81,69,2026-01-18T18:35:02
224144.0,7.761,0.0,0.0000,4.31,0.08,11.06,69,2026-01-18T18:35:02
57728.0,7.761,0.0,0.0000,7.53,-0.31,9.34,69,2026-01-18T18:35:02
29952.0,7.847,0.0,0.0000,4.94,4.63,7.22,69,2026-01-18T18:35:02
29992.0,7.847,0.0,0.0000,39.78,80.30,2.04,69,2026-01-18T18:35:02
1480.0,7.847,0.0,0.0000,-54.92,80.30,-19.30,69,2026-01-18T18:35:02
55104.0,7.847,0.0,0.0000,11.22,-23.30,34.52,69,2026-01-18T18:35:02
1472.0,7.818,0.0,0.0000,18.20,-15.22,1.73,69,2026-01-18T18:35:02
1464.0,7.818,0.0,0.0000,9.18,-12.00,8.32,69,2026-01-18T18:35:02
1456.0,7.847,0.0,0.0000,11.45,-15.22,7.14,69,2026-01-18T18:35:02
41488.0,7.818,0.0,0.0000,3.53,-4.31,10.36,69,2026-01-18T18:35:02
441712.0,7.790,0.0,0.0000,0.00,-0.47,8.79,69,2026-01-18T18:35:03
492784.0,7.532,0.0,0.0000,-1.88,7.92,9.49,69,2026-01-18T18:35:03
29968.0,7.389,0.0,0.0000,-4.24,11.77,6.59,69,2026-01-18T18:35:03
29984.0,7.360,0.0,0.0000,-1.02,12.55,15.06,69,2026-01-18T18:35:03
71648.0,7.475,0.0,0.0000,4.39,9.10,6.83,69,2026-01-18T18:35:03
64184.0,7.560,0.0,0.0000,7.45,6.83,11.77,69,2026-01-18T18:35:03
54800.0,7.704,0.0,0.0000,10.51,0.08,12.24,69,2026-01-18T18:35:03
29944.0,7.704,0.0,0.0000,0.78,-7.61,14.44,69,2026-01-18T18:35:03
32912.0,7.704,0.0,0.0000,-1.33,-13.65,10.28,69,2026-01-18T18:35:03
82560.0,7.847,0.0,0.0000,-0.94,-4.08,13.81,69,2026-01-18T18:35:04
31432.0,7.933,0.0,0.0000,-4.39,-2.59,9.73,69,2026-01-18T18:35:04
29992.0,7.847,0.0,0.0000,-4.86,-11.92,14.75,69,2026-01-18T18:35:04
32936.0,7.847,0.0,0.0000,-7.69,-15.14,3.45,69,2026-01-18T18:35:04
30496.0,7.818,0.0,0.0000,-3.61,-8.32,7.22,69,2026-01-18T18:35:04
1480.0,7.818,0.0,0.0000,-2.67,-9.02,5.49,69,2026-01-18T18:35:04
65160.0,7.847,0.0,0.0000,1.26,-2.28,10.59,69,2026-01-18T18:35:04
41440.0,7.847,0.0,0.0000,4.31,-0.24,9.49,69,2026-01-18T18:35:04
119040.0,7.818,0.0,0.0000,0.24,-4.47,10.20,69,2026-01-18T18:35:04
599400.0,7.704,0.0,0.0000,-3.30,5.10,8.00,69,2026-01-18T18:35:04
31456.0,7.732,0.0,0.0000,-0.39,0.39,11.14,69,2026-01-18T18:35:05
71632.0,7.732,0.0,0.0000,0.94,3.92,6.28,69,2026-01-18T18:35:05
29976.0,7.761,0.0,0.0000,-1.80,1.65,9.89,69,2026-01-18T18:35:05
1480.0,7.790,0.0,0.0000,-1.80,0.55,13.26,69,2026-01-18T18:35:05
1464.0,7.790,0.0,0.0000,-1.73,3.69,9.73,69,2026-01-18T18:35:05
40688.0,7.761,0.0,0.0000,0.00,-1.88,9.02,69,2026-01-18T18:35:05
101520.0,7.790,0.0,0.0000,0.00,-1.26,13.10,69,2026-01-18T18:35:05
86944.0,7.847,0.0,0.0000,-3.22,0.63,6.83,69,2026-01-18T18:35:05
29952.0,7.790,0.0,0.0000,0.00,-1.41,9.96,69,2026-01-18T18:35:05
174544.0,7.732,0.0,0.0000,-1.18,-2.82,14.12,69,2026-01-18T18:35:05
608808.0,7.675,0.0,0.0000,-0.63,4.08,6.43,69,2026-01-18T18:35:06
28472.0,7.704,0.0,0.0000,-0.55,6.28,8.94,69,2026-01-18T18:35:06
32824.0,7.675,0.0,0.0000,0.94,0.00,12.63,69,2026-01-18T18:35:06
44496.0,7.646,0.0,0.0000,-0.55,3.45,9.02,69,2026-01-18T18:35:06
130768.0,7.732,0.0,0.0000,-0.63,0.63,13.81,69,2026-01-18T18:35:06
31336.0,7.675,0.0,0.0000,-0.94,3.77,8.71,69,2026-01-18T18:35:06
57648.0,7.704,0.0,0.0000,-0.31,-1.88,12.32,69,2026-01-18T18:35:06
179664.0,7.790,0.0,0.0000,0.55,-6.83,9.34,69,2026-01-18T18:35:06
133648.0,7.818,0.0,0.0000,4.24,1.80,8.32,69,2026-01-18T18:35:06
31424.0,7.847,0.0,0.0000,2.04,-2.51,11.92,69,2026-01-18T18:35:06
86896.0,7.790,0.0,0.0000,3.30,-7.30,11.38,69,2026-01-18T18:35:06
243152.0,7.847,0.0,0.0000,0.08,-3.84,9.41,69,2026-01-18T18:35:07
1001648.0,7.761,0.0,0.0000,0.08,0.00,8.94,69,2026-01-18T18:35:08
224200.0,7.503,0.0,0.0000,-0.47,5.33,9.10,69,2026-01-18T18:35:08
32912.0,7.475,0.0,0.0000,0.55,9.34,8.47,69,2026-01-18T18:35:08
30544.0,7.503,0.0,0.0000,4.94,9.96,8.00,69,2026-01-18T18:35:08
31472.0,7.532,0.0,0.0000,3.37,4.63,12.47,69,2026-01-18T18:35:08
1464.0,7.560,0.0,0.0000,6.83,2.90,11.14,69,2026-01-18T18:35:08
1472.0,7.560,0.0,0.0000,7.22,6.90,10.04,69,2026-01-18T18:35:08
96200.0,7.618,0.0,0.0000,5.02,-4.08,13.42,69,2026-01-18T18:35:08
149552.0,7.790,0.0,0.0000,8.79,-2.20,11.53,69,2026-01-18T18:35:08
92648.0,7.875,0.0,0.0000,4.31,-6.35,8.47,69,2026-01-18T18:35:08
29848.0,7.847,0.0,0.0000,5.02,-7.85,12.40,69,2026-01-18T18:35:08
310752.0,7.761,0.0,0.0000,1.26,-2.82,9.49,69,2026-01-18T18:35:09
502880.0,7.560,0.0,0.0000,2.20,2.67,7.85,69,2026-01-18T18:35:09
29840.0,7.532,0.0,0.0000,-1.88,8.71,8.08,69,2026-01-18T18:35:09
67128.0,7.646,0.0,0.0000,-1.41,1.02,11.30,69,2026-01-18T18:35:09
107344.0,7.732,0.0,0.0000,5.88,-1.96,13.65,69,2026-01-18T18:35:09
1464.0,7.732,0.0,0.0000,9.02,-5.10,16.48,69,2026-01-18T18:35:09
31576.0,7.790,0.0,0.0000,0.94,8.16,13.49,69,2026-01-18T18:35:09
55480.0,7.732,0.0,0.0000,-4.00,-0.78,8.08,69,2026-01-18T18:35:09
41544.0,7.761,0.0,0.0000,0.94,4.39,9.41,69,2026-01-18T18:35:09
31328.0,7.761,0.0,0.0000,-3.22,1.33,12.79,69,2026-01-18T18:35:10
67840.0,7.818,0.0,0.0000,3.06,0.39,15.85,69,2026-01-18T18:35:10
64904.0,7.790,0.0,0.0000,-0.39,-1.73,8.08,69,2026-01-18T18:35:10
31328.0,7.818,0.0,0.0000,-2.51,-4.47,13.02,69,2026-01-18T18:35:10
730768.0,7.732,0.0,0.0000,3.30,0.24,16.95,69,2026-01-18T18:35:10
146776.0,7.761,0.0,0.0000,0.63,3.77,9.65,69,2026-01-18T18:35:11
57032.0,7.761,0.0,0.0000,0.71,4.00,12.79,70,2026-01-18T18:35:11
35800.0,7.818,0.0,0.0000,0.00,0.24,8.47,69,2026-01-18T18:35:11
171576.0,7.761,0.0,0.0000,0.24,-4.63,16.24,69,2026-01-18T18:35:11
37312.0,7.675,0.0,0.0000,-4.00,4.00,4.31,69,2026-01-18T18:35:11
29968.0,7.704,0.0,0.0000,-3.53,2.90,7.45,69,2026-01-18T18:35:11
31440.0,7.732,0.0,0.0000,0.24,0.00,10.98,69,2026-01-18T18:35:11
32912.0,7.732,0.0,0.0000,0.55,3.37,6.98,69,2026-01-18T18:35:11
1464.0,7.704,0.0,0.0000,-0.94,3.61,10.67,69,2026-01-18T18:35:11
39704.0,7.732,0.0,0.0000,0.55,-1.96,14.44,69,2026-01-18T18:35:11
158464.0,7.818,0.0,0.0000,4.55,-0.71,11.69,69,2026-01-18T18:35:11
29984.0,7.847,0.0,0.0000,1.80,-5.02,10.59,69,2026-01-18T18:35:11
80432.0,7.818,0.0,0.0000,5.33,-1.57,10.04,69,2026-01-18T18:35:11
57776.0,7.818,0.0,0.0000,2.43,-5.33,10.43,69,2026-01-18T18:35:11
35824.0,7.761,0.0,0.0000,0.55,0.39,14.28,69,2026-01-18T18:35:11
29960.0,7.790,0.0,0.0000,2.12,-4.08,8.08,69,2026-01-18T18:35:11
35824.0,7.761,0.0,0.0000,3.69,1.49,11.22,69,2026-01-18T18:35:11
48120.0,7.732,0.0,0.0000,6.75,-4.79,10.04,69,2026-01-18T18:35:11
130744.0,7.675,0.0,0.0000,-1.49,0.47,13.18,69,2026-01-18T18:35:12
29984.0,7.675,0.0,0.0000,0.78,4.39,8.00,69,2026-01-18T18:35:12
29992.0,7.618,0.0,0.0000,1.26,5.65,7.45,69,2026-01-18T18:35:12
28504.0,7.675,0.0,0.0000,6.43,1.65,10.28,69,2026-01-18T18:35:12
40200.0,7.675,0.0,0.0000,7.77,3.06,14.91,69,2026-01-18T18:35:12
47488.0,7.675,0.0,0.0000,11.38,-2.35,8.47,69,2026-01-18T18:35:12
32912.0,7.704,0.0,0.0000,6.59,2.20,12.55,69,2026-01-18T18:35:12
105024.0,7.732,0.0,0.0000,6.28,-5.33,11.30,69,2026-01-18T18:35:12
40224.0,7.790,0.0,0.0000,9.57,-2.75,10.36,69,2026-01-18T18:35:12
32896.0,7.818,0.0,0.0000,0.24,-2.98,13.65,69,2026-01-18T18:35:12
29968.0,7.790,0.0,0.0000,6.28,-1.57,9.49,69,2026-01-18T18:35:12
44568.0,7.875,0.0,0.0000,2.82,-5.33,8.94,69,2026-01-18T18:35:12
29968.0,7.818,0.0,0.0000,4.08,-10.67,7.53,69,2026-01-18T18:35:12
32912.0,7.818,0.0,0.0000,2.35,-6.75,10.90,69,2026-01-18T18:35:12
48968.0,7.847,0.0,0.0000,-2.82,-10.04,8.24,69,2026-01-18T18:35:12
48032.0,7.790,0.0,0.0000,0.00,1.02,11.77,69,2026-01-18T18:35:12
34336.0,7.818,0.0,0.0000,-1.80,4.24,8.63,69,2026-01-18T18:35:12
54792.0,7.818,0.0,0.0000,3.84,-1.65,12.16,69,2026-01-18T18:35:12
34344.0,7.818,0.0,0.0000,1.73,-4.71,7.92,69,2026-01-18T18:35:12
70856.0,7.818,0.0,0.0000,0.55,-3.14,11.06,69,2026-01-18T18:35:12
102992.0,7.818,0.0,0.0000,-3.84,2.59,3.22,69,2026-01-18T18:35:13
29952.0,7.818,0.0,0.0000,0.16,2.12,8.47,69,2026-01-18T18:35:13
36624.0,7.818,0.0,0.0000,0.63,5.18,10.04,69,2026-01-18T18:35:13
41656.0,7.532,0.0,0.0000,-1.18,6.04,9.34,69,2026-01-18T18:35:13
29968.0,7.303,0.0,0.0000,0.86,9.26,9.57,69,2026-01-18T18:35:13
29968.0,7.360,0.0,0.0000,5.49,9.65,9.73,69,2026-01-18T18:35:13
1472.0,7.274,0.0,0.0000,12.24,13.73,9.89,69,2026-01-18T18:35:13
1472.0,7.303,0.0,0.0000,8.16,14.75,9.49,69,2026-01-18T18:35:13
53680.0,7.560,0.0,0.0000,-0.63,11.92,7.53,69,2026-01-18T18:35:13
29768.0,7.589,0.0,0.0000,7.61,8.47,5.49,69,2026-01-18T18:35:13
68752.0,7.818,0.0,0.0000,2.43,5.96,8.79,69,2026-01-18T18:35:13
32880.0,7.790,0.0,0.0000,8.39,-2.12,8.63,69,2026-01-18T18:35:13
31424.0,7.761,0.0,0.0000,11.92,-27.30,5.26,69,2026-01-18T18:35:13
1472.0,7.761,0.0,0.0000,-3.30,-1.96,9.18,69,2026-01-18T18:35:13
1464.0,7.761,0.0,0.0000,7.92,-7.30,29.97,69,2026-01-18T18:35:13
169176.0,7.847,0.0,0.0000,1.41,-10.75,6.12,69,2026-01-18T18:35:13
29952.0,7.847,0.0,0.0000,0.39,-5.10,12.55,69,2026-01-18T18:35:13
582680.0,7.790,0.0,0.0000,-0.08,-0.63,9.26,69,2026-01-18T18:35:14
267152.0,7.761,0.0,0.0000,-3.77,4.39,11.30,69,2026-01-18T18:35:14
301488.0,7.790,0.0,0.0000,-8.55,-0.24,6.35,69,2026-01-18T18:35:14
1472.0,7.847,0.0,0.0000,6.67,-3.84,21.18,69,2026-01-18T18:35:14
106176.0,7.847,0.0,0.0000,-0.24,-7.22,7.53,69,2026-01-18T18:35:14
31464.0,7.818,0.0,0.0000,1.49,-5.02,11.14,69,2026-01-18T18:35:14
228528.0,7.732,0.0,0.0000,-2.82,-8.32,8.47,69,2026-01-18T18:35:15
1456.0,7.675,0.0,0.0000,-0.78,-12.00,10.20,69,2026-01-18T18:35:15
33152.0,7.589,0.0,0.0000,5.57,-12.63,5.96,69,2026-01-18T18:35:15
30536.0,7.761,0.0,0.0000,3.53,-7.14,7.61,69,2026-01-18T18:35:15
32880.0,7.818,0.0,0.0000,2.20,-1.57,10.04,69,2026-01-18T18:35:15
257696.0,7.761,0.0,0.0000,0.31,-0.16,13.18,69,2026-01-18T18:35:15
72336.0,7.704,0.0,0.0000,-3.37,-2.75,8.71,69,2026-01-18T18:35:15
108824.0,7.790,0.0,0.0000,2.20,-0.47,12.40,69,2026-01-18T18:35:15
89168.0,7.790,0.0,0.0000,0.63,-3.77,5.96,69,2026-01-18T18:35:15
1472.0,7.818,0.0,0.0000,2.35,-3.45,13.73,69,2026-01-18T18:35:15
1464.0,7.790,0.0,0.0000,4.86,-1.73,19.22,69,2026-01-18T18:35:15
31096.0,7.790,0.0,0.0000,-11.30,10.67,12.94,69,2026-01-18T18:35:15
1480.0,7.847,0.0,0.0000,-4.47,13.81,5.57,69,2026-01-18T18:35:15
1472.0,7.847,0.0,0.0000,4.47,22.83,11.22,69,2026-01-18T18:35:15
1456.0,7.847,0.0,0.0000,12.55,12.00,12.47,69,2026-01-18T18:35:15
115416.0,7.790,0.0,0.0000,4.71,-8.32,17.26,69,2026-01-18T18:35:15
286920.0,7.790,0.0,0.0000,0.00,0.78,8.71,69,2026-01-18T18:35:16
567248.0,7.790,0.0,0.0000,-12.08,-2.35,3.69,69,2026-01-18T18:35:16
1464.0,7.790,0.0,0.0000,5.81,-1.57,14.67,69,2026-01-18T18:35:16
1464.0,7.818,0.0,0.0000,4.63,-7.77,4.16,69,2026-01-18T18:35:16
1464.0,7.847,0.0,0.0000,9.02,-14.59,-1.26,69,2026-01-18T18:35:16
31208.0,7.818,0.0,0.0000,0.94,-0.47,9.81,69,2026-01-18T18:35:16
51888.0,7.847,0.0,0.0000,-1.65,3.69,9.26,69,2026-01-18T18:35:16
41648.0,7.818,0.0,0.0000,-4.79,2.04,7.22,69,2026-01-18T18:35:16
35824.0,7.818,0.0,0.0000,-1.10,5.49,7.53,69,2026-01-18T18:35:16
59176.0,7.761,0.0,0.0000,0.00,0.94,10.90,69,2026-01-18T18:35:16
209280.0,7.761,0.0,0.0000,0.00,-0.71,10.59,69,2026-01-18T18:35:17
81088.0,7.790,0.0,0.0000,-1.73,4.08,9.02,69,2026-01-18T18:35:17
48960.0,7.646,0.0,0.0000,2.20,-3.30,13.18,69,2026-01-18T18:35:17
218288.0,7.732,0.0,0.0000,-2.51,6.90,8.79,69,2026-01-18T18:35:17
227872.0,7.790,0.0,0.0000,3.14,0.00,12.71,69,2026-01-18T18:35:17
67984.0,7.790,0.0,0.0000,0.47,-3.14,6.51,69,2026-01-18T18:35:17
29984.0,7.818,0.0,0.0000,0.00,1.10,9.81,69,2026-01-18T18:35:17
31424.0,7.732,0.0,0.0000,0.47,4.86,10.51,69,2026-01-18T18:35:17
30592.0,7.675,0.0,0.0000,4.39,2.35,9.49,69,2026-01-18T18:35:17
31440.0,7.675,0.0,0.0000,1.33,5.49,10.98,69,2026-01-18T18:35:17
44592.0,7.704,0.0,0.0000,4.39,4.00,11.61,69,2026-01-18T18:35:18
62104.0,7.732,0.0,0.0000,0.16,-0.63,15.53,69,2026-01-18T18:35:18
29944.0,7.761,0.0,0.0000,3.61,2.51,6.59,69,2026-01-18T18:35:18
34376.0,7.761,0.0,0.0000,1.96,0.00,11.14,69,2026-01-18T18:35:18
62104.0,7.704,0.0,0.0000,1.65,-1.26,9.18,69,2026-01-18T18:35:18
32912.0,7.761,0.0,0.0000,0.31,3.14,9.65,69,2026-01-18T18:35:18
33480.0,7.675,0.0,0.0000,0.08,-1.65,13.96,69,2026-01-18T18:35:18
135104.0,7.704,0.0,0.0000,-3.77,3.45,7.77,69,2026-01-18T18:35:18
31432.0,7.761,0.0,0.0000,0.86,-0.39,10.98,69,2026-01-18T18:35:18
44576.0,7.732,0.0,0.0000,-0.31,3.77,6.28,69,2026-01-18T18:35:18
29952.0,7.732,0.0,0.0000,0.24,-2.59,11.61,69,2026-01-18T18:35:18
81136.0,7.875,0.0,0.0000,0.24,0.08,14.98,69,2026-01-18T18:35:18
29960.0,7.875,0.0,0.0000,-1.96,-4.47,6.20,69,2026-01-18T18:35:18
1472.0,7.933,0.0,0.0000,-2.43,-6.98,9.96,69,2026-01-18T18:35:18
68808.0,7.818,0.0,0.0000,4.08,2.67,15.06,69,2026-01-18T18:35:18
97120.0,7.847,0.0,0.0000,0.16,-1.26,19.53,69,2026-01-18T18:35:18
29976.0,7.933,0.0,0.0000,-0.31,-9.89,12.00,69,2026-01-18T18:35:18
246056.0,7.761,0.0,0.0000,3.77,1.41,6.90,69,2026-01-18T18:35:19
29976.0,7.732,0.0,0.0000,-0.78,0.00,14.12,69,2026-01-18T18:35:19
34376.0,7.761,0.0,0.0000,-0.71,4.47,9.73,69,2026-01-18T18:35:19
75248.0,7.704,0.0,0.0000,0.78,1.65,10.98,69,2026-01-18T18:35:19
114656.0,7.675,0.0,0.0000,-0.39,1.88,12.79,69,2026-01-18T18:35:19
53864.0,7.704,0.0,0.0000,1.18,5.41,6.75,69,2026-01-18T18:35:19
32888.0,7.675,0.0,0.0000,1.33,0.00,12.32,69,2026-01-18T18:35:19
38720.0,7.646,0.0,0.0000,0.55,4.31,6.59,69,2026-01-18T18:35:19
35816.0,7.618,0.0,0.0000,2.43,2.75,10.67,69,2026-01-18T18:35:19
53344.0,7.646,0.0,0.0000,1.73,5.81,6.20,69,2026-01-18T18:35:19
29952.0,7.704,0.0,0.0000,1.18,0.31,9.41,69,2026-01-18T18:35:19
29992.0,7.675,0.0,0.0000,2.43,3.69,9.73,69,2026-01-18T18:35:19
33672.0,7.675,0.0,0.0000,5.65,1.26,10.67,69,2026-01-18T18:35:19
41672.0,7.704,0.0,0.0000,5.26,4.63,8.32,69,2026-01-18T18:35:19
37256.0,7.675,0.0,0.0000,5.18,-0.71,11.53,69,2026-01-18T18:35:19
29968.0,7.618,0.0,0.0000,3.69,4.71,12.79,69,2026-01-18T18:35:19
68712.0,7.704,0.0,0.0000,6.75,9.41,15.61,69,2026-01-18T18:35:19
67960.0,7.675,0.0,0.0000,-12.55,1.57,-5.33,69,2026-01-18T18:35:19
1464.0,7.646,0.0,0.0000,6.28,-8.32,5.26,69,2026-01-18T18:35:19
57984.0,7.646,0.0,0.0000,5.02,0.39,8.71,69,2026-01-18T18:35:19
30744.0,7.675,0.0,0.0000,5.96,1.57,12.71,69,2026-01-18T18:35:19
75232.0,7.704,0.0,0.0000,4.08,-5.02,9.49,69,2026-01-18T18:35:20
37280.0,7.790,0.0,0.0000,3.53,-0.39,13.73,69,2026-01-18T18:35:20
34336.0,7.761,0.0,0.0000,0.16,-4.08,11.53,69,2026-01-18T18:35:20
34352.0,7.818,0.0,0.0000,-3.77,1.18,11.14,69,2026-01-18T18:35:20
60664.0,7.875,0.0,0.0000,1.80,0.86,10.28,69,2026-01-18T18:35:20
35816.0,8.105,0.0,0.0000,-2.98,0.00,7.77,69,2026-01-18T18:35:20
29944.0,8.047,0.0,0.0000,-3.61,-8.79,7.69,69,2026-01-18T18:35:20
30624.0,7.875,0.0,0.0000,-5.57,-12.87,5.96,69,2026-01-18T18:35:20
78184.0,7.818,0.0,0.0000,5.02,-5.57,9.34,69,2026-01-18T18:35:20
32904.0,7.847,0.0,0.0000,-0.86,-0.55,12.47,69,2026-01-18T18:35:20
79608.0,7.790,0.0,0.0000,-4.24,0.47,8.71,69,2026-01-18T18:35:20
29960.0,7.790,0.0,0.0000,-1.73,-2.51,12.87,69,2026-01-18T18:35:20
234376.0,7.503,0.0,0.0000,-1.80,4.00,12.63,69,2026-01-18T18:35:20
43136.0,7.589,0.0,0.0000,-5.26,2.75,9.89,69,2026-01-18T18:35:20
43112.0,7.589,0.0,0.0000,-2.90,3.30,13.26,69,2026-01-18T18:35:20
30568.0,7.589,0.0,0.0000,-6.28,0.39,7.45,69,2026-01-18T18:35:20
37312.0,7.618,0.0,0.0000,-5.57,0.00,10.83,69,2026-01-18T18:35:20
56264.0,7.646,0.0,0.0000,-7.53,3.14,5.88,69,2026-01-18T18:35:20
1472.0,7.618,0.0,0.0000,-7.45,2.90,9.26,69,2026-01-18T18:35:20
75512.0,7.675,0.0,0.0000,-1.80,-0.55,13.96,69,2026-01-18T18:35:21
29976.0,7.646,0.0,0.0000,-5.02,5.02,9.02,69,2026-01-18T18:35:21
53360.0,7.675,0.0,0.0000,-8.47,-1.96,8.39,69,2026-01-18T18:35:21
35840.0,7.675,0.0,0.0000,-7.53,-1.26,12.00,69,2026-01-18T18:35:21
43664.0,7.646,0.0,0.0000,-3.69,3.22,6.51,69,2026-01-18T18:35:21
40208.0,7.675,0.0,0.0000,-5.02,-4.31,8.71,69,2026-01-18T18:35:21
29960.0,7.704,0.0,0.0000,-3.06,-1.88,12.79,69,2026-01-18T18:35:21
29984.0,7.704,0.0,0.0000,-8.16,-0.24,8.32,69,2026-01-18T18:35:21
37304.0,7.704,0.0,0.0000,-3.61,-1.18,11.85,69,2026-01-18T18:35:21
40184.0,7.732,0.0,0.0000,-7.06,-1.57,5.65,69,2026-01-18T18:35:21
29968.0,7.761,0.0,0.0000,-6.35,-2.59,9.26,69,2026-01-18T18:35:21
99400.0,7.790,0.0,0.0000,-1.02,-5.88,12.40,69,2026-01-18T18:35:21
34360.0,7.790,0.0,0.0000,-4.39,-3.69,6.90,69,2026-01-18T18:35:21
29944.0,7.790,0.0,0.0000,-2.51,-0.63,10.28,69,2026-01-18T18:35:21
1480.0,7.818,0.0,0.0000,-0.31,-3.77,15.53,69,2026-01-18T18:35:21
33160.0,7.790,0.0,0.0000,-4.24,-4.55,8.16,69,2026-01-18T18:35:21
38744.0,7.818,0.0,0.0000,-7.85,-1.73,8.24,69,2026-01-18T18:35:21
31440.0,7.818,0.0,0.0000,-4.47,-6.04,7.69,69,2026-01-18T18:35:21
56280.0,7.818,0.0,0.0000,0.00,-4.47,10.90,69,2026-01-18T18:35:21
66440.0,7.847,0.0,0.0000,-7.22,-4.31,-2.35,69,2026-01-18T18:35:21
1480.0,7.818,0.0,0.0000,10.36,-1.49,15.30,69,2026-01-18T18:35:21
1464.0,7.818,0.0,0.0000,1.73,-12.55,1.02,69,2026-01-18T18:35:21
1464.0,7.818,0.0,0.0000,5.96,-17.42,8.94,69,2026-01-18T18:35:21
289120.0,7.732,0.0,0.0000,0.39,-1.57,12.00,69,2026-01-18T18:35:22
34376.0,7.675,0.0,0.0000,-0.63,-4.63,9.02,69,2026-01-18T18:35:22
31328.0,7.704,0.0,0.0000,-1.80,-7.69,8.94,69,2026-01-18T18:35:22
43008.0,7.732,0.0,0.0000,-0.39,-4.00,5.96,69,2026-01-18T18:35:22
62592.0,7.704,0.0,0.0000,0.24,-4.94,12.40,69,2026-01-18T18:35:22
165736.0,7.790,0.0,0.0000,3.77,-0.71,10.59,69,2026-01-18T18:35:22
139376.0,7.761,0.0,0.0000,2.82,-4.08,6.59,69,2026-01-18T18:35:22
29856.0,7.761,0.0,0.0000,0.00,-2.20,10.59,69,2026-01-18T18:35:22
70880.0,7.761,0.0,0.0000,-3.45,-2.20,7.92,69,2026-01-18T18:35:22
43016.0,7.761,0.0,0.0000,2.28,-0.08,12.79,69,2026-01-18T18:35:22
38608.0,7.790,0.0,0.0000,-0.24,-3.37,5.02,69,2026-01-18T18:35:22
