Log Start Time,2026-01-17T20:30:06
Delta uS,V Ch1,V Ch2, I, Temp, RTC Stamp
548.0,7.102,0.0,0.0000,76,2026-01-17T20:30:33
556.0,3.809,0.0,0.0000,76,2026-01-17T20:30:33
548.0,1.031,0.0,0.0000,76,2026-01-17T20:30:33
26140.0,8.992,0.0,0.0000,76,2026-01-17T20:30:33
574.0,6.157,0.0,0.0000,76,2026-01-17T20:30:33
556.0,2.807,0.0,0.0000,76,2026-01-17T20:30:33
24614.0,8.964,0.0,0.0000,76,2026-01-17T20:30:33
566.0,10.023,0.0,0.0000,76,2026-01-17T20:30:33
554.0,8.591,0.0,0.0000,76,2026-01-17T20:30:33
552.0,5.413,0.0,0.0000,76,2026-01-17T20:30:33
552.0,2.033,0.0,0.0000,76,2026-01-17T20:30:33
24894.0,8.534,0.0,0.0000,76,2026-01-17T20:30:33
570.0,5.212,0.0,0.0000,76,2026-01-17T20:30:33
552.0,1.804,0.0,0.0000,76,2026-01-17T20:30:33
25188.0,2.320,0.0,0.0000,76,2026-01-17T20:30:33
24344.0,4.124,0.0,0.0000,76,2026-01-17T20:30:33
572.0,0.888,0.0,0.0000,76,2026-01-17T20:30:33
25050.0,2.577,0.0,0.0000,76,2026-01-17T20:30:33
562.0,6.501,0.0,0.0000,76,2026-01-17T20:30:33
552.0,9.451,0.0,0.0000,76,2026-01-17T20:30:33
24636.0,5.642,0.0,0.0000,76,2026-01-17T20:30:33
574.0,1.776,0.0,0.0000,76,2026-01-17T20:30:33
24502.0,6.959,0.0,0.0000,76,2026-01-17T20:30:33
572.0,9.737,0.0,0.0000,76,2026-01-17T20:30:33
554.0,9.279,0.0,0.0000,76,2026-01-17T20:30:33
552.0,5.928,0.0,0.0000,76,2026-01-17T20:30:33
550.0,1.890,0.0,0.0000,76,2026-01-17T20:30:33
26460.0,0.916,0.0,0.0000,76,2026-01-17T20:30:33
24468.0,6.587,0.0,0.0000,76,2026-01-17T20:30:33
568.0,2.205,0.0,0.0000,76,2026-01-17T20:30:33
24488.0,5.470,0.0,0.0000,76,2026-01-17T20:30:33
566.0,1.289,0.0,0.0000,76,2026-01-17T20:30:33
24614.0,0.859,0.0,0.0000,76,2026-01-17T20:30:33
568.0,4.897,0.0,0.0000,76,2026-01-17T20:30:33
554.0,7.217,0.0,0.0000,76,2026-01-17T20:30:33
560.0,9.909,0.0,0.0000,76,2026-01-17T20:30:33
550.0,8.477,0.0,0.0000,76,2026-01-17T20:30:33
552.0,4.038,0.0,0.0000,76,2026-01-17T20:30:33
25740.0,9.451,0.0,0.0000,76,2026-01-17T20:30:33
25026.0,1.146,0.0,0.0000,76,2026-01-17T20:30:33
560.0,5.670,0.0,0.0000,76,2026-01-17T20:30:33
554.0,8.019,0.0,0.0000,76,2026-01-17T20:30:33
550.0,9.966,0.0,0.0000,76,2026-01-17T20:30:33
550.0,7.160,0.0,0.0000,76,2026-01-17T20:30:33
552.0,2.320,0.0,0.0000,76,2026-01-17T20:30:33
25836.0,0.802,0.0,0.0000,76,2026-01-17T20:30:33
24474.0,2.262,0.0,0.0000,76,2026-01-17T20:30:33
28972.0,6.444,0.0,0.0000,76,2026-01-17T20:30:33
570.0,9.880,0.0,0.0000,76,2026-01-17T20:30:33
560.0,7.818,0.0,0.0000,76,2026-01-17T20:30:33
552.0,2.549,0.0,0.0000,76,2026-01-17T20:30:33
88676.0,9.966,0.0,0.0000,76,2026-01-17T20:30:33
570.0,6.759,0.0,0.0000,76,2026-01-17T20:30:33
554.0,1.174,0.0,0.0000,76,2026-01-17T20:30:33
554.0,0.687,0.0,0.0000,76,2026-01-17T20:30:33
552.0,6.014,0.0,0.0000,76,2026-01-17T20:30:33
550.0,8.649,0.0,0.0000,76,2026-01-17T20:30:33
552.0,9.336,0.0,0.0000,76,2026-01-17T20:30:33
548.0,4.124,0.0,0.0000,76,2026-01-17T20:30:33
28418.0,6.730,0.0,0.0000,76,2026-01-17T20:30:33
576.0,9.909,0.0,0.0000,76,2026-01-17T20:30:33
554.0,6.014,0.0,0.0000,76,2026-01-17T20:30:33
554.0,0.573,0.0,0.0000,76,2026-01-17T20:30:33
550.0,1.403,0.0,0.0000,76,2026-01-17T20:30:33
552.0,4.267,0.0,0.0000,76,2026-01-17T20:30:33
548.0,9.508,0.0,0.0000,76,2026-01-17T20:30:33
552.0,8.219,0.0,0.0000,76,2026-01-17T20:30:33
550.0,2.234,0.0,0.0000,76,2026-01-17T20:30:33
28832.0,2.205,0.0,0.0000,76,2026-01-17T20:30:33
27226.0,8.334,0.0,0.0000,76,2026-01-17T20:30:33
568.0,2.033,0.0,0.0000,76,2026-01-17T20:30:33
27916.0,2.892,0.0,0.0000,76,2026-01-17T20:30:33
568.0,9.136,0.0,0.0000,76,2026-01-17T20:30:33
554.0,8.305,0.0,0.0000,76,2026-01-17T20:30:33
552.0,1.833,0.0,0.0000,76,2026-01-17T20:30:33
550.0,0.687,0.0,0.0000,76,2026-01-17T20:30:33
552.0,6.844,0.0,0.0000,76,2026-01-17T20:30:33
552.0,9.794,0.0,0.0000,76,2026-01-17T20:30:33
550.0,4.468,0.0,0.0000,76,2026-01-17T20:30:33
550.0,1.346,0.0,0.0000,76,2026-01-17T20:30:33
552.0,1.031,0.0,0.0000,76,2026-01-17T20:30:33
548.0,7.503,0.0,0.0000,76,2026-01-17T20:30:33
552.0,9.565,0.0,0.0000,76,2026-01-17T20:30:33
550.0,3.780,0.0,0.0000,76,2026-01-17T20:30:33
28590.0,4.324,0.0,0.0000,76,2026-01-17T20:30:33
27754.0,1.489,0.0,0.0000,76,2026-01-17T20:30:33
83664.0,9.880,0.0,0.0000,76,2026-01-17T20:30:34
568.0,4.181,0.0,0.0000,76,2026-01-17T20:30:34
38138.0,1.146,0.0,0.0000,76,2026-01-17T20:30:34
568.0,8.735,0.0,0.0000,76,2026-01-17T20:30:34
560.0,7.417,0.0,0.0000,76,2026-01-17T20:30:34
28624.0,6.444,0.0,0.0000,76,2026-01-17T20:30:34
564.0,9.221,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.584,0.0,0.0000,76,2026-01-17T20:30:34
28114.0,9.794,0.0,0.0000,76,2026-01-17T20:30:34
572.0,2.635,0.0,0.0000,76,2026-01-17T20:30:34
556.0,1.546,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.336,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.699,0.0,0.0000,76,2026-01-17T20:30:34
28458.0,2.549,0.0,0.0000,76,2026-01-17T20:30:34
568.0,9.851,0.0,0.0000,76,2026-01-17T20:30:34
554.0,3.780,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.974,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.098,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.479,0.0,0.0000,76,2026-01-17T20:30:34
554.0,1.489,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.007,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.880,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.322,0.0,0.0000,76,2026-01-17T20:30:34
29218.0,1.690,0.0,0.0000,76,2026-01-17T20:30:34
568.0,9.680,0.0,0.0000,76,2026-01-17T20:30:34
552.0,4.153,0.0,0.0000,76,2026-01-17T20:30:34
554.0,0.974,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.279,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.126,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.888,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.296,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.622,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.546,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.379,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.794,0.0,0.0000,76,2026-01-17T20:30:34
550.0,6.959,0.0,0.0000,76,2026-01-17T20:30:34
28858.0,7.904,0.0,0.0000,76,2026-01-17T20:30:34
81104.0,2.234,0.0,0.0000,76,2026-01-17T20:30:34
568.0,9.766,0.0,0.0000,76,2026-01-17T20:30:34
560.0,1.260,0.0,0.0000,76,2026-01-17T20:30:34
552.0,5.183,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.508,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.150,0.0,0.0000,76,2026-01-17T20:30:34
28682.0,4.124,0.0,0.0000,76,2026-01-17T20:30:34
572.0,2.348,0.0,0.0000,76,2026-01-17T20:30:34
556.0,9.651,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.716,0.0,0.0000,76,2026-01-17T20:30:34
552.0,6.529,0.0,0.0000,76,2026-01-17T20:30:34
548.0,6.902,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.575,0.0,0.0000,76,2026-01-17T20:30:34
552.0,5.183,0.0,0.0000,76,2026-01-17T20:30:34
548.0,8.047,0.0,0.0000,76,2026-01-17T20:30:34
28050.0,0.945,0.0,0.0000,76,2026-01-17T20:30:34
570.0,6.501,0.0,0.0000,76,2026-01-17T20:30:34
28532.0,8.534,0.0,0.0000,76,2026-01-17T20:30:34
564.0,3.780,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.465,0.0,0.0000,76,2026-01-17T20:30:34
548.0,8.677,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.064,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.181,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.133,0.0,0.0000,76,2026-01-17T20:30:34
28064.0,3.637,0.0,0.0000,76,2026-01-17T20:30:34
568.0,8.248,0.0,0.0000,76,2026-01-17T20:30:34
28504.0,0.659,0.0,0.0000,76,2026-01-17T20:30:34
564.0,9.737,0.0,0.0000,76,2026-01-17T20:30:34
27956.0,3.150,0.0,0.0000,76,2026-01-17T20:30:34
570.0,7.990,0.0,0.0000,76,2026-01-17T20:30:34
556.0,1.031,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.536,0.0,0.0000,76,2026-01-17T20:30:34
84772.0,3.351,0.0,0.0000,76,2026-01-17T20:30:34
572.0,6.501,0.0,0.0000,76,2026-01-17T20:30:34
554.0,3.465,0.0,0.0000,76,2026-01-17T20:30:34
556.0,6.529,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.379,0.0,0.0000,76,2026-01-17T20:30:34
552.0,6.587,0.0,0.0000,76,2026-01-17T20:30:34
548.0,3.322,0.0,0.0000,76,2026-01-17T20:30:34
552.0,6.615,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.365,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.573,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.336,0.0,0.0000,76,2026-01-17T20:30:34
548.0,0.630,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.250,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.745,0.0,0.0000,76,2026-01-17T20:30:34
550.0,7.045,0.0,0.0000,76,2026-01-17T20:30:34
556.0,2.807,0.0,0.0000,76,2026-01-17T20:30:34
548.0,7.217,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.635,0.0,0.0000,76,2026-01-17T20:30:34
550.0,7.417,0.0,0.0000,76,2026-01-17T20:30:34
550.0,2.377,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.117,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.735,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.346,0.0,0.0000,76,2026-01-17T20:30:34
552.0,8.477,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.575,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.190,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.518,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.534,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.289,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.821,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.945,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.107,0.0,0.0000,76,2026-01-17T20:30:34
548.0,7.045,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.150,0.0,0.0000,76,2026-01-17T20:30:34
548.0,6.529,0.0,0.0000,76,2026-01-17T20:30:34
556.0,3.637,0.0,0.0000,76,2026-01-17T20:30:34
548.0,5.985,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.238,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.327,0.0,0.0000,76,2026-01-17T20:30:34
32180.0,9.050,0.0,0.0000,76,2026-01-17T20:30:34
572.0,1.346,0.0,0.0000,76,2026-01-17T20:30:34
556.0,7.961,0.0,0.0000,76,2026-01-17T20:30:34
556.0,2.721,0.0,0.0000,76,2026-01-17T20:30:34
552.0,6.329,0.0,0.0000,76,2026-01-17T20:30:34
28064.0,3.293,0.0,0.0000,76,2026-01-17T20:30:34
572.0,7.847,0.0,0.0000,76,2026-01-17T20:30:34
556.0,1.088,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.479,0.0,0.0000,76,2026-01-17T20:30:34
28224.0,6.100,0.0,0.0000,76,2026-01-17T20:30:34
572.0,5.814,0.0,0.0000,76,2026-01-17T20:30:34
554.0,2.262,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.992,0.0,0.0000,76,2026-01-17T20:30:34
28788.0,2.864,0.0,0.0000,76,2026-01-17T20:30:34
560.0,4.639,0.0,0.0000,76,2026-01-17T20:30:34
556.0,7.675,0.0,0.0000,76,2026-01-17T20:30:34
548.0,0.745,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.451,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.921,0.0,0.0000,76,2026-01-17T20:30:34
548.0,8.849,0.0,0.0000,76,2026-01-17T20:30:34
28808.0,9.508,0.0,0.0000,76,2026-01-17T20:30:34
572.0,1.575,0.0,0.0000,76,2026-01-17T20:30:34
556.0,8.935,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.544,0.0,0.0000,76,2026-01-17T20:30:34
552.0,7.732,0.0,0.0000,76,2026-01-17T20:30:34
552.0,5.155,0.0,0.0000,76,2026-01-17T20:30:34
548.0,1.890,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.479,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.895,0.0,0.0000,76,2026-01-17T20:30:34
548.0,8.620,0.0,0.0000,76,2026-01-17T20:30:34
28924.0,7.847,0.0,0.0000,76,2026-01-17T20:30:34
560.0,5.584,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.231,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.279,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.062,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.422,0.0,0.0000,76,2026-01-17T20:30:34
550.0,2.005,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.324,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.706,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.659,0.0,0.0000,76,2026-01-17T20:30:34
550.0,7.875,0.0,0.0000,76,2026-01-17T20:30:34
28442.0,2.463,0.0,0.0000,76,2026-01-17T20:30:34
572.0,3.265,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.336,0.0,0.0000,76,2026-01-17T20:30:34
556.0,1.976,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.694,0.0,0.0000,76,2026-01-17T20:30:34
548.0,9.279,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.718,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.193,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.575,0.0,0.0000,76,2026-01-17T20:30:34
552.0,4.296,0.0,0.0000,76,2026-01-17T20:30:34
548.0,9.078,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.403,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.553,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.346,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.582,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.964,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.317,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.668,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.906,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.289,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.935,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.346,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.525,0.0,0.0000,76,2026-01-17T20:30:34
554.0,9.021,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.461,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.324,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.546,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.210,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.136,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.747,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.837,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.250,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.580,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.307,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.320,0.0,0.0000,76,2026-01-17T20:30:34
548.0,3.064,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.393,0.0,0.0000,76,2026-01-17T20:30:34
550.0,2.778,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.365,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.122,0.0,0.0000,76,2026-01-17T20:30:34
550.0,2.176,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.250,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.952,0.0,0.0000,76,2026-01-17T20:30:34
554.0,1.604,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.353,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.289,0.0,0.0000,76,2026-01-17T20:30:34
552.0,8.792,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.298,0.0,0.0000,76,2026-01-17T20:30:34
554.0,0.859,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.105,0.0,0.0000,76,2026-01-17T20:30:34
550.0,6.444,0.0,0.0000,76,2026-01-17T20:30:34
552.0,7.646,0.0,0.0000,76,2026-01-17T20:30:34
550.0,6.959,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.573,0.0,0.0000,76,2026-01-17T20:30:34
552.0,6.673,0.0,0.0000,76,2026-01-17T20:30:34
548.0,7.933,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.802,0.0,0.0000,76,2026-01-17T20:30:34
548.0,8.420,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.088,0.0,0.0000,76,2026-01-17T20:30:34
550.0,4.611,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.136,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.005,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.150,0.0,0.0000,76,2026-01-17T20:30:34
550.0,2.606,0.0,0.0000,76,2026-01-17T20:30:34
556.0,2.520,0.0,0.0000,76,2026-01-17T20:30:34
86104.0,7.790,0.0,0.0000,76,2026-01-17T20:30:34
572.0,8.248,0.0,0.0000,76,2026-01-17T20:30:34
556.0,2.406,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.461,0.0,0.0000,76,2026-01-17T20:30:34
552.0,7.131,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.916,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.522,0.0,0.0000,76,2026-01-17T20:30:34
552.0,8.849,0.0,0.0000,76,2026-01-17T20:30:34
548.0,6.988,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.375,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.463,0.0,0.0000,76,2026-01-17T20:30:34
548.0,8.248,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.745,0.0,0.0000,76,2026-01-17T20:30:34
548.0,4.811,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.136,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.957,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.945,0.0,0.0000,76,2026-01-17T20:30:34
556.0,3.236,0.0,0.0000,76,2026-01-17T20:30:34
548.0,3.666,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.859,0.0,0.0000,76,2026-01-17T20:30:34
548.0,5.498,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.193,0.0,0.0000,76,2026-01-17T20:30:34
552.0,5.384,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.859,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.677,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.408,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.916,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.556,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.193,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.441,0.0,0.0000,76,2026-01-17T20:30:34
550.0,7.389,0.0,0.0000,76,2026-01-17T20:30:34
552.0,8.735,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.637,0.0,0.0000,76,2026-01-17T20:30:34
550.0,0.802,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.012,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.136,0.0,0.0000,76,2026-01-17T20:30:34
552.0,1.432,0.0,0.0000,76,2026-01-17T20:30:34
552.0,6.730,0.0,0.0000,76,2026-01-17T20:30:34
552.0,9.021,0.0,0.0000,76,2026-01-17T20:30:34
548.0,4.496,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.802,0.0,0.0000,76,2026-01-17T20:30:34
550.0,3.981,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.821,0.0,0.0000,76,2026-01-17T20:30:34
552.0,0.945,0.0,0.0000,76,2026-01-17T20:30:34
550.0,5.384,0.0,0.0000,76,2026-01-17T20:30:34
550.0,9.164,0.0,0.0000,76,2026-01-17T20:30:34
552.0,5.985,0.0,0.0000,76,2026-01-17T20:30:34
550.0,1.146,0.0,0.0000,76,2026-01-17T20:30:34
550.0,2.492,0.0,0.0000,76,2026-01-17T20:30:34
552.0,4.697,0.0,0.0000,76,2026-01-17T20:30:34
548.0,0.831,0.0,0.0000,76,2026-01-17T20:30:34
552.0,3.551,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.534,0.0,0.0000,76,2026-01-17T20:30:34
550.0,7.847,0.0,0.0000,76,2026-01-17T20:30:34
552.0,2.577,0.0,0.0000,76,2026-01-17T20:30:34
550.0,8.992,0.0,0.0000,76,2026-01-17T20:30:34
554.0,6.902,0.0,0.0000,76,2026-01-17T20:30:34
548.0,1.776,0.0,0.0000,76,2026-01-17T20:30:34
36424.0,0.916,0.0,0.0000,76,2026-01-17T20:30:35
568.0,3.866,0.0,0.0000,76,2026-01-17T20:30:35
556.0,8.076,0.0,0.0000,76,2026-01-17T20:30:35
552.0,0.916,0.0,0.0000,76,2026-01-17T20:30:35
550.0,2.749,0.0,0.0000,76,2026-01-17T20:30:35
550.0,7.102,0.0,0.0000,76,2026-01-17T20:30:35
552.0,9.050,0.0,0.0000,76,2026-01-17T20:30:35
548.0,6.386,0.0,0.0000,76,2026-01-17T20:30:35
552.0,2.176,0.0,0.0000,76,2026-01-17T20:30:35
550.0,1.031,0.0,0.0000,76,2026-01-17T20:30:35
550.0,7.646,0.0,0.0000,76,2026-01-17T20:30:35
554.0,3.379,0.0,0.0000,76,2026-01-17T20:30:35
550.0,0.831,0.0,0.0000,76,2026-01-17T20:30:35
552.0,2.950,0.0,0.0000,76,2026-01-17T20:30:35
550.0,7.188,0.0,0.0000,76,2026-01-17T20:30:35
550.0,9.021,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.661,0.0,0.0000,76,2026-01-17T20:30:35
550.0,5.498,0.0,0.0000,76,2026-01-17T20:30:35
550.0,8.821,0.0,0.0000,76,2026-01-17T20:30:35
550.0,8.019,0.0,0.0000,76,2026-01-17T20:30:35
550.0,3.952,0.0,0.0000,76,2026-01-17T20:30:35
552.0,0.974,0.0,0.0000,76,2026-01-17T20:30:35
548.0,8.878,0.0,0.0000,76,2026-01-17T20:30:35
552.0,5.814,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.919,0.0,0.0000,76,2026-01-17T20:30:35
548.0,1.117,0.0,0.0000,76,2026-01-17T20:30:35
552.0,4.238,0.0,0.0000,76,2026-01-17T20:30:35
550.0,8.076,0.0,0.0000,76,2026-01-17T20:30:35
550.0,0.945,0.0,0.0000,76,2026-01-17T20:30:35
552.0,2.377,0.0,0.0000,76,2026-01-17T20:30:35
552.0,6.444,0.0,0.0000,76,2026-01-17T20:30:35
548.0,8.964,0.0,0.0000,76,2026-01-17T20:30:35
552.0,7.589,0.0,0.0000,76,2026-01-17T20:30:35
552.0,3.666,0.0,0.0000,76,2026-01-17T20:30:35
550.0,0.974,0.0,0.0000,76,2026-01-17T20:30:35
550.0,8.849,0.0,0.0000,76,2026-01-17T20:30:35
552.0,5.957,0.0,0.0000,76,2026-01-17T20:30:35
548.0,2.091,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.002,0.0,0.0000,76,2026-01-17T20:30:35
552.0,3.723,0.0,0.0000,76,2026-01-17T20:30:35
548.0,7.560,0.0,0.0000,76,2026-01-17T20:30:35
556.0,1.174,0.0,0.0000,76,2026-01-17T20:30:35
548.0,1.690,0.0,0.0000,76,2026-01-17T20:30:35
552.0,5.183,0.0,0.0000,76,2026-01-17T20:30:35
550.0,8.477,0.0,0.0000,76,2026-01-17T20:30:35
34654.0,6.816,0.0,0.0000,76,2026-01-17T20:30:35
568.0,3.752,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.432,0.0,0.0000,76,2026-01-17T20:30:35
552.0,8.964,0.0,0.0000,76,2026-01-17T20:30:35
552.0,8.019,0.0,0.0000,76,2026-01-17T20:30:35
552.0,5.470,0.0,0.0000,76,2026-01-17T20:30:35
550.0,2.606,0.0,0.0000,76,2026-01-17T20:30:35
550.0,1.060,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.632,0.0,0.0000,76,2026-01-17T20:30:35
550.0,7.274,0.0,0.0000,76,2026-01-17T20:30:35
550.0,4.439,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.890,0.0,0.0000,76,2026-01-17T20:30:35
548.0,1.002,0.0,0.0000,76,2026-01-17T20:30:35
552.0,2.262,0.0,0.0000,76,2026-01-17T20:30:35
550.0,4.840,0.0,0.0000,76,2026-01-17T20:30:35
550.0,3.694,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.546,0.0,0.0000,76,2026-01-17T20:30:35
550.0,1.060,0.0,0.0000,76,2026-01-17T20:30:35
550.0,2.635,0.0,0.0000,76,2026-01-17T20:30:35
552.0,5.327,0.0,0.0000,76,2026-01-17T20:30:35
548.0,7.847,0.0,0.0000,76,2026-01-17T20:30:35
552.0,1.317,0.0,0.0000,76,2026-01-17T20:30:35
29316.0,4.267,0.0,0.0000,76,2026-01-17T20:30:35
564.0,2.463,0.0,0.0000,76,2026-01-17T20:30:35
556.0,1.317,0.0,0.0000,76,2026-01-17T20:30:35
28098.0,2.119,0.0,0.0000,76,2026-01-17T20:30:35
572.0,3.122,0.0,0.0000,76,2026-01-17T20:30:35
558.0,4.181,0.0,0.0000,76,2026-01-17T20:30:35
558.0,5.355,0.0,0.0000,76,2026-01-17T20:30:35
554.0,6.472,0.0,0.0000,76,2026-01-17T20:30:35
550.0,2.950,0.0,0.0000,76,2026-01-17T20:30:35
