Time (ms),A4-A5 (I),A2-A3 (V)
0,-0.44264,-112.03
0.045898,-0.44419,-114.53
0.091797,-0.46395,-115.16
0.1377,-0.46942,-119.06
0.18359,-0.48686,-119.68
0.22949,-0.48811,-122.6
0.27539,-0.47728,-123.34
0.32129,-0.48823,-125.59
0.36719,-0.48757,-126.61
0.41309,-0.51471,-129.19
0.45898,-0.48972,-131.36
0.50488,-0.51977,-131.63
0.55078,-0.52292,-133.48
0.59668,-0.50638,-133.93
0.64258,-0.5259,-136.23
0.68848,-0.51977,-135.77
0.73438,-0.52566,-139.02
0.78027,-0.53108,-137.9
0.82617,-0.51971,-140.75
0.87207,-0.54572,-139.64
0.91797,-0.51108,-143.22
0.96387,-0.54822,-142.26
1.0098,-0.51608,-144.8
1.0557,-0.55226,-143.48
1.1016,-0.53149,-145.39
1.1475,-0.56381,-145.8
1.1934,-0.52435,-148.6
1.2393,-0.58755,-149.25
1.2852,-0.5131,-150.76
1.3311,-0.60648,-152.84
1.377,-0.50989,-152.99
1.4229,-0.58821,-154.8
1.4688,-0.52768,-155.59
1.5146,-0.55452,-157.18
1.5605,-0.57315,-155.94
1.6064,-0.51471,-158.18
