Time (ms),A4-A5 (I),A2-A3 (V)
0,-0.41969,-150.9
0.010324,-0.40636,-150.24
0.020647,-0.39874,-152.06
0.030971,-0.39232,-148.23
0.041295,-0.40731,-148.05
0.051618,-0.39351,-149.58
0.061942,-0.40541,-148.5
0.072266,-0.39684,-146.47
0.082589,-0.40041,-149.29
0.092913,-0.39517,-147.69
0.10324,-0.38684,-145.35
0.11356,-0.36756,-146.14
0.12388,-0.39089,-145.62
0.13421,-0.39969,-145.44
0.14453,-0.3816,-142.58
0.15485,-0.37684,-143.78
0.16518,-0.3866,-145.35
0.1755,-0.38351,-141.4
0.18583,-0.36018,-141.23
0.19615,-0.38232,-143.12
0.20647,-0.38255,-142.46
0.2168,-0.37779,-139.7
0.22712,-0.37446,-141.48
0.23744,-0.37637,-141.86
0.24777,-0.37851,-139.76
0.25809,-0.35423,-136.58
0.26842,-0.35613,-137.94
0.27874,-0.36708,-138.89
0.28906,-0.36446,-135.04
0.29939,-0.35161,-136.93
0.30971,-0.37018,-137.67
0.32003,-0.36827,-136.91
0.33036,-0.3447,-134.22
0.34068,-0.35208,-135.91
0.351,-0.35684,-135.67
0.36133,-0.36184,-133.88
0.37165,-0.35208,-132.95
0.38198,-0.34494,-132.68
0.3923,-0.35042,-133.51
0.40262,-0.34589,-132.06
0.41295,-0.34137,-132.56
0.42327,-0.35399,-133.04
0.43359,-0.34804,-131.19
0.44392,-0.32661,-130.88
0.45424,-0.33233,-132.08
0.46456,-0.34732,-129.68
0.47489,-0.33042,-128.34
0.48521,-0.32852,-128.03
0.49554,-0.33423,-131.19
0.50586,-0.3447,-130.24
0.51618,-0.3228,-126.72
0.52651,-0.31209,-128.25
0.53683,-0.33161,-128.54
0.54715,-0.32947,-125.17
0.55748,-0.32328,-124.65
0.5678,-0.31899,-124.8
0.57812,-0.33113,-124.92
0.58845,-0.3159,-123.22
0.59877,-0.30423,-123.49
0.6091,-0.32376,-125.27
0.61942,-0.3228,-122.68
0.62974,-0.29924,-122.44
0.64007,-0.30209,-123.08
0.65039,-0.31352,-122.91
0.66071,-0.30447,-121.42
0.67104,-0.30685,-121.38
0.68136,-0.30423,-121.94
0.69169,-0.31757,-120.84
0.70201,-0.29828,-117.99
0.71233,-0.29447,-119.93
0.72266,-0.30209,-121.09
0.73298,-0.30447,-118.11
0.7433,-0.27876,-116.68
0.75363,-0.29257,-117.61
0.76395,-0.30542,-116.8
0.77427,-0.2909,-114.96
0.7846,-0.27829,-116.62
0.79492,-0.29471,-116.99
0.80525,-0.28876,-114.94
0.81557,-0.27971,-114.24
0.82589,-0.27186,-115.29
0.83622,-0.28281,-116.16
0.84654,-0.28852,-112.11
0.85686,-0.27043,-111.4
0.86719,-0.27114,-113.68
0.87751,-0.28519,-112.23
0.88783,-0.27281,-110.2
0.89816,-0.259,-112.02
0.90848,-0.26519,-112.6
0.91881,-0.27114,-109
0.92913,-0.24686,-110.33
0.93945,-0.259,-111.32
0.94978,-0.26067,-109.08
0.9601,-0.26353,-106.54
0.97042,-0.23663,-108.54
0.98075,-0.25162,-109.21
0.99107,-0.26234,-105.67
1.0014,-0.24996,-105.52
1.0117,-0.23187,-107.47
1.022,-0.24901,-106.5
1.0324,-0.24924,-104.05
1.0427,-0.2271,-103.7
1.053,-0.23139,-106.35
1.0633,-0.23996,-103.58
1.0737,-0.2352,-101.59
1.084,-0.20854,-103.53
1.0943,-0.22901,-103.47
1.1046,-0.23187,-101.17
1.115,-0.22092,-100.99
1.1253,-0.2052,-101.75
1.1356,-0.21449,-101.28
1.1459,-0.20782,-98.069
1.1562,-0.19568,-99.849
1.1666,-0.19497,-100.22
1.1769,-0.21949,-96.599
1.1872,-0.20806,-96.972
1.1975,-0.18854,-98.069
1.2079,-0.1914,-97.241
1.2182,-0.20806,-94.86
1.2285,-0.17402,-96.082
1.2388,-0.18545,-96.164
1.2492,-0.1914,-94.446
1.2595,-0.18664,-92.603
1.2698,-0.16735,-94.26
1.2801,-0.17283,-94.26
1.2905,-0.18306,-91.982
1.3008,-0.1714,-91.61
1.3111,-0.16473,-92.521
1.3214,-0.15974,-91.693
1.3318,-0.16759,-89.208
1.3421,-0.1495,-89.809
1.3524,-0.14402,-91.568
1.3627,-0.17045,-88.214
1.373,-0.14759,-88.049
1.3834,-0.13164,-89.353
1.3937,-0.13783,-88.463
1.404,-0.14926,-85.834
1.4143,-0.13855,-85.337
1.4247,-0.11189,-87.241
1.435,-0.12903,-85.834
1.4453,-0.13069,-82.894
1.4556,-0.11284,-84.819
1.466,-0.11498,-85.482
1.4763,-0.12188,-83.039
1.4866,-0.11831,-81.797
1.4969,-0.10784,-82.852
1.5073,-0.10284,-82.48
1.5176,-0.11355,-79.747
1.5279,-0.093318,-81.507
1.5382,-0.099031,-81.238
1.5485,-0.11165,-79.209
1.5589,-0.10641,-78.091
1.5692,-0.079987,-78.132
1.5795,-0.078796,-79.022
1.5898,-0.085462,-76.29
1.6002,-0.080463,-76.869
1.6105,-0.05999,-77.159
1.6208,-0.059038,-75.234
1.6311,-0.073083,-74.344
1.6415,-0.047373,-75.876
1.6518,-0.037375,-74.965
1.6621,-0.037375,-70.928
1.6724,-0.032614,-70.969
1.6828,0.010474,-72.729
1.6931,0.0076178,-72.894
1.7034,-0.011189,-69.064
1.7137,0.0021425,-70.741
1.7241,0.019759,-70.824
1.7344,0.0033328,-68.009
1.7447,-0.0019044,-67.512
1.755,0.0269,-69.064
1.7653,0.039279,-68.361
1.7757,0.0061894,-64.323
1.786,0.0059514,-66.125
1.7963,0.015236,-66.891
1.8066,0.011189,-64.448
1.817,0.008808,-63.35
1.8273,0.01595,-63.889
1.8376,0.027614,-64.51
1.8479,-0.0021425,-60.887
1.8583,0.0049992,-60.742
1.8686,0.020473,-62.15
1.8789,0.01595,-60.204
1.8892,-0.0064275,-58.361
1.8996,0.012379,-59.106
1.9099,0.023567,-59.686
1.9202,0.012855,-56.374
1.9305,0.0016664,-57.16
1.9408,0.018092,-57.926
1.9512,0.016902,-56.27
1.9615,0.0083319,-53.931
1.9718,-0.00023806,-54.345
1.9821,0.016426,-55.732
1.9925,0.019044,-53.061
2.0028,0.0092842,-51.943
2.0131,0.0078558,-53.579
2.0234,0.021187,-53.372
2.0338,0.0083319,-49.355
2.0441,0.0033328,-50.039
2.0544,0.012617,-50.825
2.0647,0.023806,-49.252
2.0751,0.0035708,-46.995
2.0854,0.0047611,-48.175
2.0957,0.021187,-48.051
2.106,0.010951,-43.766
2.1164,0.010236,-44.138
2.1267,0.018568,-45.836
2.137,0.019997,-44.118
2.1473,0.010474,-41.882
2.1576,0.0057133,-42.855
2.168,0.022615,-43.931
2.1783,0.021901,-40.598
2.1886,-0.0011903,-40.246
2.1989,0.011903,-41.157
2.2093,0.021663,-40.018
2.2196,0.010712,-37.286
2.2299,0.010712,-38.404
2.2402,0.022853,-38.756
2.2506,0.021425,-36.954
2.2609,0.008808,-35.836
2.2712,0.013807,-36.789
2.2815,0.015474,-35.692
2.2919,0.012855,-31.385
2.3022,0.0061894,-32.524
2.3125,0.014759,-34.263
2.3228,0.027138,-32.421
2.3331,0.013331,-29.957
2.3435,-0.0021425,-31.22
2.3538,0.0071417,-32.027
2.3641,0.021663,-28.466
2.3744,0.0047611,-28.114
2.3848,0.01595,-28.135
2.3951,0.020949,-28.135
2.4054,0.017616,-25.402
2.4157,-0.00047611,-26.375
2.4261,0.0099983,-27.328
2.4364,0.019521,-24.284
2.4467,0.012141,-22.67
2.457,0.0095222,-24.843
2.4674,0.018806,-23.787
2.4777,0.025948,-21.448
2.488,-0.0047611,-20.889
2.4983,0.0030947,-22.897
2.5086,0.031423,-20.392
2.519,0.021901,-18.446
2.5293,0.0035708,-20.848
2.5396,0.01595,-19.481
2.5499,0.02452,-17.204
2.5603,0.0011903,-17.618
2.5706,0.0073797,-17.39
2.5809,0.024044,-15.983
2.5912,0.008808,-12.36
2.6016,0.004523,-14.451
2.6119,0.0097603,-15.01
2.6222,0.021901,-12.67
2.6325,0.016664,-11.035
2.6429,0.0040469,-12.194
2.6532,0.011189,-12.711
2.6635,0.027614,-8.219
2.6738,0.0073797,-9.9373
2.6842,0.0076178,-10.227
2.6945,0.022139,-8.0534
2.7048,0.014283,-5.921
2.7151,-0.0011903,-8.0741
2.7254,0.0090461,-7.0803
2.7358,0.020473,-3.3538
2.7461,0.010951,-4.9894
2.7564,-0.0019044,-5.2999
2.7667,0.012617,-4.803
2.7771,0.020473,-0.7453
2.7874,0.0071417,-2.2773
2.7977,-0.00071417,-2.3808
2.808,0.029281,0.10351
2.8184,0.023567,1.9875
2.8287,-0.004285,0.14492
2.839,0.0092842,1.532
2.8493,0.020711,3.9542
2.8597,0.015236,3.1261
2.87,0.0076178,1.8218
2.8803,0.01714,4.7823
2.8906,0.018568,6.128
2.9009,0.0099983,5.0515
2.9113,0.0040469,5.2999
2.9216,0.031185,8.3639
2.9319,0.016426,8.2811
2.9422,-0.00071417,7.2874
2.9526,0.0097603,8.5709
2.9629,0.021187,11.159
2.9732,0.0038089,9.8131
2.9835,0.0038089,9.3576
2.9939,0.015236,12.774
3.0042,0.018092,13.809
3.0145,0.0064275,12.36
3.0248,0.0057133,12.981
3.0352,0.019282,15.32
3.0455,0.019997,14.906
3.0558,0.016664,13.892
3.0661,0.017854,15.838
3.0765,0.029519,18.405
3.0868,-0.0083319,16.976
3.0971,0.0080939,17.059
3.1074,0.031185,19.564
3.1177,0.011189,20.268
3.1281,0.0057133,18.86
3.1384,-0.00047611,20.454
3.1487,0.0066655,21.614
3.159,0.008808,21.034
3.1694,-0.0061894,20.703
3.1797,0.0064275,23.974
3.19,0.02571,22.732
3.2003,0.00857,21.738
3.2107,-0.00023806,24.388
3.221,0.021425,26.334
3.2313,0.0047611,25.899
3.2416,0.00047611,24.574
3.252,0.011189,26.851
3.2623,0.0092842,28.156
3.2726,0.0080939,26.21
3.2829,0.0016664,24.947
3.2932,0.011189,29.294
3.3036,0.020711,29.17
3.3139,0.00023806,28.301
3.3242,0.012617,30.433
3.3345,0.027852,32.379
3.3449,0.010474,30.661
3.3552,0.0016664,30.619
3.3655,0.013331,32.793
3.3758,0.028567,33.828
3.3862,0.013331,32.441
3.3965,0.0023806,33.269
3.4068,0.021663,36.706
3.4171,0.01714,34.801
3.4275,0.00047611,34.47
3.4378,0.0011903,37.306
3.4481,0.022853,37.865
3.4584,0.010951,36.602
3.4688,0.0054753,36.251
3.4791,0.012617,40.246
3.4894,0.01595,39.087
3.4997,-0.0035708,38.155
3.51,-0.0035708,39.977
3.5204,0.024758,41.675
3.5307,0.0064275,40.101
3.541,-0.00023806,40.143
3.5513,0.010474,43.869
3.5617,0.018568,43.579
3.572,0.0030947,42.875
3.5823,-0.0038089,43.911
3.5926,0.0095222,46.333
3.603,0.020711,44.345
3.6133,0.0061894,43.911
3.6236,0.0033328,46.912
3.6339,0.017854,48.051
3.6443,0.0057133,45.65
3.6546,-0.0030947,47.43
3.6649,0.00071417,48.651
3.6752,0.028329,49.583
3.6855,0.011665,47.264
3.6959,0.0052372,49.873
3.7062,0.013569,51.157
3.7165,0.019044,49.583
3.7268,-0.00023806,48.237
3.7372,0.0076178,53.662
3.7475,0.025472,52.564
3.7578,0.0052372,51.322
3.7681,0.0047611,53.31
3.7785,0.016426,54.862
3.7888,0.01833,53.537
3.7991,0.0049992,53.703
3.8094,0.0061894,56.353
3.8198,0.014997,54.593
3.8301,0.017854,55.67
3.8404,0.0049992,56.498
3.8507,0.021187,59.727
3.861,0.027614,57.471
3.8714,0.036422,57.16
3.8817,0.024282,59.396
3.892,0.03547,61.632
3.9023,0.04523,58.941
3.9127,0.014283,59.769
3.923,0.023806,61.943
3.9333,0.034756,62.295
3.9436,0.014521,61.943
3.954,0.0069036,63.247
3.9643,0.022377,64.655
3.9746,0.03309,62.025
3.9849,0.039755,63.495
3.9953,0.05023,66.725
4.0056,0.081415,66.808
4.0159,0.09546,64.675
4.0262,0.083081,65.814
4.0366,0.091651,68.733
4.0469,0.10927,67.574
4.0572,0.11903,67.16
4.0675,0.11165,69.354
4.0778,0.12069,70.928
4.0882,0.14974,68.505
4.0985,0.14736,69.582
4.1088,0.13212,71.963
4.1191,0.15712,72.108
4.1295,0.16521,69.748
4.1398,0.15545,73.536
4.1501,0.15926,74.716
4.1604,0.18687,72.48
4.1708,0.17878,73.122
4.1811,0.15997,77.366
4.1914,0.18306,75.13
4.2017,0.20592,74.696
4.2121,0.18354,76.476
4.2224,0.18378,78.567
4.2327,0.21068,76.869
4.243,0.19949,76.517
4.2533,0.19854,79.995
4.2637,0.2102,80.844
4.274,0.23853,78.401
4.2843,0.23448,80.037
4.2946,0.22068,83.494
4.305,0.24353,82.604
4.3153,0.2552,80.906
4.3256,0.2402,83.66
4.3359,0.24805,84.55
4.3463,0.26138,83.08
4.3566,0.26591,84.819
4.3669,0.254,86.186
4.3772,0.25758,85.73
4.3876,0.28614,84.778
4.3979,0.27234,86.496
4.4082,0.27114,88.836
4.4185,0.29566,87.614
4.4289,0.29566,87.407
4.4392,0.27948,89.622
4.4495,0.28686,91.154
4.4598,0.3159,88.442
4.4701,0.30995,90.637
4.4805,0.31019,92.976
4.4908,0.31209,92.024
4.5011,0.32352,91.403
4.5114,0.31828,93.411
4.5218,0.31876,95.026
4.5321,0.33756,93.97
4.5424,0.33161,91.548
4.5527,0.32804,96.123
4.5631,0.33947,96.082
4.5734,0.35946,94.922
4.5837,0.35589,96.91
4.594,0.32804,99.083
4.6044,0.34851,97.717
4.6147,0.3697,96.309
4.625,0.36708,100.02
4.6353,0.3597,99.663
4.6456,0.3697,99.208
4.656,0.38041,99.746
4.6663,0.35851,102.21
4.6766,0.37708,101.75
4.6869,0.39065,100.72
4.6973,0.37684,103.74
4.7076,0.36708,104.69
4.7179,0.3847,103.53
4.7282,0.40136,103.43
4.7386,0.39089,106.45
4.7489,0.38517,104.94
4.7592,0.40612,105.4
4.7695,0.38803,106.83
4.7799,0.39541,108.03
4.7902,0.4035,106.56
4.8005,0.41136,106.72
4.8108,0.40231,109.83
4.8211,0.40945,109.91
4.8315,0.41755,107.51
4.8418,0.42183,110.24
4.8521,0.41374,111.94
4.8624,0.41517,111.32
4.8728,0.4254,110.53
4.8831,0.44231,111.36
4.8934,0.42183,113.99
4.9037,0.41826,112.27
4.9141,0.4485,112.4
4.9244,0.43826,114.98
4.9347,0.41493,114.2
4.945,0.44469,113.31
4.9554,0.45635,115.21
4.9657,0.42255,117.61
4.976,0.43874,114.61
4.9863,0.46207,115.96
4.9967,0.43588,118.69
5.007,0.44469,117.7
5.0173,0.44302,117.07
5.0276,0.44683,118.4
5.0379,0.46135,120.82
5.0483,0.44278,118.52
5.0586,0.45826,118.71
5.0689,0.48468,121.92
5.0792,0.44683,122.33
5.0896,0.44826,120.97
5.0999,0.47825,120.7
5.1102,0.45564,123.08
5.1205,0.4654,122.08
5.1309,0.46683,122
5.1412,0.46921,124.61
5.1515,0.47611,125.11
5.1618,0.46016,122.19
5.1722,0.47421,122.35
5.1825,0.50206,126.14
5.1928,0.45588,125.77
5.2031,0.46087,124.24
5.2134,0.48682,125.87
5.2238,0.46183,127.88
5.2341,0.49039,125.19
5.2444,0.48159,125.56
5.2547,0.49373,128.34
5.2651,0.49158,125.02
5.2754,0.45469,126.43
5.2857,0.51134,128.11
5.296,0.47992,131.3
5.3064,0.46802,128.3
5.3167,0.49206,127.16
5.327,0.46825,130.74
5.3373,0.50158,131.52
5.3477,0.46183,130.57
5.358,0.47516,129.7
5.3683,0.52253,131.9
5.3786,0.46516,131.73
5.389,0.50753,131.19
5.3993,0.48492,131.98
5.4096,0.47778,133.37
5.4199,0.49754,132.52
5.4302,0.46706,132.85
5.4406,0.52729,135.04
5.4509,0.47397,132.85
5.4612,0.48325,132.66
5.4715,0.50777,132.52
5.4819,0.48087,136.49
5.4922,0.50944,134.63
5.5025,0.47159,133.49
5.5128,0.52634,135.91
5.5232,0.50087,136.74
5.5335,0.4823,134.65
5.5438,0.51277,134.98
5.5541,0.48825,136.93
5.5645,0.51253,135.67
5.5748,0.47421,135.09
5.5851,0.51039,137.16
5.5954,0.52277,138.54
5.6057,0.47302,136.51
5.6161,0.52801,137.49
5.6264,0.48539,139.47
5.6367,0.54491,139.02
5.647,0.47111,137.57
5.6574,0.5092,138.07
5.6677,0.53443,140.47
5.678,0.47492,138.5
5.6883,0.52658,137.16
5.6987,0.4892,139.41
5.709,0.54634,140.72
5.7193,0.49563,140.84
5.7296,0.50539,138.48
5.74,0.53896,141.42
5.7503,0.47444,140.51
5.7606,0.52777,140.63
5.7709,0.48992,141.79
5.7812,0.553,143.7
5.7916,0.50468,140.99
5.8019,0.50182,140.72
5.8122,0.54015,143.62
5.8225,0.49254,143.78
5.8329,0.53063,141.05
5.8432,0.4823,143.12
5.8535,0.55657,145.04
5.8638,0.49158,143.33
5.8742,0.49968,142.17
5.8845,0.52229,144.84
5.8948,0.49849,145.46
5.9051,0.53301,143.57
5.9155,0.47635,143.22
5.9258,0.57586,146.06
5.9361,0.48301,144.61
5.9464,0.51063,143.35
5.9568,0.51539,145.29
5.9671,0.50182,146.1
5.9774,0.53539,143.86
5.9877,0.4673,144.05
5.998,0.56229,146.8
6.0084,0.48992,146.95
6.0187,0.53015,144.61
6.029,0.50587,145.66
6.0393,0.51682,147.65
6.0497,0.5411,146.16
6.06,0.46944,146.31
6.0703,0.56062,147.61
6.0806,0.48587,147.57
6.091,0.55348,146.43
6.1013,0.49277,147.34
6.1116,0.54134,149.12
6.1219,0.5392,147.84
6.1323,0.48278,147.2
6.1426,0.55538,149.23
6.1529,0.48492,149.91
6.1632,0.55824,148.15
6.1735,0.47849,145.5
6.1839,0.5661,149.93
6.1942,0.52015,149.2
6.2045,0.52682,148.52
6.2148,0.53896,150.41
6.2252,0.5042,152.23
6.2355,0.56514,150.16
6.2458,0.4873,149.29
6.2561,0.59109,152.74
6.2665,0.48801,152.56
6.2768,0.56824,149.74
6.2871,0.49111,151.69
6.2974,0.54396,154.3
6.3078,0.54158,153.22
6.3181,0.50825,150.82
6.3284,0.56848,153.72
6.3387,0.50087,155.04
6.3491,0.57776,153.72
6.3594,0.46659,153.72
6.3697,0.57514,155.46
6.38,0.49325,154.75
6.3903,0.56371,153.9
6.4007,0.4992,155.37
6.411,0.55372,156.93
6.4213,0.55824,154.38
6.4316,0.49849,155.11
6.442,0.56181,157.94
6.4523,0.49492,156.57
6.4626,0.573,155.29
6.4729,0.47468,156.37
6.4833,0.57705,158.48
6.4936,0.50087,156.12
6.5039,0.56729,156.7
6.5142,0.48754,157.71
6.5246,0.56157,159.83
6.5349,0.53539,157.76
6.5452,0.50301,156.86
6.5555,0.5611,158.73
6.5658,0.50134,158.73
6.5762,0.57609,156.74
6.5865,0.46754,158.85
6.5968,0.59038,160.45
6.6071,0.48611,158.46
6.6175,0.55967,159.06
6.6278,0.49539,161.56
6.6381,0.56276,159.68
6.6484,0.51967,157.86
6.6588,0.51301,159.58
6.6691,0.54086,161.21
6.6794,0.4992,159.76
6.6897,0.56443,158.36
6.7001,0.4623,161.17
6.7104,0.58585,162.04
6.7207,0.48397,159.91
6.731,0.56657,160.59
6.7414,0.46992,162.33
6.7517,0.56871,160.03
6.762,0.51658,159.51
6.7723,0.51563,161.75
6.7826,0.54586,164.98
6.793,0.5142,161.09
6.8033,0.54991,160.28
6.8136,0.46897,164.52
6.8239,0.57728,163.16
6.8343,0.48301,160.92
6.8446,0.56538,160.43
6.8549,0.47444,163.55
6.8652,0.56491,160.36
6.8756,0.50872,160.51
6.8859,0.50682,164.32
6.8962,0.54015,163.12
6.9065,0.49373,161.3
6.9169,0.55419,162.99
6.9272,0.47302,164.42
6.9375,0.58085,163.66
6.9478,0.45826,161.01
6.9581,0.54467,165
6.9685,0.47682,163.37
6.9788,0.54777,161.38
6.9891,0.51182,163.05
6.9994,0.49396,164.57
7.0098,0.553,164.32
7.0201,0.47992,160.92
7.0304,0.55062,163.12
7.0407,0.45135,164.98
7.0511,0.56229,162.12
7.0614,0.48849,162.58
7.0717,0.54015,164.44
7.082,0.5073,162.1
7.0924,0.50658,161.48
7.1027,0.52586,163.43
7.113,0.48087,164.81
7.1233,0.56395,162.35
7.1336,0.47444,161.56
7.144,0.55157,164.48
7.1543,0.47373,164.32
7.1646,0.53229,161.34
7.1749,0.49754,162.5
7.1853,0.49087,163.63
7.1956,0.52372,164.59
7.2059,0.48397,161.5
7.2162,0.5342,164.4
7.2266,0.4673,165.1
7.2369,0.54634,160.9
7.2472,0.4923,163.66
7.2575,0.50991,165.21
7.2679,0.5111,164.98
7.2782,0.49539,163.32
7.2885,0.5461,163.66
7.2988,0.45207,165
7.3092,0.53396,164.32
7.3195,0.4773,163.03
7.3298,0.51801,163.41
7.3401,0.49777,165.64
7.3504,0.51349,163.66
7.3608,0.54253,163.16
7.3711,0.46254,164.79
7.3814,0.52658,163.49
7.3917,0.47135,161.34
7.4021,0.51706,164.32
7.4124,0.47349,164.81
7.4227,0.50444,161.42
7.433,0.51944,163.66
7.4434,0.45659,165.64
7.4537,0.52777,164.98
7.464,0.4773,163.68
7.4743,0.52824,163.74
7.4847,0.47682,164.81
7.495,0.50158,163.76
7.5053,0.52396,162.5
7.5156,0.45588,165.37
7.5259,0.53015,165.35
7.5363,0.4673,163.74
7.5466,0.51729,163.37
7.5569,0.47206,165.31
7.5672,0.48635,164.32
7.5776,0.5161,161.67
7.5879,0.47421,164.67
7.5982,0.51587,165.31
7.6085,0.4723,163.66
7.6189,0.53134,160.55
7.6292,0.48849,165.66
7.6395,0.47706,165.06
7.6498,0.52777,163.32
7.6602,0.45254,163.76
7.6705,0.51682,164.88
7.6808,0.46754,162.58
7.6911,0.51253,163.66
7.7015,0.48825,164.86
7.7118,0.45873,161.67
7.7221,0.52182,162.99
7.7324,0.46944,163.66
7.7427,0.50134,166.18
7.7531,0.47635,164.67
7.7634,0.49158,163.05
7.7737,0.50468,165.73
7.784,0.44612,165.1
7.7944,0.50682,162.31
7.8047,0.4654,164.32
7.815,0.49135,165.13
7.8253,0.46992,164.75
7.8357,0.47492,163.24
7.846,0.52444,164.32
7.8563,0.45469,166.31
7.8666,0.50134,163.12
7.877,0.47778,163.16
7.8873,0.47611,165.31
7.8976,0.49777,165.68
7.9079,0.45588,162.29
7.9182,0.51896,164.67
7.9286,0.46326,165.73
7.9389,0.4773,164.79
7.9492,0.49587,162.33
7.9595,0.46302,164.48
7.9699,0.49016,164.52
7.9802,0.45207,163.1
7.9905,0.49373,163.32
8.0008,0.48635,165.25
8.0112,0.44731,164.69
8.0215,0.50372,162.23
8.0318,0.45254,164.65
8.0421,0.47968,165.35
8.0525,0.45897,163.66
8.0628,0.46278,163.41
8.0731,0.49444,165.64
8.0834,0.44707,164.4
8.0938,0.47825,162.58
8.1041,0.4823,163.24
8.1144,0.45302,164.44
8.1247,0.47254,163.16
8.135,0.45897,163.24
8.1454,0.48539,161.77
8.1557,0.45326,164.98
8.166,0.44778,161.75
8.1763,0.47659,161.38
8.1867,0.45326,164.48
8.197,0.45111,163.26
8.2073,0.45302,160.41
8.2176,0.44445,163.68
8.228,0.48063,163.03
8.2383,0.44445,160.43
8.2486,0.45826,161.01
8.2589,0.47302,162.04
8.2693,0.41041,161.59
8.2796,0.45635,160.18
8.2899,0.45683,160.43
8.3002,0.42898,162.16
8.3105,0.45921,159.16
8.3209,0.4454,159.27
8.3312,0.4604,161.56
8.3415,0.44731,159.8
8.3518,0.42183,158.6
8.3622,0.44992,158.02
8.3725,0.43659,159.7
8.3828,0.41564,158.91
8.3931,0.45921,156.35
8.4035,0.43826,158.36
8.4138,0.44135,159.47
8.4241,0.42588,156.74
8.4344,0.4166,153.59
8.4448,0.44397,157.9
8.4551,0.42564,157.11
8.4654,0.40826,154.13
8.4757,0.44683,156.04
8.486,0.43897,156.86
8.4964,0.40184,155.04
8.5067,0.43897,153.12
8.517,0.43302,155.62
8.5273,0.39351,155.29
8.5377,0.41112,152.89
8.548,0.41422,153.32
8.5583,0.41398,154.21
8.5686,0.41184,152.6
8.579,0.41303,150.55
8.5893,0.41207,151.52
8.5996,0.4304,151.5
8.6099,0.39541,149.68
8.6203,0.38898,147.65
8.6306,0.41136,150.96
8.6409,0.39969,147.8
8.6512,0.38422,147.26
8.6616,0.41065,148.29
8.6719,0.4066,149
8.6822,0.37851,147.42
8.6925,0.3897,145.52
8.7028,0.40517,148.05
8.7132,0.38851,147.59
8.7235,0.37565,144.38
8.7338,0.40017,145.48
8.7441,0.3985,145.79
8.7545,0.36899,144.07
8.7648,0.36661,142.79
8.7751,0.38827,143.99
8.7854,0.38065,144.88
8.7958,0.38636,142.46
8.8061,0.3866,142.46
8.8164,0.37851,143.57
8.8267,0.36303,141.07
8.8371,0.3747,139.64
8.8474,0.38113,140.63
8.8577,0.37684,141.28
8.868,0.37565,138.56
8.8783,0.35875,138.69
8.8887,0.38708,139.89
8.899,0.35756,138.85
8.9093,0.35899,136.99
8.9196,0.36565,136.18
8.93,0.35446,137.57
8.9403,0.34447,136.1
8.9506,0.35066,133.84
8.9609,0.36422,136.49
8.9713,0.35637,135.5
8.9816,0.3428,134.53
8.9919,0.34256,132.52
9.0022,0.37279,135.31
9.0126,0.35756,133.18
9.0229,0.32947,132.56
9.0332,0.34685,132.15
9.0435,0.3547,132.6
9.0539,0.33804,131.19
9.0642,0.32423,131.5
9.0745,0.3447,132.93
9.0848,0.34661,131.21
9.0951,0.33185,128.17
9.1055,0.32614,128.09
9.1158,0.34423,130.9
9.1261,0.32899,127.28
9.1364,0.31519,126.31
9.1468,0.32875,128.03
9.1571,0.33304,127.72
9.1674,0.32209,124.55
9.1777,0.3228,125.93
9.1881,0.32875,126.64
9.1984,0.32495,126.12
9.2087,0.31423,122.64
9.219,0.309,124.11
9.2294,0.32018,124.53
9.2397,0.3128,122.25
9.25,0.30019,122.91
9.2603,0.30685,124.32
9.2706,0.32376,122.46
9.281,0.30066,119.29
9.2913,0.294,121.92
9.3016,0.31185,122.25
9.3119,0.30233,121.07
9.3223,0.28852,117.74
9.3326,0.29828,119.79
9.3429,0.30566,119.72
9.3532,0.28329,116.7
9.3636,0.2821,116.64
9.3739,0.29376,119.27
9.3842,0.30304,116.62
9.3945,0.28495,114.55
9.4049,0.28329,116.45
9.4152,0.30233,116.52
9.4255,0.27829,114.4
9.4358,0.27091,113.22
9.4461,0.28019,114.51
9.4565,0.28828,114.84
9.4668,0.26781,111.44
9.4771,0.25758,112.19
9.4874,0.2771,113.68
9.4978,0.27091,111.36
9.5081,0.259,109.66
9.5184,0.25686,111.71
9.5287,0.27067,109.87
9.5391,0.26924,108.75
9.5494,0.25781,108.67
9.5597,0.264,110.24
9.57,0.26638,108.17
9.5804,0.23853,106.45
9.5907,0.24115,108.21
9.601,0.2502,107.59
9.6113,0.25805,105.56
9.6217,0.23734,102.66
9.632,0.24115,105.87
9.6423,0.24401,105.94
9.6526,0.24305,102.89
9.6629,0.23496,104.32
9.6733,0.23758,105.58
9.6836,0.24234,102.48
9.6939,0.22591,102.56
9.7042,0.21687,103.2
9.7146,0.22615,102.09
9.7249,0.22496,100.47
9.7352,0.21568,100.33
9.7455,0.21258,102.04
9.7559,0.23329,99.58
9.7662,0.19544,98.214
9.7765,0.19663,100.08
9.7868,0.21639,99.373
9.7972,0.20116,96.723
9.8075,0.19806,96.682
9.8178,0.19021,98.131
9.8281,0.20806,97.055
9.8384,0.19306,94.384
9.8488,0.17568,95.854
9.8591,0.1695,96.578
9.8694,0.18973,92.831
9.8797,0.1733,92.396
9.8901,0.17211,95.957
9.9004,0.16878,93.535
9.9107,0.17807,91.506
9.921,0.15497,91.196
9.9314,0.1445,93.784
9.9417,0.17592,91.071
9.952,0.15759,89.726
