SN,timestamp,HWREV,BRIDGE,RCAL00,RCAL01,RCAL02,RCAL03,RCAL04,RCAL05,RCAL06,RCAL07,RCAL08,RCAL09,RCAL10,RCAL11,RCAL12,RCAL13,RCAL14,CONSTI,CONSTR,DIVR,ZENERMAX,SLEEPV,VSCALE,ALTMULT,THERMR0,THERMB,ISHUNT,IZERO,IAUTOZERO,INOISEHI,INOISELO,IDETCNT,IDETLO,IDETHI,RANGETHR,RANGEDB,ADCLOW,ADCHIGH,OPENMARGIN,OPENR,VDISPCNT,RDISPMIN,RDISPMAX,ZEROAUTOMAX,RATEJUMP,RATEBUMPV,RATESLOWV,RATEPRECR,RATESTABLE,MMRMAX,MMRMIN,PSHOLDMS,PSMARGIN,PSHYST,PSCANCELR,PSPWM,SLEEPSEC,SLEEPVMAX,PSDEBUG,ADCMS,BATTMS,LCDMS,LCDFASTMS,LCDBUMPMS,STREAMMS,ALERTS,CONTMIN,CONTMAX,CONTMAXHI,VALERT,VALERTALT,VACALERT,VACALERTALT,BEEPBR,BEEPHOLD,BLINKLIM,ALERTPERMS,ALERTONMS,ALERTP2ON,ALERTP2OFF,VACTHRESH,VACTHRALT,VACAVGMAX,BRIDGETHR,BRIDGEFLT,BRIDGEAVG,BRIDGEVMAX,BRIDGEVAC,VSAMPLES,SMOOTHA,BATTSCALE,KEYBOARD,BTNLONGMS,BTNSHORTMS,IDETSAMP,IDETSETTLE,IDETPP,ISHUNTR
20260905_005,2026-09-05 17:13:40,5,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.020024,330.000000,22000.000000,4.995000,0.400000,-68.426399,50.000000,10000.000000,3694.000000,0.185000,0.000000,1,0.010000,0.000500,300,2.300000,2.700000,400.000000,0.050000,10000,26000,0.007000,8000000.000000,500,-10.000000,100.000000,10.000000,5.000000,4.995000,0.020000,3000000.000000,0.020000,10000000.000000,-1000.000000,5000,0.002000,0.050000,2000.000000,254,300,0.100000,1,1,1000,1000,500,200,200,1,-20.000000,1.000000,20.000000,3.200000,30.200001,1.000000,15.000000,200,50,2,1000,100,300,400,4.900000,10.000000,0.100000,-0.140000,-0.190000,0.030000,0.050000,5.000000,100,0.200000,2.000000,1,400,50,8,50,0.050000,1.000000
