t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,6261,6160,1.261143,1.240798,0.020344
43,-0.4960,6189,6225,1.246640,1.253891,-0.007251
84,-0.4550,6276,6271,1.264164,1.263157,0.001007
125,-0.4140,6213,6204,1.251474,1.249661,0.001813
166,-0.3730,6313,6265,1.271617,1.261948,0.009669
207,-0.3320,6222,6200,1.253287,1.248856,0.004431
248,-0.2910,6194,6253,1.247647,1.259531,-0.011884
289,-0.2500,6244,6196,1.257718,1.248050,0.009669
330,-0.2090,6169,6240,1.242611,1.256913,-0.014301
371,-0.1680,6262,6170,1.261344,1.242813,0.018531
412,-0.1270,6185,6229,1.245834,1.254697,-0.008863
454,-0.0850,6272,6312,1.263358,1.271415,-0.008057
495,-0.0440,6204,6216,1.249661,1.252078,-0.002417
536,-0.0030,1092,6210,0.219960,1.250870,-1.030910
580,0.0410,2640,6261,0.531771,1.261143,-0.729372
621,0.0820,3670,6197,0.739242,1.248251,-0.509009
662,0.1230,4467,6240,0.899780,1.256913,-0.357132
703,0.1640,4850,6186,0.976927,1.246036,-0.269108
744,0.2050,5240,6232,1.055484,1.255301,-0.199817
785,0.2460,5448,6308,1.097381,1.270610,-0.173228
827,0.2880,5665,6180,1.141091,1.244827,-0.103736
868,0.3290,5836,6228,1.175536,1.254496,-0.078960
909,0.3700,5894,6272,1.187218,1.263358,-0.076140
950,0.4110,6024,6220,1.213404,1.252884,-0.039480
991,0.4520,6081,6208,1.224886,1.250467,-0.025581
1035,0.4960,6075,6256,1.223677,1.260136,-0.036459
1076,0.5370,6157,6198,1.240194,1.248453,-0.008259
1117,0.5780,6239,6248,1.256711,1.258524,-0.001813
1158,0.6190,6189,6182,1.246640,1.245230,0.001410
1199,0.6600,6254,6230,1.259733,1.254898,0.004834
1240,0.7010,6208,6162,1.250467,1.241201,0.009266
1282,0.7430,6266,6226,1.262150,1.254093,0.008057
1323,0.7840,6221,6310,1.253086,1.271013,-0.017927
