t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,6244,6184,1.257718,1.245633,0.012086
43,-0.4960,6171,6236,1.243014,1.256107,-0.013093
84,-0.4550,6256,6178,1.260136,1.244424,0.015711
125,-0.4140,6186,6219,1.246036,1.252683,-0.006647
166,-0.3730,6290,6303,1.266984,1.269603,-0.002619
207,-0.3320,6214,6208,1.251676,1.250467,0.001209
248,-0.2910,6260,6257,1.260941,1.260337,0.000604
289,-0.2500,6234,6197,1.255704,1.248251,0.007453
330,-0.2090,6175,6242,1.243820,1.257316,-0.013496
371,-0.1680,6256,6189,1.260136,1.246640,0.013496
412,-0.1270,6181,6228,1.245028,1.254496,-0.009467
454,-0.0850,6268,6152,1.262553,1.239187,0.023366
495,-0.0440,6196,6214,1.248050,1.251676,-0.003626
536,-0.0030,1096,6208,0.220765,1.250467,-1.029702
580,0.0410,2704,6256,0.544662,1.260136,-0.715473
621,0.0820,3776,6192,0.760593,1.247244,-0.486651
662,0.1230,4527,6242,0.911866,1.257316,-0.345450
703,0.1640,4988,6184,1.004724,1.245633,-0.240908
744,0.2050,5372,6227,1.082073,1.254294,-0.172221
785,0.2460,5576,6269,1.123164,1.262754,-0.139590
827,0.2880,5773,6152,1.162846,1.239187,-0.076341
868,0.3290,5930,6208,1.194470,1.250467,-0.055997
909,0.3700,5972,6275,1.202930,1.263963,-0.061033
950,0.4110,6088,6212,1.226296,1.251273,-0.024977
991,0.4520,6131,6204,1.234957,1.249661,-0.014704
1035,0.4960,6162,6248,1.241201,1.258524,-0.017323
1076,0.5370,6184,6188,1.245633,1.246438,-0.000806
1117,0.5780,6240,6233,1.256913,1.255503,0.001410
1158,0.6190,6197,6312,1.248251,1.271415,-0.023164
1199,0.6600,6260,6214,1.260941,1.251676,0.009266
1240,0.7010,6208,6271,1.250467,1.263157,-0.012690
1282,0.7430,6262,6206,1.261344,1.250064,0.011280
1323,0.7840,6246,6257,1.258121,1.260337,-0.002216
1364,0.8250,6249,6192,1.258726,1.247244,0.011481
1405,0.8660,6300,6240,1.268998,1.256913,0.012086
1446,0.9070,6246,6177,1.258121,1.244223,0.013899
1487,0.9480,6284,6225,1.265775,1.253891,0.011884
1528,0.9890,6228,6303,1.254496,1.269603,-0.015107
1569,1.0300,6282,6209,1.265373,1.250668,0.014704
1611,1.0720,6226,6256,1.254093,1.260136,-0.006043
1652,1.1130,6272,6200,1.263358,1.248856,0.014503
1693,1.1540,6229,6248,1.254697,1.258524,-0.003827
1734,1.1950,6264,6193,1.261747,1.247446,0.014301
1775,1.2360,6335,6241,1.276048,1.257114,0.018934
1816,1.2770,6233,6256,1.255503,1.260136,-0.004633
1857,1.3180,6256,6186,1.260136,1.246036,0.014100
1898,1.3590,6304,6237,1.269804,1.256308,0.013496
1940,1.4010,6253,6178,1.259531,1.244424,0.015107
1981,1.4420,6234,6308,1.255704,1.270610,-0.014906
2025,1.4860,6288,6216,1.266581,1.252078,0.014503
2066,1.5270,6232,6271,1.255301,1.263157,-0.007856
2107,1.5680,6272,6198,1.263358,1.248453,0.014906
2148,1.6090,6342,6248,1.277458,1.258524,0.018934
2189,1.6500,6260,6187,1.260941,1.246237,0.014704
2230,1.6910,6300,6230,1.268998,1.254898,0.014100
2271,1.7320,6240,6152,1.256913,1.239187,0.017726
2312,1.7730,6292,6217,1.267387,1.252280,0.015107
2353,1.8140,6228,6265,1.254496,1.261948,-0.007453
2395,1.8560,6276,6204,1.264164,1.249661,0.014503
2436,1.8970,6226,6254,1.254093,1.259733,-0.005640
2477,1.9380,6260,6189,1.260941,1.246640,0.014301
2518,1.9790,6306,6240,1.270207,1.256913,0.013294
2559,2.0200,6249,6177,1.258726,1.244223,0.014503
2600,2.0610,6298,6230,1.268595,1.254898,0.013697
2641,2.1020,6240,6166,1.256913,1.242007,0.014906
2682,2.1430,6288,6220,1.266581,1.252884,0.013697
2724,2.1850,6229,6271,1.254697,1.263157,-0.008460
2765,2.2260,6276,6209,1.264164,1.250668,0.013496
2806,2.2670,6319,6230,1.272825,1.254898,0.017927
2847,2.3080,6216,6260,1.252078,1.260941,-0.008863
2888,2.3490,6266,6200,1.262150,1.248856,0.013294
2929,2.3900,6335,6252,1.276048,1.259330,0.016719
2970,2.4310,6254,6237,1.259733,1.256308,0.003424
3014,2.4750,6240,6178,1.256913,1.244424,0.012489
3055,2.5160,6291,6224,1.267185,1.253690,0.013496
3096,2.5570,6232,6271,1.255301,1.263157,-0.007856
3137,2.5980,6274,6208,1.263761,1.250467,0.013294
3179,2.6400,6224,6256,1.253690,1.260136,-0.006446
3220,2.6810,6264,6194,1.261747,1.247647,0.014100
3261,2.7220,6311,6246,1.271214,1.258121,0.013093
3302,2.7630,6248,6181,1.258524,1.245028,0.013496
3343,2.8040,6296,6224,1.268193,1.253690,0.014503
3384,2.8450,6234,6290,1.255704,1.266984,-0.011280
3425,2.8860,6282,6216,1.265373,1.252078,0.013294
3466,2.9270,6226,6260,1.254093,1.260941,-0.006849
3508,2.9690,6268,6208,1.262553,1.250467,0.012086
3549,3.0100,6222,6248,1.253287,1.258524,-0.005237
3590,3.0510,6257,6192,1.260337,1.247244,0.013093
3631,3.0920,6319,6241,1.272825,1.257114,0.015711
3672,3.1330,6246,6184,1.258121,1.245633,0.012489
3713,3.1740,6290,6226,1.266984,1.254093,0.012891
3754,3.2150,6238,6306,1.256510,1.270207,-0.013697
3795,3.2560,6275,6195,1.263963,1.247848,0.016114
3837,3.2980,6289,6219,1.266783,1.252683,0.014100
3878,3.3390,6222,6303,1.253287,1.269603,-0.016316
3919,3.3800,6272,6210,1.263358,1.250870,0.012489
3960,3.4210,6213,6258,1.251474,1.260538,-0.009064
4002,3.4630,6292,6226,1.267387,1.254093,0.013294
4043,3.5040,6234,6309,1.255704,1.270811,-0.015107
4085,3.5460,6278,6208,1.264567,1.250467,0.014100
4126,3.5870,6212,6254,1.251273,1.259733,-0.008460
4167,3.6280,6261,6197,1.261143,1.248251,0.012891
4208,3.6690,6335,6244,1.276048,1.257718,0.018330
4249,3.7100,6240,6180,1.256913,1.244827,0.012086
4290,3.7510,6288,6229,1.266581,1.254697,0.011884
4331,3.7920,6229,6306,1.254697,1.270207,-0.015510
4372,3.8330,6274,6212,1.263761,1.251273,0.012489
4413,3.8740,6219,6271,1.252683,1.263157,-0.010474
4455,3.9160,6266,6200,1.262150,1.248856,0.013294
4496,3.9570,6299,6248,1.268797,1.258524,0.010273
4537,3.9980,6253,6189,1.259531,1.246640,0.012891
4578,4.0390,6303,6242,1.269603,1.257316,0.012287
4619,4.0800,6236,6176,1.256107,1.244021,0.012086
4660,4.1210,6284,6226,1.265775,1.254093,0.011683
4701,4.1620,6230,6248,1.254898,1.258524,-0.003626
4742,4.2030,6272,6210,1.263358,1.250870,0.012489
4784,4.2450,6214,6252,1.251676,1.259330,-0.007654
4825,4.2860,6233,6304,1.255503,1.269804,-0.014301
4866,4.3270,6264,6205,1.261747,1.249863,0.011884
4907,4.3680,6208,6254,1.250467,1.259733,-0.009266
4948,4.4090,6258,6204,1.260538,1.249661,0.010877
4989,4.4500,6245,6192,1.257920,1.247244,0.010676
