datetime,t_rel_us,A0_V
2026-05-10 20:09:59.339920,10920,1.08278
2026-05-10 20:09:59.339976,10976,1.44372
2026-05-10 20:09:59.340037,11037,1.73744
2026-05-10 20:09:59.340107,11107,1.99395
2026-05-10 20:09:59.340369,11369,1.24673
2026-05-10 20:09:59.340425,11425,0.92084
2026-05-10 20:09:59.340481,11481,0.56594
2026-05-10 20:09:59.340537,11537,0.32222
2026-05-10 20:09:59.340605,11605,0.05071
2026-05-10 20:09:59.340865,11865,0.73070
2026-05-10 20:09:59.340920,11920,1.09738
2026-05-10 20:09:59.340974,11974,1.37282
2026-05-10 20:09:59.341033,12033,1.72596
2026-05-10 20:09:59.341103,12103,1.96635
2026-05-10 20:09:59.341379,12379,1.22423
2026-05-10 20:09:59.341434,12434,0.82496
2026-05-10 20:09:59.341490,12490,0.52772
2026-05-10 20:09:59.341546,12546,0.22554
2026-05-10 20:09:59.341614,12614,0.03218
2026-05-10 20:09:59.341861,12861,0.70572
2026-05-10 20:09:59.341917,12917,1.05946
2026-05-10 20:09:59.341972,12972,1.40304
2026-05-10 20:09:59.342032,13032,1.72178
2026-05-10 20:09:59.342102,13102,1.96630
2026-05-10 20:09:59.342379,13379,1.21894
2026-05-10 20:09:59.342434,13434,0.86746
2026-05-10 20:09:59.342490,13490,0.55425
2026-05-10 20:09:59.342546,13546,0.25454
2026-05-10 20:09:59.342615,13615,0.05151
2026-05-10 20:09:59.342861,13861,0.68895
2026-05-10 20:09:59.342917,13917,1.03122
2026-05-10 20:09:59.342973,13973,1.41074
2026-05-10 20:09:59.343033,14033,1.72143
2026-05-10 20:09:59.343103,14103,1.97592
2026-05-10 20:09:59.343379,14379,1.22770
2026-05-10 20:09:59.343434,14434,0.89284
2026-05-10 20:09:59.343489,14489,0.52525
2026-05-10 20:09:59.343545,14545,0.28355
2026-05-10 20:09:59.343614,14614,0.03862
2026-05-10 20:09:59.343873,14873,0.77018
2026-05-10 20:09:59.343929,14929,1.14079
2026-05-10 20:09:59.343985,14985,1.47232
2026-05-10 20:09:59.344044,15044,1.76846
2026-05-10 20:09:59.344115,15115,1.99616
2026-05-10 20:09:59.344365,15365,1.30837
2026-05-10 20:09:59.344421,15421,0.97965
2026-05-10 20:09:59.344476,15476,0.61871
2026-05-10 20:09:59.344532,15532,0.34478
2026-05-10 20:09:59.344601,15601,0.03157
2026-05-10 20:09:59.344875,15875,0.76856
2026-05-10 20:09:59.344931,15931,1.14723
2026-05-10 20:09:59.344987,15987,1.48491
2026-05-10 20:09:59.345048,16048,1.78659
2026-05-10 20:09:59.345117,16117,1.99808
2026-05-10 20:09:59.345366,16366,1.30837
2026-05-10 20:09:59.345422,16422,0.92295
2026-05-10 20:09:59.345478,16478,0.59051
2026-05-10 20:09:59.345533,16533,0.30933
2026-05-10 20:09:59.345602,16602,0.07729
2026-05-10 20:09:59.345876,16876,0.79696
2026-05-10 20:09:59.345932,16932,1.16647
2026-05-10 20:09:59.345987,16987,1.48078
2026-05-10 20:09:59.346048,17048,1.82043
2026-05-10 20:09:59.346117,17117,1.97627
2026-05-10 20:09:59.346365,17365,1.30414
2026-05-10 20:09:59.346420,17420,0.96032
2026-05-10 20:09:59.346476,17476,0.61216
2026-05-10 20:09:59.346531,17531,0.30842
2026-05-10 20:09:59.346600,17600,0.05151
2026-05-10 20:09:59.346873,17873,0.78614
2026-05-10 20:09:59.346929,17929,1.07613
2026-05-10 20:09:59.346990,17990,1.49851
2026-05-10 20:09:59.347045,18045,1.77747
2026-05-10 20:09:59.347114,18114,2.00402
2026-05-10 20:09:59.347361,18361,1.31713
2026-05-10 20:09:59.347416,18416,1.00543
2026-05-10 20:09:59.347472,18472,0.65094
2026-05-10 20:09:59.347527,18527,0.32222
2026-05-10 20:09:59.347595,18595,0.07568
2026-05-10 20:09:59.347882,18882,0.84430
2026-05-10 20:09:59.347938,18938,1.17060
2026-05-10 20:09:59.347998,18998,1.53582
2026-05-10 20:09:59.348054,19054,1.79077
2026-05-10 20:09:59.348124,19124,2.00341
2026-05-10 20:09:59.348357,19357,1.35882
2026-05-10 20:09:59.348413,19413,1.02386
2026-05-10 20:09:59.348469,19469,0.65728
2026-05-10 20:09:59.348524,19524,0.36089
2026-05-10 20:09:59.348593,19593,0.06440
2026-05-10 20:09:59.348879,19879,0.80381
2026-05-10 20:09:59.348935,19935,1.14723
2026-05-10 20:09:59.348989,19989,1.48824
2026-05-10 20:09:59.349050,20050,1.76947
2026-05-10 20:09:59.349133,20133,2.04320
2026-05-10 20:09:59.349355,20355,1.37751
2026-05-10 20:09:59.349410,20410,1.02084
2026-05-10 20:09:59.349466,20466,0.69605
2026-05-10 20:09:59.349521,20521,0.36089
2026-05-10 20:09:59.349590,20590,0.09019
2026-05-10 20:09:59.349875,20875,0.76373
2026-05-10 20:09:59.349930,20930,1.14955
2026-05-10 20:09:59.349986,20986,1.47726
2026-05-10 20:09:59.350047,21047,1.78296
2026-05-10 20:09:59.350117,21117,1.98730
2026-05-10 20:09:59.350367,21367,1.30666
2026-05-10 20:09:59.350423,21423,0.93776
2026-05-10 20:09:59.350479,21479,0.59907
2026-05-10 20:09:59.350534,21534,0.25777
2026-05-10 20:09:59.350604,21604,0.07085
2026-05-10 20:09:59.350877,21877,0.78961
2026-05-10 20:09:59.350932,21932,1.22820
2026-05-10 20:09:59.350993,21993,1.51220
2026-05-10 20:09:59.351049,22049,1.79474
2026-05-10 20:09:59.351119,22119,2.00095
2026-05-10 20:09:59.351368,22368,1.28903
2026-05-10 20:09:59.351424,22424,0.93816
2026-05-10 20:09:59.351480,22480,0.58507
2026-05-10 20:09:59.351536,22536,0.29946
2026-05-10 20:09:59.351605,22605,0.02362
2026-05-10 20:09:59.351877,22877,0.78186
2026-05-10 20:09:59.351932,22932,1.11823
2026-05-10 20:09:59.351993,22993,1.50913
2026-05-10 20:09:59.352049,23049,1.77783
2026-05-10 20:09:59.352119,23119,2.03111
2026-05-10 20:09:59.352367,23367,1.31421
2026-05-10 20:09:59.352422,23422,0.94743
2026-05-10 20:09:59.352478,23478,0.59293
2026-05-10 20:09:59.352534,23534,0.32212
2026-05-10 20:09:59.352604,23604,0.06984
2026-05-10 20:09:59.352876,23876,0.77984
2026-05-10 20:09:59.352931,23931,1.14225
2026-05-10 20:09:59.352986,23986,1.47293
2026-05-10 20:09:59.353048,24048,1.76927
2026-05-10 20:09:59.353118,24118,1.99571
2026-05-10 20:09:59.353368,24368,1.32086
2026-05-10 20:09:59.353424,24424,0.95387
2026-05-10 20:09:59.353479,24479,0.59293
2026-05-10 20:09:59.353535,24535,0.28355
2026-05-10 20:09:59.353604,24604,0.07729
2026-05-10 20:09:59.353877,24877,0.78206
2026-05-10 20:09:59.353932,24932,1.14723
2026-05-10 20:09:59.353988,24988,1.47967
2026-05-10 20:09:59.354048,25048,1.76000
2026-05-10 20:09:59.354119,25119,1.99042
2026-05-10 20:09:59.354368,25368,1.29261
2026-05-10 20:09:59.354424,25424,0.97149
2026-05-10 20:09:59.354481,25481,0.59937
2026-05-10 20:09:59.354536,25536,0.30258
2026-05-10 20:09:59.354605,25605,0.06440
2026-05-10 20:09:59.354865,25865,0.71217
2026-05-10 20:09:59.354921,25921,1.06515
2026-05-10 20:09:59.354980,25980,1.40384
2026-05-10 20:09:59.355036,26036,1.75315
2026-05-10 20:09:59.355106,26106,1.98337
2026-05-10 20:09:59.355370,26370,1.27790
2026-05-10 20:09:59.355425,26425,0.92809
2026-05-10 20:09:59.355480,26480,0.58004
2026-05-10 20:09:59.355536,26536,0.29644
2026-05-10 20:09:59.355605,26605,0.05151
2026-05-10 20:09:59.355879,26879,0.82310
2026-05-10 20:09:59.355934,26934,1.15599
2026-05-10 20:09:59.355995,26995,1.52363
2026-05-10 20:09:59.356050,27050,1.79696
2026-05-10 20:09:59.356120,27120,2.00054
2026-05-10 20:09:59.356368,27368,1.31995
2026-05-10 20:09:59.356424,27424,0.95387
2026-05-10 20:09:59.356479,27479,0.61639
2026-05-10 20:09:59.356535,27535,0.34156
2026-05-10 20:09:59.356604,27604,0.06440
2026-05-10 20:09:59.356878,27878,0.79752
2026-05-10 20:09:59.356934,27934,1.14995
2026-05-10 20:09:59.356994,27994,1.46668
2026-05-10 20:09:59.357050,28050,1.77934
2026-05-10 20:09:59.357121,28121,1.98136
2026-05-10 20:09:59.357369,28369,1.24991
2026-05-10 20:09:59.357425,28425,0.91872
2026-05-10 20:09:59.357480,28480,0.59132
2026-05-10 20:09:59.357536,28536,0.26421
2026-05-10 20:09:59.357604,28604,0.06440
2026-05-10 20:09:59.357877,28877,0.79274
2026-05-10 20:09:59.357932,28932,1.13434
2026-05-10 20:09:59.357988,28988,1.45072
2026-05-10 20:09:59.358048,29048,1.80049
2026-05-10 20:09:59.358118,29118,2.00039
2026-05-10 20:09:59.358366,29366,1.31184
2026-05-10 20:09:59.358422,29422,0.95387
2026-05-10 20:09:59.358477,29477,0.63986
2026-05-10 20:09:59.358533,29533,0.30933
2026-05-10 20:09:59.358602,29602,0.09910
2026-05-10 20:09:59.358875,29875,0.76595
2026-05-10 20:09:59.358931,29931,1.12462
2026-05-10 20:09:59.358991,29991,1.53879
2026-05-10 20:09:59.359046,30046,1.77073
2026-05-10 20:09:59.359116,30116,2.00704
2026-05-10 20:09:59.359365,30365,1.32186
2026-05-10 20:09:59.359420,30420,0.94662
2026-05-10 20:09:59.359476,30476,0.61116
2026-05-10 20:09:59.359531,30531,0.32222
2026-05-10 20:09:59.359600,30600,0.05151
2026-05-10 20:09:59.359874,30874,0.77340
2026-05-10 20:09:59.359929,30929,1.10775
2026-05-10 20:09:59.359990,30990,1.49423
2026-05-10 20:09:59.360046,31046,1.78629
2026-05-10 20:09:59.360116,31116,1.96766
2026-05-10 20:09:59.360365,31365,1.32126
2026-05-10 20:09:59.360421,31421,0.95387
2026-05-10 20:09:59.360476,31476,0.61871
2026-05-10 20:09:59.360531,31531,0.32222
2026-05-10 20:09:59.360600,31600,0.06440
2026-05-10 20:09:59.360873,31873,0.74510
2026-05-10 20:09:59.360928,31928,1.12689
2026-05-10 20:09:59.360988,31988,1.44372
2026-05-10 20:09:59.361045,32045,1.75038
2026-05-10 20:09:59.361114,32114,2.02406
2026-05-10 20:09:59.361362,32362,1.34860
2026-05-10 20:09:59.361418,32418,0.99798
2026-05-10 20:09:59.361473,32473,0.64449
2026-05-10 20:09:59.361529,32529,0.33118
2026-05-10 20:09:59.361597,32597,0.08696
2026-05-10 20:09:59.361885,32885,0.82496
2026-05-10 20:09:59.361941,32941,1.18591
2026-05-10 20:09:59.362001,33001,1.54685
2026-05-10 20:09:59.362057,33057,1.80149
2026-05-10 20:09:59.362140,33140,2.02638
2026-05-10 20:09:59.362361,33361,1.36315
2026-05-10 20:09:59.362416,33416,1.00382
2026-05-10 20:09:59.362472,33472,0.65738
2026-05-10 20:09:59.362527,33527,0.33939
2026-05-10 20:09:59.362595,33595,0.04829
2026-05-10 20:09:59.362881,33881,0.80522
2026-05-10 20:09:59.362936,33936,1.18117
2026-05-10 20:09:59.362992,33992,1.52459
2026-05-10 20:09:59.363052,34052,1.79429
2026-05-10 20:09:59.363134,34134,2.00256
2026-05-10 20:09:59.363354,34354,1.39040
2026-05-10 20:09:59.363409,34409,1.03947
2026-05-10 20:09:59.363464,34464,0.72184
2026-05-10 20:09:59.363519,34519,0.38667
2026-05-10 20:09:59.363589,34589,0.10308
2026-05-10 20:09:59.363889,34889,0.84601
2026-05-10 20:09:59.363945,34945,1.21934
2026-05-10 20:09:59.364006,35006,1.57575
2026-05-10 20:09:59.364062,35062,1.82984
2026-05-10 20:09:59.364144,35144,2.02159
2026-05-10 20:09:59.364349,35349,1.42333
2026-05-10 20:09:59.364405,35405,1.06989
2026-05-10 20:09:59.364460,35460,0.70894
2026-05-10 20:09:59.364515,35515,0.39957
2026-05-10 20:09:59.364586,35586,0.06199
2026-05-10 20:09:59.364885,35885,0.84833
2026-05-10 20:09:59.364939,35939,1.17070
2026-05-10 20:09:59.365000,36000,1.53023
2026-05-10 20:09:59.365054,36054,1.81171
2026-05-10 20:09:59.365124,36124,1.99536
2026-05-10 20:09:59.365359,36359,1.35696
2026-05-10 20:09:59.365414,36414,0.97965
2026-05-10 20:09:59.365469,36469,0.65738
2026-05-10 20:09:59.365524,36524,0.33108
2026-05-10 20:09:59.365593,36593,0.09019
2026-05-10 20:09:59.365878,36878,0.81821
2026-05-10 20:09:59.365933,36933,1.13434
2026-05-10 20:09:59.365993,36993,1.50138
2026-05-10 20:09:59.366049,37049,1.78744
2026-05-10 20:09:59.366119,37119,1.99163
2026-05-10 20:09:59.366367,37367,1.31783
2026-05-10 20:09:59.366422,37422,0.95387
2026-05-10 20:09:59.366477,37477,0.61388
2026-05-10 20:09:59.366533,37533,0.30933
2026-05-10 20:09:59.366602,37602,0.09019
2026-05-10 20:09:59.366875,37875,0.77038
2026-05-10 20:09:59.366930,37930,1.10806
2026-05-10 20:09:59.366985,37985,1.46004
2026-05-10 20:09:59.367046,38046,1.78362
2026-05-10 20:09:59.367115,38115,1.98977
2026-05-10 20:09:59.367376,38376,1.25237
2026-05-10 20:09:59.367432,38432,0.90231
2026-05-10 20:09:59.367489,38489,0.55305
2026-05-10 20:09:59.367544,38544,0.25777
2026-05-10 20:09:59.367614,38614,0.04507
2026-05-10 20:09:59.367874,38874,0.76051
2026-05-10 20:09:59.367929,38929,1.08117
2026-05-10 20:09:59.367990,38990,1.48446
2026-05-10 20:09:59.368046,39046,1.75864
2026-05-10 20:09:59.368116,39116,1.99848
2026-05-10 20:09:59.368363,39363,1.31109
2026-05-10 20:09:59.368419,39419,0.98610
2026-05-10 20:09:59.368475,39475,0.64127
2026-05-10 20:09:59.368530,39530,0.32212
2026-05-10 20:09:59.368599,39599,0.07729
2026-05-10 20:09:59.368873,39873,0.75396
2026-05-10 20:09:59.368928,39928,1.10614
2026-05-10 20:09:59.368989,39989,1.47222
2026-05-10 20:09:59.369044,40044,1.74938
2026-05-10 20:09:59.369114,40114,1.97632
2026-05-10 20:09:59.369376,40376,1.26325
2026-05-10 20:09:59.369432,40432,0.90523
2026-05-10 20:09:59.369488,40488,0.55959
2026-05-10 20:09:59.369544,40544,0.27066
2026-05-10 20:09:59.369612,40612,0.05151
2026-05-10 20:09:59.369870,40870,0.77269
2026-05-10 20:09:59.369926,40926,1.09512
2026-05-10 20:09:59.369982,40982,1.43672
2026-05-10 20:09:59.370043,41043,1.76942
2026-05-10 20:09:59.370112,41112,1.97532
2026-05-10 20:09:59.370376,41376,1.24855
2026-05-10 20:09:59.370433,41433,0.89586
2026-05-10 20:09:59.370488,41488,0.57802
2026-05-10 20:09:59.370543,41543,0.30933
2026-05-10 20:09:59.370612,41612,0.04829
2026-05-10 20:09:59.370872,41872,0.74117
2026-05-10 20:09:59.370928,41928,1.10070
2026-05-10 20:09:59.370983,41983,1.44372
2026-05-10 20:09:59.371043,42043,1.74907
2026-05-10 20:09:59.371113,42113,1.97109
2026-05-10 20:09:59.371376,42376,1.26229
2026-05-10 20:09:59.371431,42431,0.91167
2026-05-10 20:09:59.371485,42485,0.55995
2026-05-10 20:09:59.371541,42541,0.28033
2026-05-10 20:09:59.371610,42610,0.03862
2026-05-10 20:09:59.371871,42871,0.71222
2026-05-10 20:09:59.371927,42927,1.09496
2026-05-10 20:09:59.371987,42987,1.47348
2026-05-10 20:09:59.372043,43043,1.74998
2026-05-10 20:09:59.372113,43113,1.93252
2026-05-10 20:09:59.372373,43373,1.28148
2026-05-10 20:09:59.372429,43429,0.95750
2026-05-10 20:09:59.372484,43484,0.56715
2026-05-10 20:09:59.372539,43539,0.30288
2026-05-10 20:09:59.372607,43607,0.05151
2026-05-10 20:09:59.372881,43881,0.82496
2026-05-10 20:09:59.372936,43936,1.13877
2026-05-10 20:09:59.372997,43997,1.51603
2026-05-10 20:09:59.373052,44052,1.81333
2026-05-10 20:09:59.373122,44122,2.00543
2026-05-10 20:09:59.373368,44368,1.30353
2026-05-10 20:09:59.373424,44424,0.94743
2026-05-10 20:09:59.373480,44480,0.60219
2026-05-10 20:09:59.373535,44535,0.32862
2026-05-10 20:09:59.373604,44604,0.07070
2026-05-10 20:09:59.373877,44877,0.77305
2026-05-10 20:09:59.373933,44933,1.16858
2026-05-10 20:09:59.373992,44992,1.50551
2026-05-10 20:09:59.374048,45048,1.77893
2026-05-10 20:09:59.374118,45118,1.98770
2026-05-10 20:09:59.374377,45377,1.25821
2026-05-10 20:09:59.374433,45433,0.90195
2026-05-10 20:09:59.374489,45489,0.57158
2026-05-10 20:09:59.374544,45544,0.28355
2026-05-10 20:09:59.374613,45613,0.07729
2026-05-10 20:09:59.374873,45873,0.75245
2026-05-10 20:09:59.374928,45928,1.11259
2026-05-10 20:09:59.374984,45984,1.44372
2026-05-10 20:09:59.375044,46044,1.74369
2026-05-10 20:09:59.375115,46115,1.98927
2026-05-10 20:09:59.375376,46376,1.26939
2026-05-10 20:09:59.375431,46431,0.90875
2026-05-10 20:09:59.375485,46485,0.59635
2026-05-10 20:09:59.375541,46541,0.25132
2026-05-10 20:09:59.375610,46610,0.05151
2026-05-10 20:09:59.375868,46868,0.73473
2026-05-10 20:09:59.375924,46924,1.07840
2026-05-10 20:09:59.375980,46980,1.45037
2026-05-10 20:09:59.376041,47041,1.73054
2026-05-10 20:09:59.376110,47110,1.98141
2026-05-10 20:09:59.376373,47373,1.26688
2026-05-10 20:09:59.376429,47429,0.92567
2026-05-10 20:09:59.376485,47485,0.58507
2026-05-10 20:09:59.376541,47541,0.26894
2026-05-10 20:09:59.376611,47611,0.04507
2026-05-10 20:09:59.376871,47871,0.71539
2026-05-10 20:09:59.376926,47926,1.06646
2026-05-10 20:09:59.376986,47986,1.46094
2026-05-10 20:09:59.377041,48041,1.72873
2026-05-10 20:09:59.377111,48111,1.95089
2026-05-10 20:09:59.377374,48374,1.27191
2026-05-10 20:09:59.377429,48429,0.94350
2026-05-10 20:09:59.377485,48485,0.58487
2026-05-10 20:09:59.377540,48540,0.27066
2026-05-10 20:09:59.377609,48609,0.07407
2026-05-10 20:09:59.377882,48882,0.82496
2026-05-10 20:09:59.377938,48938,1.18495
2026-05-10 20:09:59.377998,48998,1.52580
2026-05-10 20:09:59.378054,49054,1.82184
2026-05-10 20:09:59.378124,49124,2.00095
2026-05-10 20:09:59.378359,49359,1.36033
2026-05-10 20:09:59.378414,49414,1.02769
2026-05-10 20:09:59.378470,49470,0.71187
2026-05-10 20:09:59.378526,49526,0.36734
2026-05-10 20:09:59.378595,49595,0.06909
2026-05-10 20:09:59.378881,49881,0.82496
2026-05-10 20:09:59.378936,49936,1.14643
2026-05-10 20:09:59.378996,49996,1.48159
2026-05-10 20:09:59.379053,50053,1.78185
2026-05-10 20:09:59.379123,50123,1.99908
2026-05-10 20:09:59.379372,50372,1.29326
2026-05-10 20:09:59.379428,50428,0.89788
2026-05-10 20:09:59.379483,50483,0.58306
2026-05-10 20:09:59.379539,50539,0.30933
2026-05-10 20:09:59.379609,50609,0.01929
2026-05-10 20:09:59.379882,50882,0.81675
2026-05-10 20:09:59.379938,50938,1.15932
2026-05-10 20:09:59.379998,50998,1.53713
2026-05-10 20:09:59.380053,51053,1.80879
2026-05-10 20:09:59.380137,51137,2.00347
2026-05-10 20:09:59.380358,51358,1.37836
2026-05-10 20:09:59.380414,51414,1.00543
2026-05-10 20:09:59.380470,51470,0.66806
2026-05-10 20:09:59.380525,51525,0.37137
2026-05-10 20:09:59.380593,51593,0.12765
2026-05-10 20:09:59.380895,51895,0.88458
2026-05-10 20:09:59.380950,51950,1.22095
2026-05-10 20:09:59.381010,52010,1.59987
2026-05-10 20:09:59.381066,52066,1.83604
2026-05-10 20:09:59.381162,52162,2.02653
2026-05-10 20:09:59.381356,52356,1.37821
2026-05-10 20:09:59.381411,52411,1.01510
2026-05-10 20:09:59.381466,52466,0.69364
2026-05-10 20:09:59.381522,52522,0.37378
2026-05-10 20:09:59.381592,52592,0.09905
2026-05-10 20:09:59.381893,52893,0.86197
2026-05-10 20:09:59.381949,52949,1.20101
2026-05-10 20:09:59.382009,53009,1.56900
2026-05-10 20:09:59.382065,53065,1.84691
2026-05-10 20:09:59.382149,53149,2.03443
2026-05-10 20:09:59.382356,53356,1.35892
2026-05-10 20:09:59.382412,53412,1.09355
2026-05-10 20:09:59.382467,53467,0.68316
2026-05-10 20:09:59.382523,53523,0.38446
2026-05-10 20:09:59.382592,53592,0.09663
2026-05-10 20:09:59.382891,53891,0.84989
2026-05-10 20:09:59.382947,53947,1.20101
2026-05-10 20:09:59.383005,54005,1.55108
2026-05-10 20:09:59.383061,54061,1.79595
2026-05-10 20:09:59.383145,54145,2.04425
2026-05-10 20:09:59.383351,54351,1.42439
2026-05-10 20:09:59.383407,54407,1.06747
2026-05-10 20:09:59.383462,54462,0.73231
2026-05-10 20:09:59.383518,54518,0.39735
2026-05-10 20:09:59.383573,54573,0.16108
2026-05-10 20:09:59.383683,54683,0.00000
2026-05-10 20:09:59.383848,54848,0.57843
2026-05-10 20:09:59.383904,54904,0.89511
2026-05-10 20:09:59.383959,54959,1.29528
2026-05-10 20:09:59.384019,55019,1.64217
2026-05-10 20:09:59.384075,55075,1.87642
2026-05-10 20:09:59.384173,55173,2.04184
2026-05-10 20:09:59.384354,55354,1.40968
2026-05-10 20:09:59.384410,55410,1.03122
2026-05-10 20:09:59.384465,55465,0.70079
2026-05-10 20:09:59.384520,55520,0.41246
2026-05-10 20:09:59.384590,55590,0.09391
2026-05-10 20:09:59.384892,55892,0.86565
2026-05-10 20:09:59.384947,55947,1.20962
2026-05-10 20:09:59.385008,56008,1.62193
2026-05-10 20:09:59.385063,56063,1.81952
2026-05-10 20:09:59.385146,56146,2.02970
2026-05-10 20:09:59.385354,56354,1.40314
2026-05-10 20:09:59.385410,56410,1.08630
2026-05-10 20:09:59.385466,56466,0.64288
2026-05-10 20:09:59.385521,56521,0.38667
2026-05-10 20:09:59.385590,56590,0.10106
2026-05-10 20:09:59.385891,56891,0.86605
2026-05-10 20:09:59.385947,56947,1.22151
2026-05-10 20:09:59.386006,57006,1.57263
2026-05-10 20:09:59.386062,57062,1.84339
2026-05-10 20:09:59.386145,57145,2.02522
2026-05-10 20:09:59.386351,57351,1.42016
2026-05-10 20:09:59.386407,57407,1.07220
2026-05-10 20:09:59.386462,57462,0.76041
2026-05-10 20:09:59.386518,57518,0.39715
2026-05-10 20:09:59.386587,57587,0.11597
2026-05-10 20:09:59.386888,57888,0.82496
