idx,t_rel_ms,A0_V
2023,33,0.28930
2024,33,0.26593
2025,33,0.22484
2026,33,0.25385
2027,33,0.28850
2028,33,0.23128
2029,33,0.25707
2030,33,0.24982
2031,33,0.23128
2032,33,0.25626
2033,33,0.27319
2034,33,0.24418
2035,33,0.25062
2036,33,0.23773
2037,33,0.23773
2038,33,0.22484
2039,33,0.27641
2040,33,0.22806
2041,33,0.20549
2042,33,0.12813
2043,33,0.20227
2044,33,0.20549
2045,33,0.18454
2046,33,0.16520
2047,33,0.19260
2048,33,0.18535
2049,34,0.18615
2050,34,0.18615
2051,34,0.14103
2052,34,0.17648
2053,34,0.17810
2054,34,0.20388
2055,34,0.19099
2056,34,0.13377
2057,34,0.13458
2058,34,0.20549
2059,34,0.13458
2060,34,0.15392
2061,34,0.12813
2062,34,0.12088
2063,34,0.14908
2064,34,0.14103
2065,34,0.13458
2066,34,0.13458
2067,34,0.12813
2068,34,0.12813
2069,34,0.12168
2070,34,0.11524
2071,34,0.08623
2072,34,0.10234
2073,34,0.10234
2074,34,0.10234
2075,34,0.10234
2076,34,0.08945
2077,34,0.10234
2078,34,0.08945
2079,34,0.10234
2080,34,0.10234
2081,34,0.09348
2082,34,0.08945
2083,34,0.07656
2084,34,0.10234
2085,34,0.08623
2086,34,0.05077
2087,34,0.07656
2088,34,0.07656
2089,34,0.04110
2090,34,0.07656
2091,34,0.05077
2092,34,0.07656
2093,34,0.07656
2094,34,0.06205
2095,34,0.05077
2096,34,0.06930
2097,34,0.05077
2098,34,0.07656
2099,34,0.07333
2100,34,0.05077
2101,34,0.04190
2102,34,0.08300
2103,34,0.05077
2104,34,0.05722
2105,34,0.08300
2106,34,0.06205
2107,34,0.03788
2108,34,0.04432
2109,34,0.03465
2110,34,0.03143
2111,34,0.03788
2112,34,0.02498
2113,34,0.00000
2114,34,0.02498
2115,34,0.02498
2116,34,0.01209
2117,34,0.03143
2118,34,0.00403
2119,34,0.02337
2120,34,0.02176
2121,34,0.00000
2122,34,0.01209
2123,34,0.01773
2124,35,0.00081
2125,35,0.00000
2126,35,0.01853
2127,35,0.00000
2128,35,0.00564
2129,35,0.00564
2130,35,0.00000
2131,35,0.00081
2132,35,0.01209
2133,35,0.00564
2134,35,0.00161
2135,35,0.00000
2136,35,0.00242
2137,35,0.00000
2138,35,0.00242
2139,35,0.00000
2140,35,0.00000
2141,35,0.00000
2142,35,0.00000
2143,35,0.02498
2144,35,0.00000
2145,35,0.00000
2146,35,0.01853
2147,35,0.00000
2148,35,0.00000
2149,35,0.00000
2150,35,0.01853
2151,35,0.00242
2152,35,0.02498
2153,35,0.00242
2154,35,0.00000
2155,35,0.01209
2156,35,0.00000
2157,35,0.00403
2158,35,0.00000
2159,35,0.00000
2160,35,0.00000
2161,35,0.00000
2162,35,0.00000
2163,35,0.00000
2164,35,0.00000
2165,35,0.00000
2166,35,0.00000
2167,35,0.00000
2168,35,0.01209
2169,35,0.00000
2170,35,0.00161
2171,35,0.01209
2172,35,0.00000
2173,35,0.00000
2174,35,0.00000
2175,35,0.00564
2176,35,0.00000
2177,35,0.00886
2178,35,0.00000
2179,35,0.00242
2180,35,0.00564
2181,35,0.03788
2182,35,0.00564
2183,35,0.01209
2184,35,0.00000
2185,35,0.01209
2186,35,0.00000
2187,35,0.01853
2188,35,0.00000
2189,35,0.01128
2190,35,0.01853
2191,35,0.01128
2192,35,0.01773
2193,35,0.04755
2194,35,0.04755
2195,35,0.01128
2196,35,0.02498
2197,35,0.02498
2198,36,0.03143
2199,36,0.03143
2200,36,0.01209
2201,36,0.03546
2202,36,0.02498
2203,36,0.04352
2204,36,0.05722
2205,36,0.00000
2206,36,0.01209
2207,36,0.04755
2208,36,0.04432
2209,36,0.06044
2210,36,0.05077
2211,36,0.04835
2212,36,0.05077
2213,36,0.05077
2214,36,0.05077
2215,36,0.05722
2216,36,0.05722
2217,36,0.06366
2218,36,0.07011
2219,36,0.07011
2220,36,0.07011
2221,36,0.01853
2222,36,0.08139
2223,36,0.06850
2224,36,0.09590
2225,36,0.05077
2226,36,0.07656
2227,36,0.07414
2228,36,0.08300
2229,36,0.10234
2230,36,0.09348
2231,36,0.11524
2232,36,0.10234
2233,36,0.09912
2234,36,0.09509
2235,36,0.08864
2236,36,0.08623
2237,36,0.10234
2238,36,0.10234
2239,36,0.12813
2240,36,0.12168
2241,36,0.12168
2242,36,0.12571
2243,36,0.12491
2244,36,0.12410
2245,36,0.12813
2246,36,0.15392
2247,36,0.13458
2248,36,0.11524
2249,36,0.12652
2250,36,0.14747
2251,36,0.13941
2252,36,0.17729
2253,36,0.15392
2254,36,0.18615
2255,36,0.14747
2256,36,0.16037
2257,36,0.17326
2258,36,0.16037
2259,36,0.16359
2260,36,0.19905
2261,36,0.15392
2262,36,0.20549
2263,36,0.19905
2264,36,0.16681
2265,36,0.19663
2266,36,0.20549
2267,36,0.20549
2268,36,0.20549
2269,36,0.23773
2270,36,0.20227
2271,36,0.20549
2272,36,0.22484
2273,36,0.22484
2274,36,0.20549
2275,37,0.20549
2276,37,0.24418
2277,37,0.20549
2278,37,0.25626
2279,37,0.24418
2280,37,0.25707
2281,37,0.25707
2282,37,0.25707
2283,37,0.26916
2284,37,0.25707
2285,37,0.25707
2286,37,0.27963
2287,37,0.28689
2288,37,0.27641
2289,37,0.28286
2290,37,0.28286
2291,37,0.28930
2292,37,0.29495
2293,37,0.29978
2294,37,0.32154
2295,37,0.29253
2296,37,0.30139
2297,37,0.32799
2298,37,0.30864
2299,37,0.32154
2300,37,0.30864
2301,37,0.33443
2302,37,0.35377
2303,37,0.33443
2304,37,0.34330
2305,37,0.34088
2306,37,0.35297
2307,37,0.35700
2308,37,0.35700
2309,37,0.37311
2310,37,0.36022
2311,37,0.38601
2312,37,0.36989
2313,37,0.38278
2314,37,0.37875
2315,37,0.36667
2316,37,0.38440
2317,37,0.37634
2318,37,0.37311
2319,37,0.39810
2320,37,0.39487
2321,37,0.40857
2322,37,0.41179
2323,37,0.41179
2324,37,0.38278
2325,37,0.41179
2326,37,0.41179
2327,37,0.40857
2328,37,0.41179
2329,37,0.45853
2330,37,0.43758
2331,37,0.41179
2332,37,0.45048
2333,37,0.41179
2334,37,0.47626
2335,37,0.41179
2336,37,0.52784
2337,37,0.49883
2338,37,0.48029
2339,37,0.48593
2340,37,0.52462
2341,37,0.51495
2342,37,0.49883
2343,37,0.48916
2344,37,0.50850
2345,37,0.51253
2346,37,0.51495
2347,37,0.51495
2348,37,0.52623
2349,38,0.50850
2350,38,0.56007
2351,38,0.53429
2352,38,0.51495
2353,38,0.51495
2354,38,0.53429
2355,38,0.58747
2356,38,0.53187
2357,38,0.56491
2358,38,0.55121
2359,38,0.55363
2360,38,0.57861
2361,38,0.56652
2362,38,0.58505
2363,38,0.58505
2364,38,0.59070
2365,38,0.58989
2366,38,0.60198
2367,38,0.59553
2368,38,0.61165
2369,38,0.60520
2370,38,0.61810
2371,38,0.61568
2372,38,0.64066
2373,38,0.63421
2374,38,0.61810
2375,38,0.64388
2376,38,0.63744
2377,38,0.63905
2378,38,0.65678
2379,38,0.65678
2380,38,0.68579
2381,38,0.65355
2382,38,0.66967
2383,38,0.66322
2384,38,0.66725
2385,38,0.69546
2386,38,0.68176
2387,38,0.68901
2388,38,0.68901
2389,38,0.68901
2390,38,0.69546
2391,38,0.70190
2392,38,0.70513
2393,38,0.71641
2394,38,0.71158
2395,38,0.66242
2396,38,0.71480
2397,38,0.71963
2398,38,0.70593
2399,38,0.74059
2400,38,0.76799
2401,38,0.74703
2402,38,0.74462
2403,38,0.70835
2404,38,0.74542
2405,38,0.73817
2406,38,0.75832
2407,38,0.70029
2408,38,0.74703
2409,38,0.78894
2410,38,0.76476
2411,38,0.78491
2412,38,0.77282
2413,38,0.80264
2414,38,0.78571
2415,38,0.81392
2416,38,0.78894
2417,38,0.79538
2418,38,0.79861
2419,38,0.82440
2420,38,0.77282
2421,38,0.81392
2422,38,0.81795
2423,38,0.84374
2424,38,0.85018
2425,39,0.82440
2426,39,0.82440
2427,39,0.79861
2428,39,0.87194
2429,39,0.82440
2430,39,0.82440
2431,39,0.86308
2432,39,0.86549
2433,39,0.85663
2434,39,0.85502
2435,39,0.86791
2436,39,0.85985
2437,39,0.88645
2438,39,0.89209
2439,39,0.86952
2440,39,0.87275
2441,39,0.87597
2442,39,0.87597
2443,39,0.88000
2444,39,0.88725
2445,39,0.88886
2446,39,0.89128
2447,39,0.90982
2448,39,0.88000
2449,39,0.90659
2450,39,0.89934
2451,39,0.90821
2452,39,0.91788
2453,39,0.90659
2454,39,0.89531
2455,39,0.89531
2456,39,0.92755
2457,39,0.92674
2458,39,0.92271
2459,39,0.91788
2460,39,0.90821
2461,39,0.90821
2462,39,0.88886
2463,39,0.96623
2464,39,0.93641
2465,39,0.92755
2466,39,0.95333
2467,39,0.92755
2468,39,0.95011
2469,39,0.92755
2470,39,0.97751
2471,39,0.95092
2472,39,0.96139
2473,39,0.95978
2474,39,0.96462
2475,39,0.95897
2476,39,0.93641
2477,39,0.93641
2478,39,0.96864
2479,39,0.96864
2480,39,0.95333
2481,39,0.95333
2482,39,0.98396
2483,39,1.00491
2484,39,1.00491
2485,39,0.97106
2486,39,0.96139
2487,39,0.98476
2488,39,0.97590
2489,39,0.99604
2490,39,0.97912
2491,39,0.95333
2492,39,1.00491
2493,39,0.98879
2494,39,0.96623
2495,39,0.99201
2496,39,0.98476
2497,39,1.01458
2498,39,0.99443
2499,39,0.99685
2500,39,0.98879
2501,39,1.00330
2502,40,1.00894
2503,40,0.99846
2504,40,1.00088
2505,40,1.00733
2506,40,1.00330
2507,40,1.00330
2508,40,1.01136
2509,40,1.00168
2510,40,1.00813
2511,40,1.01619
2512,40,1.00330
2513,40,1.01377
2514,40,1.01700
2515,40,1.01055
2516,40,1.00894
2517,40,1.02505
2518,40,1.00894
2519,40,1.00974
2520,40,1.01136
2521,40,1.00813
2522,40,1.02183
2523,40,1.00007
2524,40,0.97590
2525,40,1.02103
2526,40,1.01136
2527,40,1.01136
2528,40,1.03070
2529,40,1.01377
2530,40,0.98557
2531,40,1.05245
2532,40,0.92674
2533,40,1.00894
2534,40,1.00813
2535,40,1.03070
2536,40,1.01538
2537,40,1.01780
2538,40,1.04359
2539,40,1.02264
2540,40,1.00249
2541,40,1.01619
2542,40,1.00733
2543,40,1.01297
2544,40,1.02022
2545,40,0.99524
2546,40,1.00894
2547,40,1.05648
2548,40,1.04359
2549,40,1.03070
2550,40,1.00491
2551,40,1.00491
2552,40,1.00491
2553,40,1.00813
2554,40,1.00894
2555,40,0.99201
2556,40,1.00813
2557,40,1.00007
2558,40,0.99201
2559,40,1.00491
2560,40,0.99685
2561,40,0.99363
2562,40,1.02505
2563,40,1.06293
2564,40,0.98234
2565,40,1.00168
2566,40,1.00330
2567,40,0.99201
2568,40,0.98396
2569,40,1.02425
2570,40,1.00007
2571,40,1.01136
2572,40,0.99604
2573,40,0.98879
2574,40,0.96864
2575,40,0.97912
2576,40,0.99201
2577,40,0.97026
2578,41,1.01941
2579,41,0.97751
2580,41,0.97670
2581,41,0.98476
2582,41,0.97832
2583,41,0.96864
2584,41,0.94044
2585,41,0.98799
2586,41,0.96784
2587,41,0.99524
2588,41,0.98879
2589,41,0.98476
2590,41,0.96381
2591,41,0.96220
2592,41,0.96945
2593,41,0.95897
2594,41,0.95172
2595,41,0.95333
2596,41,0.96462
2597,41,0.98315
2598,41,0.95333
2599,41,0.94689
2600,41,0.94689
2601,41,0.94447
2602,41,0.94044
2603,41,0.95011
2604,41,0.88886
2605,41,0.92755
2606,41,0.93399
2607,41,0.91465
2608,41,0.92755
2609,41,0.91465
2610,41,0.96300
2611,41,0.92110
2612,41,0.91304
2613,41,0.91788
2614,41,0.91465
2615,41,0.90176
2616,41,0.90015
2617,41,0.91707
2618,41,0.90176
2619,41,0.90015
2620,41,0.90015
2621,41,0.90015
2622,41,0.88806
2623,41,0.85018
2624,41,0.87597
2625,41,0.87516
2626,41,0.86711
2627,41,0.90176
2628,41,0.90821
2629,41,0.87597
2630,41,0.87275
2631,41,0.86227
2632,41,0.82440
2633,41,0.82440
2634,41,0.85985
2635,41,0.85018
2636,41,0.84293
2637,41,0.82440
2638,41,0.82440
2639,41,0.84374
2640,41,0.82440
2641,41,0.85018
2642,41,0.81795
2643,41,0.79377
2644,41,0.82278
2645,41,0.81634
2646,41,0.80747
2647,41,0.80183
2648,41,0.79861
2649,41,0.80505
2650,41,0.79619
2651,41,0.81150
2652,42,0.79861
2653,42,0.80344
2654,42,0.78974
2655,42,0.80264
2656,42,0.75106
2657,42,0.77685
2658,42,0.77282
2659,42,0.75590
2660,42,0.74703
2661,42,0.74462
2662,42,0.70029
2663,42,0.74462
2664,42,0.75267
2665,42,0.75187
2666,42,0.73253
2667,42,0.73414
2668,42,0.73011
2669,42,0.72930
2670,42,0.72769
2671,42,0.65516
2672,42,0.71802
2673,42,0.71238
2674,42,0.73172
2675,42,0.68095
2676,42,0.70513
2677,42,0.69546
2678,42,0.68901
2679,42,0.68901
2680,42,0.70674
2681,42,0.67451
2682,42,0.66322
2683,42,0.66322
2684,42,0.66967
2685,42,0.68176
2686,42,0.64388
2687,42,0.66322
2688,42,0.65678
2689,42,0.67612
2690,42,0.64388
2691,42,0.66322
2692,42,0.64388
2693,42,0.61810
2694,42,0.61810
2695,42,0.59875
2696,42,0.61729
2697,42,0.60520
2698,42,0.59231
2699,42,0.59150
2700,42,0.60198
2701,42,0.64388
2702,42,0.55363
2703,42,0.59231
2704,42,0.59714
2705,42,0.57941
2706,42,0.57941
2707,42,0.58344
2708,42,0.56330
2709,42,0.56491
2710,42,0.53267
2711,42,0.54073
2712,42,0.54476
2713,42,0.54718
2714,42,0.56330
2715,42,0.53912
2716,42,0.53429
2717,42,0.53106
2718,42,0.53267
2719,42,0.54073
2720,42,0.55201
2721,42,0.51495
2722,42,0.51253
2723,42,0.50608
2724,42,0.51495
2725,42,0.51495
2726,42,0.46337
2727,42,0.48916
2728,43,0.48029
2729,43,0.48916
2730,43,0.46337
2731,43,0.49560
2732,43,0.47626
2733,43,0.46982
2734,43,0.46337
2735,43,0.45934
2736,43,0.45451
2737,43,0.48916
2738,43,0.41179
2739,43,0.41179
2740,43,0.41179
2741,43,0.41179
2742,43,0.41179
2743,43,0.41179
2744,43,0.41179
2745,43,0.41179
2746,43,0.41179
2747,43,0.40777
2748,43,0.41179
2749,43,0.40857
2750,43,0.38359
2751,43,0.39004
2752,43,0.38359
2753,43,0.40535
2754,43,0.36989
2755,43,0.37875
2756,43,0.39568
2757,43,0.38278
2758,43,0.38601
2759,43,0.37311
2760,43,0.36989
2761,43,0.33443
2762,43,0.29495
2763,43,0.36022
2764,43,0.33443
2765,43,0.32637
2766,43,0.34410
2767,43,0.30864
2768,43,0.32154
2769,43,0.30864
2770,43,0.30864
2771,43,0.30623
2772,43,0.30462
2773,43,0.28930
2774,43,0.30220
2775,43,0.25707
2776,43,0.28850
2777,43,0.28286
2778,43,0.25304
2779,43,0.27641
2780,43,0.27641
2781,43,0.30220
2782,43,0.27641
2783,43,0.25707
2784,43,0.26996
2785,43,0.23128
2786,43,0.24418
2787,43,0.24337
2788,43,0.20549
2789,43,0.24095
2790,43,0.23128
2791,43,0.23128
2792,43,0.20549
2793,43,0.20549
2794,43,0.23128
2795,43,0.22484
2796,43,0.19905
2797,43,0.23128
2798,43,0.20227
2799,43,0.20549
2800,43,0.19905
2801,43,0.24982
2802,43,0.19179
2803,43,0.17971
2804,44,0.17971
2805,44,0.20549
2806,44,0.17165
2807,44,0.16359
2808,44,0.17971
2809,44,0.17326
2810,44,0.16681
2811,44,0.17084
2812,44,0.15392
2813,44,0.13941
2814,44,0.14667
2815,44,0.16037
2816,44,0.14908
2817,44,0.14747
2818,44,0.14505
2819,44,0.14022
2820,44,0.12813
2821,44,0.13780
2822,44,0.12813
2823,44,0.12813
2824,44,0.13458
2825,44,0.10234
2826,44,0.12733
2827,44,0.13700
2828,44,0.10234
2829,44,0.12813
2830,44,0.13780
2831,44,0.12733
2832,44,0.12491
2833,44,0.07656
2834,44,0.09590
2835,44,0.09590
2836,44,0.07011
2837,44,0.09590
2838,44,0.09590
2839,44,0.09590
2840,44,0.04432
2841,44,0.06205
2842,44,0.07333
2843,44,0.03143
2844,44,0.07656
2845,44,0.07011
2846,44,0.08300
2847,44,0.06769
2848,44,0.07656
2849,44,0.03465
2850,44,0.05077
2851,44,0.06366
2852,44,0.07656
2853,44,0.05722
2854,44,0.04755
2855,44,0.05077
2856,44,0.05077
2857,44,0.04432
2858,44,0.06850
2859,44,0.05077
2860,44,0.04674
2861,44,0.00000
2862,44,0.05077
2863,44,0.04916
2864,44,0.00484
2865,44,0.04432
2866,44,0.04190
2867,44,0.03788
2868,44,0.04432
2869,44,0.02498
2870,44,0.04674
2871,44,0.02498
2872,44,0.01853
2873,44,0.05077
2874,44,0.01209
2875,44,0.00000
2876,44,0.05077
2877,44,0.01853
2878,44,0.02498
2879,44,0.01853
2880,44,0.01209
2881,45,0.01209
2882,45,0.01853
2883,45,0.02418
2884,45,0.00000
2885,45,0.00564
2886,45,0.01209
2887,45,0.00000
2888,45,0.00564
2889,45,0.00484
2890,45,0.00000
2891,45,0.00322
2892,45,0.00564
2893,45,0.00322
2894,45,0.00484
2895,45,0.00161
2896,45,0.00242
2897,45,0.00000
2898,45,0.00000
2899,45,0.00242
2900,45,0.00161
2901,45,0.00886
2902,45,0.00161
2903,45,0.00000
2904,45,0.00242
2905,45,0.00000
2906,45,0.00000
2907,45,0.00081
2908,45,0.01209
2909,45,0.01853
2910,45,0.02498
2911,45,0.00000
2912,45,0.00000
2913,45,0.00242
2914,45,0.01048
2915,45,0.01128
2916,45,0.00242
2917,45,0.00242
2918,45,0.00000
2919,45,0.00000
2920,45,0.01209
2921,45,0.00081
2922,45,0.00000
2923,45,0.01773
2924,45,0.00081
2925,45,0.00000
2926,45,0.01773
2927,45,0.00000
2928,45,0.00000
2929,45,0.00000
2930,45,0.00000
2931,45,0.00000
2932,45,0.01853
2933,45,0.02176
2934,45,0.01209
2935,45,0.00484
2936,45,0.00322
2937,45,0.00000
2938,45,0.02498
2939,45,0.04190
2940,45,0.01773
2941,45,0.01048
2942,45,0.00564
2943,45,0.01612
2944,45,0.00564
2945,45,0.00242
2946,45,0.00242
2947,45,0.01209
2948,45,0.02418
2949,45,0.06044
2950,45,0.03626
2951,45,0.02337
2952,45,0.02498
2953,45,0.03546
2954,45,0.00564
2955,46,0.00403
2956,46,0.07575
2957,46,0.03143
2958,46,0.02176
2959,46,0.01773
2960,46,0.02498
2961,46,0.03788
2962,46,0.05722
2963,46,0.08623
2964,46,0.03626
2965,46,0.06366
2966,46,0.04674
2967,46,0.05077
2968,46,0.05077
2969,46,0.09832
2970,46,0.04271
2971,46,0.05077
2972,46,0.02498
2973,46,0.06044
2974,46,0.05077
2975,46,0.05722
2976,46,0.05077
2977,46,0.06930
2978,46,0.07011
2979,46,0.02498
2980,46,0.07656
2981,46,0.05722
2982,46,0.08945
2983,46,0.06850
2984,46,0.06205
2985,46,0.06044
2986,46,0.09590
2987,46,0.09509
2988,46,0.06930
2989,46,0.08945
2990,46,0.07656
2991,46,0.09429
2992,46,0.10234
2993,46,0.10234
2994,46,0.13458
2995,46,0.12088
2996,46,0.10234
2997,46,0.10234
2998,46,0.11524
2999,46,0.09267
3000,46,0.12813
3001,46,0.15392
3002,46,0.10234
3003,46,0.10234
3004,46,0.13377
3005,46,0.16681
3006,46,0.13458
3007,46,0.14103
3008,46,0.15392
3009,46,0.15070
3010,46,0.17326
3011,46,0.16681
3012,46,0.15392
3013,46,0.15392
3014,46,0.19905
3015,46,0.15231
3016,46,0.17326
3017,46,0.18615
3018,46,0.17165
3019,46,0.15392
3020,46,0.16681
3021,46,0.23128
3022,46,0.18615
3023,46,0.19260
3024,46,0.20549
3025,46,0.20549
3026,46,0.23128
3027,46,0.20549
3028,46,0.25062
3029,46,0.19905
3030,46,0.22806
3031,47,0.20549
3032,47,0.23692
3033,47,0.27560
3034,47,0.25062
3035,47,0.23128
3036,47,0.20549
3037,47,0.22725
3038,47,0.24176
3039,47,0.27963
3040,47,0.25626
3041,47,0.25707
3042,47,0.26674
3043,47,0.28286
3044,47,0.27399
3045,47,0.30864
3046,47,0.27399
3047,47,0.28205
3048,47,0.28689
3049,47,0.29897
3050,47,0.27641
3051,47,0.30864
3052,47,0.28286
3053,47,0.27883
3054,47,0.32073
3055,47,0.30864
3056,47,0.34733
3057,47,0.30864
3058,47,0.31832
3059,47,0.33443
3060,47,0.33443
3061,47,0.33443
3062,47,0.35055
3063,47,0.37956
3064,47,0.34571
3065,47,0.35136
3066,47,0.26352
3067,47,0.35700
3068,47,0.35377
3069,47,0.41179
3070,47,0.35377
3071,47,0.36908
3072,47,0.37311
3073,47,0.38278
3074,47,0.34733
3075,47,0.38601
3076,47,0.40535
3077,47,0.39004
3078,47,0.37956
3079,47,0.40857
3080,47,0.41179
3081,47,0.41018
3082,47,0.41179
3083,47,0.41179
3084,47,0.43758
3085,47,0.41179
3086,47,0.45048
3087,47,0.41179
3088,47,0.41179
3089,47,0.45451
3090,47,0.40212
3091,47,0.46095
3092,47,0.46982
3093,47,0.46015
3094,47,0.45692
3095,47,0.47223
3096,47,0.45692
3097,47,0.48110
3098,47,0.48593
3099,47,0.48916
3100,47,0.49560
3101,47,0.56652
3102,47,0.49399
3103,47,0.51253
3104,47,0.50608
3105,47,0.51495
3106,47,0.51495
3107,47,0.53429
3108,48,0.54073
3109,48,0.53429
3110,48,0.52784
3111,48,0.54718
3112,48,0.54718
3113,48,0.57619
3114,48,0.51011
3115,48,0.55766
3116,48,0.57297
3117,48,0.57861
3118,48,0.57297
3119,48,0.57941
3120,48,0.56652
3121,48,0.57941
3122,48,0.59231
3123,48,0.60842
3124,48,0.59231
3125,48,0.60440
3126,48,0.60440
3127,48,0.58828
3128,48,0.61810
3129,48,0.61407
3130,48,0.61810
3131,48,0.61165
3132,48,0.63744
3133,48,0.63099
3134,48,0.64388
3135,48,0.61810
3136,48,0.63663
3137,48,0.65355
3138,48,0.64388
3139,48,0.65516
3140,48,0.66645
3141,48,0.66645
3142,48,0.72125
3143,48,0.66967
3144,48,0.68095
3145,48,0.68901
3146,48,0.68901
3147,48,0.69949
3148,48,0.65033
3149,48,0.63663
3150,48,0.70190
3151,48,0.73011
3152,48,0.68901
3153,48,0.69223
3154,48,0.70835
3155,48,0.73011
3156,48,0.72769
3157,48,0.72125
3158,48,0.73414
3159,48,0.70835
3160,48,0.74059
3161,48,0.74623
3162,48,0.74703
3163,48,0.75026
3164,48,0.76799
3165,48,0.73897
3166,48,0.76234
3167,48,0.76315
3168,48,0.70352
3169,48,0.77927
3170,48,0.80264
3171,48,0.77927
3172,48,0.80747
3173,48,0.81311
3174,48,0.80264
3175,48,0.79780
3176,48,0.78249
3177,48,0.80505
3178,48,0.80183
3179,48,0.78330
3180,48,0.81553
3181,48,0.81795
3182,48,0.81473
3183,48,0.82278
3184,49,0.82440
3185,49,0.86308
3186,49,0.81714
3187,49,0.85018
3188,49,0.82440
3189,49,0.85824
3190,49,0.85985
3191,49,0.85018
3192,49,0.85985
3193,49,0.85018
3194,49,0.86147
3195,49,0.86791
3196,49,0.86549
3197,49,0.88081
3198,49,0.87597
3199,49,0.87436
3200,49,0.87597
3201,49,0.88081
3202,49,0.89209
3203,49,0.87597
3204,49,0.89451
3205,49,0.87194
3206,49,0.88564
3207,49,0.89531
3208,49,0.88886
3209,49,0.92755
3210,49,0.90659
3211,49,0.88081
3212,49,0.90176
3213,49,0.90176
3214,49,0.91385
3215,49,0.91788
3216,49,0.93399
3217,49,0.92110
3218,49,0.92755
3219,49,0.90740
3220,49,0.92755
3221,49,0.92755
3222,49,0.94850
3223,49,0.94689
3224,49,0.93883
3225,49,0.95253
3226,49,0.93963
3227,49,0.97912
3228,49,0.94044
3229,49,0.94608
3230,49,0.94930
3231,49,0.95978
3232,49,0.94930
3233,49,0.95978
3234,49,0.96300
3235,49,0.95736
3236,49,0.95333
3237,49,0.94608
3238,49,0.95333
3239,49,0.99201
3240,49,0.97832
3241,49,0.97026
3242,49,0.97751
3243,49,0.97912
3244,49,0.97026
3245,49,0.98557
3246,49,0.97670
3247,49,0.98234
3248,49,0.95172
3249,49,0.97590
3250,49,1.00733
3251,49,0.99846
3252,49,0.99201
3253,49,0.99040
3254,49,0.98879
3255,49,0.98799
3256,49,1.02586
3257,49,1.00330
3258,49,0.99201
3259,49,1.00088
3260,50,0.99846
3261,50,1.00410
3262,50,0.99443
3263,50,0.99201
3264,50,1.00491
3265,50,1.02344
3266,50,1.04359
3267,50,0.99846
3268,50,1.00491
3269,50,1.01136
3270,50,1.01055
3271,50,1.01136
3272,50,1.00894
3273,50,1.00491
3274,50,1.00894
3275,50,1.01136
3276,50,1.01055
3277,50,1.01780
3278,50,1.01538
3279,50,1.01377
3280,50,0.99766
3281,50,0.99604
3282,50,1.00733
3283,50,1.01780
3284,50,1.01136
3285,50,1.04681
3286,50,1.01538
3287,50,1.00491
3288,50,1.00813
3289,50,1.02264
3290,50,1.02183
3291,50,1.01941
3292,50,1.03070
3293,50,1.01780
3294,50,1.02183
3295,50,1.00168
3296,50,1.00974
3297,50,1.00974
3298,50,1.01700
3299,50,1.04198
3300,50,1.00813
3301,50,1.04278
3302,50,0.93560
3303,50,1.00813
3304,50,1.03070
3305,50,1.00491
3306,50,0.95011
3307,50,1.01780
3308,50,1.00974
3309,50,1.01780
3310,50,1.01458
3311,50,1.02425
3312,50,1.01780
3313,50,1.00491
3314,50,1.00007
3315,50,1.00491
3316,50,1.01700
3317,50,0.96864
3318,50,1.00168
3319,50,1.01619
3320,50,0.99846
3321,50,1.00168
3322,50,1.00088
3323,50,0.97026
3324,50,0.98879
3325,50,0.99604
3326,50,0.98557
3327,50,0.95011
3328,50,1.03070
3329,50,0.99201
3330,50,1.01458
3331,50,0.99766
3332,50,1.00330
3333,50,0.98476
3334,51,0.97912
3335,51,0.97590
3336,51,0.98557
3337,51,0.98476
3338,51,0.98476
3339,51,0.96300
3340,51,1.03070
3341,51,0.97912
3342,51,0.97106
3343,51,0.96462
3344,51,0.97429
3345,51,0.96945
3346,51,0.96542
3347,51,1.00813
3348,51,0.96139
3349,51,0.95656
3350,51,0.95978
3351,51,0.95172
3352,51,0.94850
3353,51,0.95333
3354,51,0.92755
3355,51,0.92110
3356,51,0.93963
3357,51,0.92755
3358,51,0.94447
3359,51,1.00330
3360,51,0.95656
3361,51,0.94850
3362,51,0.94527
3363,51,0.95897
3364,51,0.92352
3365,51,0.92755
3366,51,0.91707
3367,51,0.90740
3368,51,0.89934
3369,51,0.95575
3370,51,0.92352
3371,51,0.90579
3372,51,0.90740
3373,51,0.91304
3374,51,0.92755
3375,51,0.89451
3376,51,0.89934
3377,51,0.88886
3378,51,0.89531
3379,51,0.92110
3380,51,0.86791
3381,51,0.88242
3382,51,0.85582
3383,51,0.88000
3384,51,0.86630
3385,51,0.82440
3386,51,0.85663
3387,51,0.87275
3388,51,0.86308
3389,51,0.85985
3390,51,0.86308
3391,51,0.82440
3392,51,0.85018
3393,51,0.85582
3394,51,0.81473
3395,51,0.86549
3396,51,0.82440
3397,51,0.82440
3398,51,0.85018
3399,51,0.81795
3400,51,0.82359
3401,51,0.80344
3402,51,0.82440
3403,51,0.81473
3404,51,0.81150
3405,51,0.79216
3406,51,0.79216
3407,51,0.79377
3408,51,0.79700
3409,51,0.78571
3410,52,0.79136
3411,52,0.80264
3412,52,0.78330
3413,52,0.78088
3414,52,0.78410
3415,52,0.77927
3416,52,0.75832
3417,52,0.76960
3418,52,0.75993
3419,52,0.77685
3420,52,0.75670
