t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5180,6032,6206,1.215016,1.250064,-0.035049
24,-0.4960,6131,6206,1.234957,1.250064,-0.015107
47,-0.4730,6044,6206,1.217433,1.250064,-0.032631
69,-0.4510,6100,6206,1.228713,1.250064,-0.021351
91,-0.4290,6092,6206,1.227101,1.250064,-0.022963
114,-0.4060,6080,6206,1.224684,1.250064,-0.025380
136,-0.3840,6158,6206,1.240396,1.250064,-0.009669
159,-0.3610,6077,6206,1.224080,1.250064,-0.025984
181,-0.3390,6136,6206,1.235964,1.250064,-0.014100
203,-0.3170,6100,6206,1.228713,1.250064,-0.021351
226,-0.2940,6112,6206,1.231130,1.250064,-0.018934
248,-0.2720,6144,6206,1.237576,1.250064,-0.012489
271,-0.2490,6098,6206,1.228310,1.250064,-0.021754
293,-0.2270,6180,6206,1.244827,1.250064,-0.005237
315,-0.2050,6099,6206,1.228511,1.250064,-0.021553
338,-0.1820,6138,6206,1.236367,1.250064,-0.013697
360,-0.1600,6134,6206,1.235561,1.250064,-0.014503
383,-0.1370,6108,6206,1.230324,1.250064,-0.019740
405,-0.1150,6192,6206,1.247244,1.250064,-0.002820
427,-0.0930,6106,6206,1.229921,1.250064,-0.020143
450,-0.0700,6162,6206,1.241201,1.250064,-0.008863
472,-0.0480,6114,6206,1.231533,1.250064,-0.018531
495,-0.0250,6128,6206,1.234353,1.250064,-0.015711
517,-0.0030,464,6206,0.093463,1.250064,-1.156601
543,0.0230,1272,6206,0.256217,1.250064,-0.993847
565,0.0450,1728,6206,0.348068,1.250064,-0.901996
587,0.0670,1984,6206,0.399634,1.250064,-0.850430
610,0.0900,2304,6206,0.464091,1.250064,-0.785973
632,0.1120,2528,6206,0.509211,1.250064,-0.740853
655,0.1350,2776,6206,0.559165,1.250064,-0.690899
677,0.1570,3016,6206,0.607508,1.250064,-0.642556
700,0.1800,3185,6206,0.641549,1.250064,-0.608515
722,0.2020,3418,6206,0.688482,1.250064,-0.561582
744,0.2240,3544,6206,0.713862,1.250064,-0.536202
767,0.2470,3724,6206,0.750119,1.250064,-0.499945
789,0.2690,3882,6206,0.781945,1.250064,-0.468119
812,0.2920,3984,6206,0.802490,1.250064,-0.447574
834,0.3140,4173,6206,0.840560,1.250064,-0.409504
857,0.3370,4234,6206,0.852847,1.250064,-0.397217
879,0.3590,4486,6206,0.903607,1.250064,-0.346457
901,0.3810,4559,6206,0.918312,1.250064,-0.331752
924,0.4040,4620,6206,0.930599,1.250064,-0.319465
946,0.4260,4792,6206,0.965244,1.250064,-0.284820
969,0.4490,4799,6206,0.966654,1.250064,-0.283410
991,0.4710,4898,6206,0.986596,1.250064,-0.263468
1016,0.4960,4918,6206,0.990624,1.250064,-0.259440
1039,0.5190,5024,6206,1.011976,1.250064,-0.238088
1061,0.5410,5069,6206,1.021040,1.250064,-0.229024
1084,0.5640,5130,6206,1.033327,1.250064,-0.216737
1106,0.5860,5237,6206,1.054880,1.250064,-0.195184
1128,0.6080,5232,6206,1.053873,1.250064,-0.196191
1151,0.6310,5325,6206,1.072606,1.250064,-0.177458
1173,0.6530,5338,6206,1.075224,1.250064,-0.174840
1196,0.6760,5400,6206,1.087713,1.250064,-0.162351
1218,0.6980,5456,6206,1.098993,1.250064,-0.151071
1241,0.7210,5476,6206,1.103021,1.250064,-0.147043
1263,0.7430,5560,6206,1.119941,1.250064,-0.130123
1286,0.7660,5543,6206,1.116517,1.250064,-0.133547
1308,0.7880,5612,6206,1.130416,1.250064,-0.119648
1331,0.8110,5632,6206,1.134444,1.250064,-0.115620
1353,0.8330,5660,6206,1.140084,1.250064,-0.109980
1375,0.8550,5737,6206,1.155594,1.250064,-0.094470
1398,0.8780,5716,6206,1.151364,1.250064,-0.098700
1420,0.9000,5768,6206,1.161838,1.250064,-0.088226
1443,0.9230,5743,6206,1.156803,1.250064,-0.093261
1465,0.9450,5813,6206,1.170903,1.250064,-0.079161
1488,0.9680,5908,6206,1.190038,1.250064,-0.060026
1510,0.9900,5932,6206,1.194873,1.250064,-0.055191
1533,1.0130,5892,6206,1.186816,1.250064,-0.063248
1555,1.0350,5922,6206,1.192858,1.250064,-0.057206
1578,1.0580,5961,6206,1.200714,1.250064,-0.049350
1600,1.0800,6024,6206,1.213404,1.250064,-0.036660
1622,1.1020,5964,6206,1.201318,1.250064,-0.048746
1645,1.1250,6036,6206,1.215821,1.250064,-0.034243
1667,1.1470,5989,6206,1.206354,1.250064,-0.043710
1690,1.1700,6048,6206,1.218238,1.250064,-0.031826
1712,1.1920,6030,6206,1.214613,1.250064,-0.035451
1735,1.2150,6057,6206,1.220051,1.250064,-0.030013
1757,1.2370,6091,6206,1.226900,1.250064,-0.023164
1780,1.2600,6064,6206,1.221461,1.250064,-0.028603
1802,1.2820,6132,6206,1.235158,1.250064,-0.014906
1825,1.3050,6092,6206,1.227101,1.250064,-0.022963
1847,1.3270,6130,6206,1.234756,1.250064,-0.015309
1870,1.3500,6122,6206,1.233144,1.250064,-0.016920
1892,1.3720,6132,6206,1.235158,1.250064,-0.014906
1914,1.3940,6194,6206,1.247647,1.250064,-0.002417
1937,1.4170,6138,6206,1.236367,1.250064,-0.013697
1959,1.4390,6192,6206,1.247244,1.250064,-0.002820
1982,1.4620,6189,6206,1.246640,1.250064,-0.003424
2007,1.4870,6220,6206,1.252884,1.250064,0.002820
2029,1.5090,6228,6206,1.254496,1.250064,0.004431
2051,1.5310,6218,6206,1.252481,1.250064,0.002417
2074,1.5540,6281,6206,1.265171,1.250064,0.015107
2096,1.5760,6226,6206,1.254093,1.250064,0.004029
2119,1.5990,6266,6206,1.262150,1.250064,0.012086
2141,1.6210,6254,6206,1.259733,1.250064,0.009669
2163,1.6430,6266,6206,1.262150,1.250064,0.012086
2186,1.6660,6316,6206,1.272221,1.250064,0.022157
2208,1.6880,6268,6206,1.262553,1.250064,0.012489
2231,1.7110,6308,6206,1.270610,1.250064,0.020546
2253,1.7330,6280,6206,1.264970,1.250064,0.014906
2276,1.7560,6310,6206,1.271013,1.250064,0.020949
2298,1.7780,6326,6206,1.274235,1.250064,0.024171
2321,1.8010,6304,6206,1.269804,1.250064,0.019740
2343,1.8230,6365,6206,1.282091,1.250064,0.032027
2366,1.8460,6313,6206,1.271617,1.250064,0.021553
2388,1.8680,6350,6206,1.279070,1.250064,0.029006
2410,1.8900,6334,6206,1.275847,1.250064,0.025783
2433,1.9130,6344,6206,1.277861,1.250064,0.027797
2455,1.9350,6392,6206,1.287530,1.250064,0.037466
2478,1.9580,6339,6206,1.276854,1.250064,0.026790
2500,1.9800,6391,6206,1.287328,1.250064,0.037264
2523,2.0030,6353,6206,1.279674,1.250064,0.029610
2545,2.0250,6381,6206,1.285314,1.250064,0.035250
2568,2.0480,6455,6206,1.300220,1.250064,0.050156
2590,2.0700,6413,6206,1.291760,1.250064,0.041696
2613,2.0930,6466,6206,1.302435,1.250064,0.052371
2635,2.1150,6410,6206,1.291155,1.250064,0.041091
2657,2.1370,6452,6206,1.299615,1.250064,0.049551
2680,2.1600,6433,6206,1.295788,1.250064,0.045724
2702,2.1820,6440,6206,1.297198,1.250064,0.047134
2725,2.2050,6486,6206,1.306464,1.250064,0.056400
2747,2.2270,6436,6206,1.296393,1.250064,0.046329
2770,2.2500,6486,6206,1.306464,1.250064,0.056400
2792,2.2720,6448,6206,1.298810,1.250064,0.048746
2815,2.2950,6474,6206,1.304047,1.250064,0.053983
2837,2.3170,6480,6206,1.305255,1.250064,0.055191
2860,2.3400,6462,6206,1.301630,1.250064,0.051566
2882,2.3620,6521,6206,1.313514,1.250064,0.063450
2905,2.3850,6462,6206,1.301630,1.250064,0.051566
2927,2.4070,6498,6206,1.308881,1.250064,0.058817
2949,2.4290,6481,6206,1.305457,1.250064,0.055393
2972,2.4520,6580,6206,1.325398,1.250064,0.075334
2994,2.4740,6538,6206,1.316938,1.250064,0.066874
