Timestamp(ms),Current(uA),D0-D7
6222,897.009,10000000
6223,897.575,10000000
6224,897.011,10000000
6225,897.041,10000000
6226,896.821,10000000
6227,896.421,10000000
6228,896.160,10000000
6229,897.991,10000000
6230,897.839,10000000
6231,898.446,10000000
6232,898.867,10000000
6233,898.174,10000000
6234,899.255,10000000
6235,900.056,10000000
6236,900.467,10000000
6237,898.794,10000000
6238,895.534,10000000
6239,906.152,10000000
6240,910.983,10000000
6241,913.965,10000000
6242,910.710,10000000
6243,895.816,10000000
6244,899.699,10000000
6245,909.396,10000000
6246,912.602,10000000
6247,914.436,10000000
6248,913.791,10000000
6249,913.781,10000000
6250,914.659,10000000
6251,921.046,10000000
6252,921.522,10000000
6253,922.538,10000000
6254,922.578,10000000
6255,923.070,10000000
6256,922.784,10000000
6257,922.330,10000000
6258,921.288,10000000
6259,919.974,10000000
6260,921.636,10000000
6261,922.883,10000000
6262,922.564,10000000
6263,921.889,10000000
6264,923.111,10000000
6265,922.687,10000000
6266,923.997,10000000
6267,923.407,10000000
6268,923.688,10000000
6269,922.533,10000000
6270,922.779,10000000
6271,923.302,10000000
6272,922.851,10000000
6273,921.883,10000000
6274,921.133,10000000
6275,921.545,10000000
6276,921.946,10000000
6277,921.204,10000000
6278,920.878,10000000
6279,920.655,10000000
6280,920.943,10000000
6281,921.176,10000000
6282,921.031,10000000
6283,921.245,10000000
6284,920.840,10000000
6285,920.702,10000000
6286,921.220,10000000
6287,920.971,10000000
6288,920.114,10000000
6289,921.498,10000000
6290,921.383,10000000
6291,921.956,10000000
6292,921.012,10000000
6293,919.747,10000000
6294,919.668,10000000
6295,919.724,10000000
6296,921.071,10000000
6297,920.866,10000000
6298,921.238,10000000
6299,920.977,10000000
6300,921.010,10000000
6301,922.080,10000000
6302,922.744,10000000
6303,922.014,10000000
6304,921.513,10000000
6305,920.187,10000000
6306,919.963,10000000
6307,921.576,10000000
6308,920.927,10000000
6309,920.426,10000000
6310,920.289,10000000
6311,919.728,10000000
6312,921.412,10000000
6313,920.829,10000000
6314,920.529,10000000
6315,919.067,10000000
6316,920.201,10000000
6317,919.741,10000000
6318,919.135,10000000
6319,919.854,10000000
6320,920.648,10000000
6321,920.922,10000000
6322,920.297,10000000
6323,920.269,10000000
6324,919.154,10000000
6325,918.895,10000000
6326,918.129,10000000
6327,919.058,10000000
6328,920.215,10000000
6329,919.737,10000000
6330,919.837,10000000
6331,920.639,10000000
6332,922.382,10000000
6333,921.138,10000000
6334,920.659,10000000
6335,921.046,10000000
6336,919.944,10000000
6337,920.582,10000000
6338,919.719,10000000
6339,920.097,10000000
6340,920.357,10000000
6341,919.461,10000000
6342,919.285,10000000
6343,920.180,10000000
6344,920.380,10000000
6345,919.397,10000000
6346,920.174,10000000
6347,920.624,10000000
6348,919.989,10000000
6349,920.264,10000000
6350,919.846,10000000
6351,920.879,10000000
6352,920.482,10000000
6353,920.027,10000000
6354,921.022,10000000
6355,919.839,10000000
6356,918.590,10000000
6357,918.629,10000000
6358,920.078,10000000
6359,919.057,10000000
6360,918.502,10000000
6361,918.538,10000000
6362,919.773,10000000
6363,920.363,10000000
6364,919.673,10000000
6365,919.449,10000000
6366,919.310,10000000
6367,918.819,10000000
6368,919.362,10000000
6369,918.945,10000000
6370,917.888,10000000
6371,917.943,10000000
6372,918.935,10000000
6373,919.212,10000000
6374,919.597,10000000
6375,919.293,10000000
6376,917.453,10000000
6377,916.736,10000000
6378,917.959,10000000
6379,917.189,10000000
6380,917.165,10000000
6381,917.235,10000000
6382,917.650,10000000
6383,916.516,10000000
6384,918.029,10000000
6385,917.594,10000000
6386,918.123,10000000
6387,918.372,10000000
6388,918.643,10000000
6389,918.161,10000000
6390,918.013,10000000
6391,917.905,10000000
6392,917.732,10000000
6393,918.526,10000000
6394,919.222,10000000
6395,918.571,10000000
6396,918.438,10000000
6397,918.099,10000000
6398,918.521,10000000
6399,918.281,10000000
6400,917.638,10000000
6401,917.130,10000000
6402,918.653,10000000
6403,918.926,10000000
6404,918.342,10000000
6405,918.756,10000000
6406,917.168,10000000
6407,916.921,10000000
6408,915.664,10000000
6409,916.846,10000000
6410,916.504,10000000
6411,915.875,10000000
6412,915.870,10000000
6413,917.210,10000000
6414,917.541,10000000
6415,917.989,10000000
6416,917.642,10000000
6417,917.780,10000000
6418,917.820,10000000
6419,918.759,10000000
6420,917.827,10000000
6421,916.710,10000000
6422,916.295,10000000
6423,917.139,10000000
6424,917.358,10000000
6425,918.137,10000000
6426,917.840,10000000
6427,918.374,10000000
6428,916.375,10000000
6429,917.197,10000000
6430,917.605,10000000
6431,917.705,10000000
6432,915.976,10000000
6433,917.105,10000000
6434,917.315,10000000
6435,917.434,10000000
6436,916.501,10000000
6437,916.257,10000000
6438,915.661,10000000
6439,916.593,10000000
6440,916.578,10000000
6441,916.954,10000000
6442,917.839,10000000
6443,917.942,10000000
6444,917.655,10000000
6445,917.399,10000000
6446,916.746,10000000
6447,916.198,10000000
6448,916.101,10000000
6449,915.883,10000000
6450,916.754,10000000
6451,917.181,10000000
6452,916.900,10000000
6453,916.588,10000000
6454,915.480,10000000
6455,916.323,10000000
6456,918.092,10000000
6457,916.434,10000000
6458,916.774,10000000
6459,915.520,10000000
6460,916.859,10000000
6461,915.697,10000000
6462,914.755,10000000
6463,914.789,10000000
6464,914.959,10000000
6465,915.935,10000000
6466,917.479,10000000
6467,917.291,10000000
6468,916.262,10000000
6469,917.396,10000000
6470,917.220,10000000
6471,917.955,10000000
6472,916.964,10000000
6473,917.157,10000000
6474,917.036,10000000
6475,916.091,10000000
6476,915.152,10000000
6477,915.421,10000000
6478,916.449,10000000
6479,916.044,10000000
6480,916.946,10000000
6481,917.676,10000000
6482,917.053,10000000
6483,917.098,10000000
6484,917.486,10000000
6485,917.679,10000000
6486,917.910,10000000
6487,918.147,10000000
6488,917.500,10000000
6489,917.026,10000000
6490,917.198,10000000
6491,917.030,10000000
6492,917.024,10000000
6493,915.701,10000000
6494,916.539,10000000
6495,917.015,10000000
6496,917.773,10000000
6497,917.971,10000000
6498,916.675,10000000
6499,916.260,10000000
6500,916.723,10000000
6501,916.964,10000000
6502,916.864,10000000
6503,914.798,10000000
6504,914.394,10000000
6505,915.379,10000000
6506,916.124,10000000
6507,916.560,10000000
6508,915.117,10000000
6509,914.414,10000000
6510,915.614,10000000
6511,915.615,10000000
6512,915.396,10000000
6513,915.637,10000000
6514,915.212,10000000
6515,915.333,10000000
6516,915.103,10000000
6517,916.040,10000000
6518,915.867,10000000
6519,916.118,10000000
6520,914.225,10000000
6521,914.367,10000000
6522,914.389,10000000
6523,913.860,10000000
6524,913.884,10000000
6525,914.254,10000000
6526,914.238,10000000
6527,914.366,10000000
6528,913.790,10000000
6529,914.707,10000000
6530,913.838,10000000
6531,915.330,10000000
6532,916.171,10000000
6533,914.628,10000000
6534,913.640,10000000
6535,914.731,10000000
6536,915.450,10000000
6537,915.309,10000000
6538,914.541,10000000
6539,914.264,10000000
6540,914.574,10000000
6541,914.664,10000000
6542,914.053,10000000
6543,914.995,10000000
6544,914.457,10000000
