a5_V_10000000ohm,absdiff_V_10000000ohm,a5_V_1000000ohm,absdiff_V_1000000ohm,a5_V_330000ohm,absdiff_V_330000ohm,a5_V_10000ohm,absdiff_V_10000ohm,a5_V_1ohm,absdiff_V_1ohm
,,0.8025,0.4037,0.6349,0.2645,0.7268,0.3005,1.3821,0.4881
,,0.8067,0.3904,0.6376,0.2699,0.7274,0.3120,1.3846,0.4941
,,0.8071,0.4014,0.6382,0.2874,0.7300,0.3056,1.3861,0.4728
,,0.8099,0.4079,0.6385,0.2846,0.7330,0.3183,1.3890,0.4860
,,0.8112,0.3912,0.6400,0.2743,0.7345,0.3042,1.3938,0.4903
,,0.8114,0.3916,0.6436,0.2888,0.7358,0.3027,1.3962,0.4850
,,0.8138,0.3954,0.6450,0.2890,0.7363,0.3170,1.3991,0.4871
,,0.8138,0.4093,0.6456,0.2919,0.7372,0.3203,1.4036,0.4738
,,0.8147,0.4033,0.6474,0.2798,0.7388,0.3064,1.4047,0.4905
,,0.8151,0.3946,0.6475,0.2770,0.7412,0.3235,1.4086,0.4911
,,0.8170,0.3902,0.6519,0.2784,0.7438,0.3080,1.4087,0.4754
,,0.8198,0.4105,0.6530,0.2965,0.7467,0.3225,1.4102,0.4955
,,0.8203,0.4190,0.6543,0.3019,0.7496,0.3231,1.4171,0.4913
,,0.8226,0.4014,0.6548,0.2965,0.7502,0.3191,1.4174,0.4659
,,0.8229,0.4099,0.6577,0.2850,0.7502,0.3265,1.4208,0.4899
,,0.8231,0.3992,0.6586,0.3009,0.7529,0.3283,1.4226,0.4772
,,0.8232,0.4117,0.6594,0.2993,0.7536,0.3295,1.4275,0.4931
,,0.8233,0.4099,0.6597,0.2856,0.7548,0.3112,1.4281,0.4927
,,0.8235,0.4006,0.6621,0.3068,0.7582,0.3187,1.4299,0.4899
,,0.8246,0.4141,0.6632,0.3092,0.7585,0.3036,1.4338,0.4933
,,0.8274,0.3998,0.6634,0.2830,0.7610,0.3293,1.4366,0.4961
,,0.8319,0.4141,0.6636,0.2888,0.7619,0.3160,1.4388,0.4963
,,0.8336,0.3998,0.6638,0.3003,0.7646,0.3170,1.4409,0.4810
,,0.8339,0.4162,0.6641,0.2876,0.7678,0.3122,1.4459,0.5044
,,0.8339,0.4166,0.6641,0.2895,0.7684,0.3352,1.4494,0.4981
,,0.8364,0.4178,0.6644,0.3044,0.7713,0.3197,1.4506,0.4951
,,0.8383,0.4059,0.6645,0.2997,0.7733,0.3442,1.4523,0.4951
,,0.8396,0.4075,0.6648,0.2832,0.7749,0.3348,1.4556,0.4949
,,0.8402,0.4244,0.6648,0.3023,0.7763,0.3255,1.4589,0.4854
,,0.8407,0.4182,0.6650,0.2852,0.7770,0.3225,1.4612,0.4854
,,0.8417,0.4049,0.6650,0.2888,0.7795,0.3348,1.4619,0.4852
,,0.8426,0.4061,0.6652,0.3025,0.7806,0.3382,1.4620,0.5022
,,0.8460,0.4212,0.6653,0.3017,0.7852,0.3434,1.4638,0.4760
,,0.8463,0.4202,0.6654,0.3044,0.7870,0.3416,1.4644,0.4957
,,0.8487,0.4242,0.6655,0.2772,0.7905,0.3459,1.4660,0.4858
,,0.8491,0.4242,0.6656,0.2796,0.7916,0.3340,1.4669,0.5020
,,0.8499,0.4083,0.6656,0.2862,0.7932,0.3487,1.4692,0.5010
,,0.8510,0.4008,0.6657,0.2997,0.7950,0.3436,1.4767,0.5038
,,0.8542,0.4270,0.6660,0.2846,0.7955,0.3340,1.4771,0.4754
,,0.8547,0.4101,0.6660,0.3029,0.7959,0.3416,1.4785,0.4975
,,0.8547,0.4250,0.6662,0.3015,0.8041,0.3473,1.4787,0.5038
,,0.8553,0.4242,0.6663,0.3005,0.8056,0.3497,1.4807,0.5046
,,0.8573,0.4101,0.6665,0.2897,0.8059,0.3507,1.4829,0.4893
,,0.8587,0.4286,0.6667,0.2862,0.8080,0.3332,1.4859,0.5030
,,0.8599,0.4280,0.6669,0.3005,0.8111,0.3328,1.4865,0.5038
,,0.8614,0.4091,0.6671,0.3005,0.8118,0.3527,1.4892,0.4967
,,0.8619,0.4315,0.6671,0.3029,0.8120,0.3364,1.4897,0.4808
,,0.8654,0.4309,0.6674,0.3009,0.8153,0.3505,1.4962,0.4836
,,0.8668,0.4093,0.6676,0.3021,0.8164,0.3352,1.4964,0.5003
,,0.8683,0.4180,0.6677,0.2858,0.8181,0.3372,1.5002,0.4975
,,0.8696,0.4188,0.6679,0.3019,0.8184,0.3606,1.5006,0.5042
,,0.8700,0.4182,0.6681,0.3013,0.8186,0.3326,1.5070,0.4901
,,0.8705,0.4111,0.6682,0.2921,0.8189,0.3322,1.5083,0.5034
,,0.8768,0.4182,0.6686,0.2985,0.8203,0.3608,1.5108,0.5038
,,0.8795,0.4214,0.6693,0.2860,0.8224,0.3442,1.5133,0.5052
,,0.8814,0.4349,0.6693,0.3084,0.8251,0.3551,1.5139,0.5012
,,0.8826,0.4258,0.6697,0.2856,0.8278,0.3326,1.5141,0.4812
,,0.8828,0.4359,0.6697,0.3050,0.8297,0.3565,1.5150,0.5012
,,0.8831,0.4198,0.6700,0.2999,0.8307,0.3428,1.5204,0.4794
,,0.8840,0.4147,0.6700,0.3017,0.8309,0.3446,1.5242,0.5060
,,0.8864,0.4472,0.6701,0.2854,0.8336,0.3354,1.5262,0.5058
,,0.8946,0.4274,0.6703,0.3048,0.8349,0.3448,1.5266,0.5090
,,0.8949,0.4250,0.6704,0.2872,0.8371,0.3406,1.5269,0.4953
,,0.8957,0.4397,0.6704,0.2933,0.8379,0.3448,1.5333,0.4907
,,0.8965,0.4423,0.6706,0.2993,0.8393,0.3537,1.5342,0.5078
,,0.8980,0.4454,0.6748,0.2858,0.8399,0.3632,1.5359,0.4923
,,0.9031,0.4433,0.6759,0.3108,0.8415,0.3595,1.5398,0.5088
,,0.9036,0.4510,0.6781,0.3100,0.8437,0.3664,1.5406,0.4887
,,0.9039,0.4460,0.6783,0.3116,0.8456,0.3726,1.5417,0.5146
,,0.9050,0.4441,0.6785,0.2999,0.8461,0.3646,1.5463,0.4941
,,0.9056,0.4474,0.6836,0.3013,0.8465,0.3656,1.5465,0.4923
,,0.9067,0.4452,0.6851,0.3203,0.8494,0.3539,1.5537,0.4963
,,0.9087,0.4444,0.6893,0.2991,0.8497,0.3487,1.5544,0.5064
,,0.9132,0.4391,0.6921,0.3185,0.8510,0.3521,1.5556,0.5165
,,0.9153,0.4286,0.6973,0.3052,0.8514,0.3642,1.5583,0.4995
,,0.9168,0.4421,0.6995,0.3217,0.8515,0.3650,1.5637,0.5098
,,0.9170,0.4397,0.7001,0.3040,0.8528,0.3535,1.5639,0.4959
,,0.9196,0.4542,0.7035,0.3102,0.8550,0.3491,1.5642,0.5066
,,0.9221,0.4568,0.7074,0.3056,0.8551,0.3575,1.5662,0.4891
,,0.9236,0.4520,0.7085,0.3342,0.8629,0.3775,1.5708,0.4975
,,0.9238,0.4534,0.7134,0.3348,0.8653,0.3722,1.5727,0.5112
,,0.9239,0.4572,0.7146,0.3334,0.8702,0.3739,1.5758,0.5090
,,0.9243,0.4395,0.7152,0.3311,0.8706,0.3799,1.5802,0.5092
,,0.9269,0.4570,0.7209,0.3203,0.8721,0.3618,1.5810,0.5122
,,0.9301,0.4574,0.7214,0.3344,0.8794,0.3610,1.5818,0.5010
,,0.9314,0.4319,0.7274,0.3380,0.8803,0.3722,1.5856,0.4987
,,0.9330,0.4413,0.7280,0.3223,0.8810,0.3579,1.5858,0.4989
,,0.9332,0.4407,0.7330,0.3422,0.8817,0.3624,1.5888,0.5114
,,0.9363,0.4585,0.7343,0.3251,0.8830,0.3640,1.5905,0.5120
,,0.9368,0.4454,0.7356,0.3426,0.8852,0.3809,1.5911,0.4856
,,0.9380,0.4578,0.7372,0.3289,0.8907,0.3795,1.5940,0.4999
,,0.9406,0.4458,0.7392,0.3316,0.8942,0.3795,1.5960,0.5003
,,0.9419,0.4593,0.7408,0.3469,0.8962,0.3880,1.5966,0.4987
,,0.9422,0.4480,0.7450,0.3454,0.8963,0.3692,1.5966,0.5100
,,0.9432,0.4587,0.7493,0.3477,0.8978,0.3831,1.5967,0.4959
,,0.9453,0.4611,0.7504,0.3396,0.8984,0.3884,1.5974,0.4957
,,0.9473,0.4625,0.7519,0.3481,0.8993,0.3851,1.6010,0.5032
,,0.9483,0.4703,0.7563,0.3579,0.9027,0.3749,1.6043,0.4987
,,0.9484,0.4637,0.7567,0.3382,0.9029,0.3664,1.6055,0.5146
,,0.9490,0.4498,0.7595,0.3342,0.9060,0.3827,1.6059,0.5132
,,0.9513,0.4441,0.7612,0.3533,0.9088,0.3628,1.6093,0.4915
,,0.9526,0.4647,0.7660,0.3553,0.9131,0.3920,1.6098,0.4915
,,0.9594,0.4663,0.7684,0.3380,0.9135,0.3847,1.6131,0.5142
,,0.9595,0.4534,0.7698,0.3598,0.9162,0.3865,1.6152,0.5120
,,0.9615,0.4744,0.7715,0.3467,0.9225,0.3745,1.6159,0.5108
,,0.9616,0.4530,0.7770,0.3465,0.9227,0.3728,1.6172,0.5020
,,0.9618,0.4542,0.7788,0.3638,0.9251,0.3789,1.6172,0.5144
,,0.9642,0.4673,0.7801,0.3628,0.9322,0.3948,1.6178,0.4999
,,0.9652,0.4522,0.7830,0.3650,0.9327,0.3918,1.6200,0.5026
,,0.9671,0.4671,0.7864,0.3634,0.9335,0.3950,1.6202,0.5140
,,0.9691,0.4705,0.7910,0.3704,0.9373,0.3747,1.6215,0.5157
,,0.9696,0.4697,0.7952,0.3674,0.9394,0.3990,1.6230,0.5012
,,0.9712,0.4711,0.7953,0.3585,0.9397,0.3825,1.6245,0.5003
,,0.9735,0.4470,0.7974,0.3602,0.9412,0.3797,1.6261,0.5132
,,0.9757,0.4671,0.7989,0.3602,0.9428,0.3936,1.6267,0.5146
,,0.9761,0.4601,0.7995,0.3702,0.9438,0.3833,1.6269,0.5124
,,0.9789,0.4609,0.8047,0.3646,0.9468,0.3998,1.6276,0.5050
,,0.9804,0.4719,0.8064,0.3644,0.9498,0.4014,1.6305,0.5134
,,0.9806,0.4776,0.8146,0.3787,0.9505,0.3998,1.6319,0.5070
,,0.9835,0.4593,0.8182,0.3620,0.9544,0.3900,1.6346,0.5201
,,0.9850,0.4627,0.8202,0.3807,0.9545,0.3819,1.6350,0.5140
,,0.9864,0.4637,0.8260,0.3628,0.9572,0.3898,1.6366,0.5048
,,0.9867,0.4738,0.8265,0.3813,0.9582,0.3875,1.6370,0.5016
,,0.9922,0.4651,0.8290,0.3612,0.9592,0.3880,1.6389,0.5189
,,0.9925,0.4796,0.8315,0.3783,0.9612,0.4083,1.6396,0.5030
,,0.9938,0.4621,0.8370,0.3946,0.9661,0.4055,1.6409,0.5215
,,0.9974,0.4770,0.8394,0.3694,0.9676,0.3900,1.6410,0.5008
,,0.9993,0.4792,0.8415,0.3805,0.9694,0.4073,1.6412,0.5179
,,1.0002,0.4770,0.8451,0.3936,0.9701,0.3869,1.6426,0.5219
,,1.0028,0.4802,0.8475,0.3952,0.9713,0.4045,1.6442,0.5179
,,1.0052,0.4709,0.8487,0.3976,0.9747,0.4099,1.6445,0.5034
,,1.0057,0.4810,0.8487,0.4006,0.9750,0.3843,1.6455,0.5187
,,1.0062,0.4903,0.8502,0.3990,0.9767,0.4085,1.6458,0.5082
,,1.0069,0.4659,0.8515,0.3732,0.9782,0.4089,1.6467,0.5048
,,1.0105,0.4852,0.8517,0.3940,0.9787,0.4085,1.6473,0.5003
,,1.0122,0.4580,0.8571,0.3958,0.9793,0.4101,1.6486,0.5056
,,1.0141,0.4840,0.8587,0.3763,0.9800,0.3948,1.6495,0.5108
,,1.0154,0.4641,0.8669,0.3799,0.9844,0.4105,1.6495,0.5193
,,1.0181,0.4830,0.8673,0.3996,0.9861,0.3948,1.6525,0.5157
,,1.0187,0.4665,0.8681,0.3916,0.9866,0.4089,1.6534,0.5157
,,1.0201,0.4834,0.8710,0.3968,0.9869,0.4021,1.6563,0.5134
,,1.0203,0.4774,0.8746,0.3865,0.9908,0.4129,1.6564,0.5066
,,1.0204,0.4836,0.8788,0.3892,0.9910,0.3966,1.6571,0.5181
,,1.0232,0.4721,0.8830,0.4049,0.9926,0.3976,1.6571,0.5215
,,1.0240,0.4705,0.8843,0.4051,0.9929,0.3994,1.6573,0.5177
,,1.0285,0.4879,0.8847,0.4051,0.9930,0.4035,1.6602,0.5185
,,1.0297,0.4879,0.8857,0.3855,0.9937,0.4157,1.6602,0.5267
,,1.0338,0.4917,0.8861,0.4155,1.0008,0.4111,1.6614,0.5076
,,1.0340,0.4927,0.8862,0.4083,1.0024,0.4133,1.6616,0.5165
,,1.0346,0.4782,0.8894,0.3982,1.0048,0.4135,1.6620,0.5074
,,1.0361,0.4695,0.8909,0.3992,1.0124,0.4212,1.6635,0.5040
,,1.0389,0.4915,0.8915,0.4091,1.0132,0.3948,1.6641,0.5173
,,1.0421,0.4927,0.8984,0.3892,1.0166,0.4202,1.6653,0.5064
,,1.0427,0.4923,0.8993,0.3924,1.0178,0.4182,1.6661,0.5028
,,1.0444,0.4909,0.9034,0.4008,1.0230,0.4067,1.6669,0.5259
,,1.0458,0.4798,0.9052,0.4016,1.0231,0.4174,1.6675,0.5072
,,1.0478,0.4697,0.9081,0.4131,1.0239,0.4166,1.6688,0.5193
,,1.0497,0.4812,0.9086,0.4178,1.0246,0.4276,1.6689,0.5189
,,1.0498,0.4834,0.9103,0.4004,1.0286,0.4063,1.6697,0.5018
,,1.0521,0.4923,0.9130,0.4192,1.0315,0.4220,1.6698,0.5056
,,1.0545,0.5005,0.9148,0.3994,1.0356,0.4071,1.6716,0.5219
,,1.0566,0.4824,0.9155,0.4039,1.0372,0.3990,1.6723,0.5298
,,1.0580,0.4927,0.9166,0.4149,1.0383,0.4236,1.6724,0.5030
,,1.0607,0.5005,0.9239,0.4093,1.0389,0.4111,1.6727,0.5044
,,1.0633,0.4969,0.9249,0.4188,1.0420,0.4113,1.6730,0.5225
,,1.0657,0.4879,0.9279,0.4059,1.0453,0.4355,1.6744,0.5187
,,1.0663,0.4830,0.9292,0.4206,1.0456,0.4159,1.6750,0.5062
,,1.0665,0.4971,0.9298,0.4097,1.0473,0.4127,1.6758,0.5052
,,1.0681,0.5008,0.9304,0.4230,1.0484,0.4145,1.6760,0.5140
,,1.0729,0.5040,0.9379,0.4178,1.0486,0.4202,1.6764,0.5175
,,1.0742,0.5078,0.9385,0.4099,1.0532,0.4170,1.6766,0.5193
,,1.0761,0.5005,0.9389,0.4045,1.0541,0.4290,1.6769,0.4981
,,1.0774,0.5078,0.9396,0.4111,1.0551,0.4149,1.6771,0.5197
,,1.0784,0.4899,0.9399,0.4093,1.0599,0.4176,1.6775,0.5237
,,1.0796,0.4887,0.9436,0.4157,1.0629,0.4222,1.6788,0.5022
,,1.0811,0.5038,0.9500,0.4313,1.0643,0.4298,1.6790,0.5283
,,1.0819,0.4905,0.9503,0.4315,1.0680,0.4329,1.6807,0.5114
,,1.0873,0.4911,0.9569,0.4129,1.0681,0.4164,1.6808,0.5054
,,1.0874,0.5032,0.9573,0.4270,1.0683,0.4333,1.6808,0.5169
,,1.0882,0.5066,0.9594,0.4083,1.0698,0.4329,1.6817,0.5086
,,1.0933,0.5084,0.9595,0.4159,1.0725,0.4335,1.6820,0.5267
,,1.0938,0.5076,0.9640,0.4186,1.0760,0.4194,1.6824,0.5034
,,1.0944,0.5076,0.9654,0.4335,1.0793,0.4311,1.6826,0.4987
,,1.0973,0.5032,0.9687,0.4421,1.0803,0.4319,1.6827,0.5213
,,1.0973,0.5062,0.9726,0.4230,1.0824,0.4343,1.6828,0.5221
,,1.0985,0.4947,0.9728,0.4381,1.0837,0.4307,1.6829,0.5068
,,1.1027,0.4969,0.9750,0.4256,1.0853,0.4353,1.6830,0.4993
,,1.1037,0.5108,0.9754,0.4210,1.0891,0.4252,1.6833,0.5273
,,1.1057,0.5126,0.9793,0.4264,1.0917,0.4252,1.6837,0.5195
,,1.1060,0.5090,0.9821,0.4375,1.0926,0.4240,1.6846,0.5233
,,1.1085,0.5134,0.9844,0.4244,1.0931,0.4254,1.6847,0.5221
,,1.1099,0.5112,0.9881,0.4298,1.0975,0.4389,1.6852,0.5084
,,1.1142,0.5044,0.9899,0.4411,1.0975,0.4407,1.6854,0.5052
,,1.1146,0.4987,0.9902,0.4423,1.1006,0.4226,1.6858,0.5324
,,1.1148,0.4864,0.9932,0.4437,1.1040,0.4437,1.6861,0.5263
,,1.1180,0.4961,0.9936,0.4298,1.1049,0.4395,1.6863,0.5267
,,1.1216,0.5157,0.9940,0.4339,1.1056,0.4280,1.6864,0.5092
,,1.1234,0.5138,0.9977,0.4435,1.1082,0.4504,1.6866,0.5247
,,1.1284,0.4941,1.0005,0.4472,1.1099,0.4254,1.6867,0.5118
,,1.1286,0.5018,1.0015,0.4444,1.1107,0.4282,1.6867,0.5233
,,1.1338,0.5054,1.0028,0.4470,1.1127,0.4431,1.6871,0.5239
,,1.1338,0.5155,1.0053,0.4373,1.1147,0.4303,1.6875,0.5038
,,1.1352,0.5005,1.0059,0.4474,1.1161,0.4448,1.6875,0.5080
,,1.1365,0.5052,1.0065,0.4345,1.1188,0.4464,1.6876,0.5090
,,1.1370,0.5074,1.0160,0.4496,1.1196,0.4296,1.6876,0.5223
,,1.1420,0.5106,1.0188,0.4266,1.1256,0.4444,1.6879,0.5126
,,1.1423,0.5181,1.0202,0.4508,1.1258,0.4496,1.6880,0.5306
,,1.1457,0.5221,1.0234,0.4540,1.1271,0.4435,1.6881,0.5247
,,1.1497,0.5068,1.0271,0.4397,1.1288,0.4240,1.6885,0.5088
,,1.1532,0.5223,1.0294,0.4405,1.1288,0.4363,1.6887,0.5062
,,1.1549,0.5209,1.0358,0.4315,1.1288,0.4450,1.6887,0.5221
,,1.1562,0.5189,1.0412,0.4433,1.1334,0.4349,1.6889,0.5100
,,1.1571,0.5100,1.0413,0.4446,1.1342,0.4309,1.6889,0.5205
,,1.1585,0.4979,1.0415,0.4532,1.1345,0.4530,1.6891,0.5245
,,1.1611,0.5086,1.0423,0.4425,1.1350,0.4452,1.6894,0.5157
,,1.1617,0.5231,1.0476,0.4444,1.1369,0.4258,1.6896,0.5217
,,1.1652,0.5207,1.0482,0.4585,1.1388,0.4516,1.6897,0.5209
,,1.1680,0.5134,1.0509,0.4496,1.1427,0.4466,1.6897,0.5221
,,1.1685,0.5310,1.0521,0.4369,1.1443,0.4377,1.6897,0.5237
,,1.1716,0.5253,1.0562,0.4506,1.1457,0.4361,1.6899,0.5100
,,1.1726,0.5271,1.0579,0.4518,1.1508,0.4343,1.6901,0.5086
,,1.1769,0.5044,1.0597,0.4510,1.1524,0.4498,1.6909,0.5179
,,1.1779,0.5298,1.0661,0.4645,1.1575,0.4593,1.6910,0.5010
,,1.1791,0.5177,1.0691,0.4715,1.1580,0.4536,1.6910,0.5257
,,1.1838,0.5157,1.0696,0.4649,1.1630,0.4566,1.6912,0.5092
,,1.1850,0.5042,1.0698,0.4458,1.1648,0.4562,1.6912,0.5231
,,1.1855,0.5304,1.0752,0.4643,1.1705,0.4530,1.6913,0.5104
,,1.1883,0.5205,1.0769,0.4657,1.1712,0.4556,1.6915,0.5219
,,1.1900,0.5149,1.0782,0.4548,1.1717,0.4413,1.6916,0.5237
,,1.1923,0.5281,1.0794,0.4764,1.1730,0.4524,1.6918,0.5219
,,1.1943,0.5167,1.0805,0.4734,1.1741,0.4423,1.6919,0.5197
,,1.1962,0.5354,1.0844,0.4578,1.1771,0.4631,1.6921,0.5102
,,1.1967,0.5388,1.0890,0.4705,1.1783,0.4528,1.6924,0.5136
,,1.1983,0.5294,1.0936,0.4564,1.1818,0.4339,1.6925,0.5024
,,1.1998,0.5306,1.0942,0.4582,1.1833,0.4409,1.6929,0.5213
,,1.1999,0.5197,1.0996,0.4522,1.1874,0.4429,1.6932,0.5068
,,1.2008,0.5314,1.1014,0.4717,1.1886,0.4435,1.6932,0.5167
,,1.2015,0.5203,1.1034,0.4701,1.1904,0.4476,1.6933,0.5185
,,1.2022,0.5334,1.1084,0.4752,1.1923,0.4607,1.6934,0.5102
,,1.2024,0.5402,1.1090,0.4766,1.1974,0.4589,1.6935,0.5267
,,1.2042,0.5356,1.1093,0.4750,1.1975,0.4582,1.6936,0.5229
,,1.2065,0.5215,1.1156,0.4623,1.1984,0.4544,1.6937,0.5235
,,1.2101,0.5138,1.1167,0.4601,1.1994,0.4637,1.6943,0.5104
,,1.2140,0.5320,1.1167,0.4782,1.2026,0.4435,1.6948,0.5110
,,1.2151,0.5241,1.1221,0.4812,1.2030,0.4663,1.6948,0.5235
,,1.2158,0.5412,1.1264,0.4788,1.2046,0.4385,1.6951,0.5066
,,1.2169,0.5217,1.1277,0.4844,1.2056,0.4655,1.6952,0.5225
,,1.2174,0.5356,1.1301,0.4667,1.2079,0.4625,1.6961,0.5088
,,1.2213,0.5412,1.1341,0.4667,1.2098,0.4617,1.6962,0.5092
,,1.2255,0.5249,1.1358,0.4683,1.2099,0.4585,1.6962,0.5181
,,1.2278,0.5457,1.1393,0.4796,1.2131,0.4486,1.6962,0.5209
,,1.2283,0.5249,1.1407,0.4798,1.2141,0.4623,1.6963,0.5080
,,1.2293,0.5386,1.1444,0.4699,1.2153,0.4464,1.6963,0.5090
,,1.2294,0.5207,1.1473,0.4867,1.2171,0.4528,1.6967,0.5237
,,1.2335,0.5392,1.1496,0.4611,1.2196,0.4625,1.6968,0.5082
,,1.2345,0.5149,1.1510,0.4848,1.2201,0.4452,1.6968,0.5249
,,1.2364,0.5390,1.1535,0.4864,1.2216,0.4373,1.6969,0.5213
,,1.2368,0.5149,1.1594,0.4840,1.2237,0.4524,1.6970,0.5223
,,1.2388,0.5406,1.1598,0.4846,1.2261,0.4568,1.6979,0.5245
,,1.2395,0.5402,1.1626,0.4846,1.2277,0.4663,1.6983,0.5072
,,1.2396,0.5422,1.1633,0.4867,1.2293,0.4744,1.6984,0.5205
,,1.2400,0.5382,1.1639,0.4750,1.2305,0.4663,1.6985,0.5195
,,1.2406,0.5437,1.1665,0.4899,1.2314,0.4504,1.6987,0.5010
,,1.2416,0.5439,1.1679,0.4887,1.2318,0.4665,1.6988,0.5132
,,1.2440,0.5296,1.1730,0.4875,1.2321,0.4637,1.6989,0.5257
,,1.2443,0.5426,1.1750,0.4766,1.2346,0.4506,1.6994,0.5018
,,1.2470,0.5414,1.1759,0.4800,1.2384,0.4661,1.6995,0.5062
,,1.2484,0.5414,1.1761,0.4907,1.2387,0.4643,1.6995,0.5086
,,1.2486,0.5471,1.1819,0.4887,1.2402,0.4681,1.6995,0.5104
,,1.2523,0.5535,1.1850,0.4758,1.2420,0.4540,1.6995,0.5205
,,1.2550,0.5422,1.1880,0.4953,1.2445,0.4576,1.6995,0.5275
,,1.2582,0.5424,1.1903,0.4800,1.2446,0.4574,1.6996,0.5066
,,1.2584,0.5477,1.1915,0.4814,1.2463,0.4520,1.6996,0.5080
,,1.2592,0.5422,1.1972,0.4933,1.2482,0.4556,1.6997,0.5108
,,1.2623,0.5499,1.1980,0.4820,1.2529,0.4683,1.6997,0.5120
,,1.2636,0.5271,1.1986,0.5001,1.2537,0.4456,1.6998,0.5104
,,1.2655,0.5422,1.1991,0.4806,1.2554,0.4476,1.6998,0.5112
,,1.2655,0.5551,1.2050,0.4826,1.2583,0.4665,1.6998,0.5257
,,1.2679,0.5433,1.2081,0.4752,1.2601,0.4532,1.7000,0.5056
,,1.2691,0.5273,1.2119,0.4780,1.2601,0.4576,1.7003,0.5088
,,1.2700,0.5322,1.2128,0.5026,1.2603,0.4748,1.7004,0.5052
,,1.2731,0.5362,1.2150,0.4875,1.2609,0.4752,1.7004,0.5102
,,1.2743,0.5559,1.2175,0.4858,1.2614,0.4558,1.7005,0.5203
,,1.2755,0.5493,1.2195,0.4975,1.2661,0.4717,1.7007,0.5094
,,1.2757,0.5447,1.2211,0.4854,1.2663,0.4693,1.7009,0.5229
,,1.2773,0.5479,1.2223,0.4991,1.2704,0.4711,1.7010,0.5207
,,1.2776,0.5433,1.2269,0.4991,1.2708,0.4726,1.7011,0.5064
,,1.2786,0.5374,1.2308,0.4844,1.2720,0.4760,1.7011,0.5179
,,1.2791,0.5493,1.2339,0.4909,1.2722,0.4556,1.7012,0.5207
,,1.2793,0.5491,1.2353,0.5048,1.2748,0.4578,1.7014,0.5235
,,1.2801,0.5487,1.2360,0.4860,1.2748,0.4605,1.7015,0.5084
,,1.2804,0.5469,1.2398,0.5042,1.2753,0.4496,1.7017,0.5249
,,1.2808,0.5471,1.2401,0.5020,1.2781,0.4713,1.7021,0.5120
,,1.2812,0.5404,1.2409,0.4921,1.2810,0.4597,1.7021,0.5207
,,1.2825,0.5265,1.2469,0.5044,1.2842,0.4766,1.7022,0.5108
,,1.2826,0.5366,1.2504,0.5050,1.2868,0.4597,1.7022,0.5114
,,1.2850,0.5358,1.2506,0.5012,1.2898,0.4752,1.7023,0.5076
,,1.2861,0.5366,1.2507,0.4883,1.2902,0.4758,1.7023,0.5094
,,1.2863,0.5543,1.2579,0.4945,1.2905,0.4587,1.7023,0.5104
,,1.2868,0.5346,1.2597,0.5066,1.2927,0.4810,1.7023,0.5255
,,1.2939,0.5505,1.2601,0.4961,1.2940,0.4810,1.7024,0.5088
,,1.2958,0.5529,1.2634,0.5072,1.2998,0.4750,1.7026,0.5070
,,1.2965,0.5265,1.2681,0.5050,1.3002,0.4637,1.7026,0.5136
,,1.2966,0.5372,1.2736,0.4941,1.3012,0.4748,1.7027,0.5106
,,1.3003,0.5501,1.2743,0.5078,1.3024,0.4776,1.7027,0.5122
,,1.3003,0.5505,1.2778,0.4854,1.3029,0.4762,1.7027,0.5128
,,1.3013,0.5499,1.2820,0.5084,1.3041,0.4617,1.7027,0.5231
,,1.3035,0.5521,1.2827,0.4959,1.3087,0.4800,1.7028,0.5074
,,1.3060,0.5545,1.2905,0.5108,1.3098,0.4844,1.7028,0.5114
,,1.3071,0.5402,1.2922,0.5118,1.3099,0.4621,1.7028,0.5157
,,1.3092,0.5582,1.2946,0.5104,1.3118,0.4649,1.7028,0.5300
,,1.3098,0.5306,1.2990,0.5134,1.3135,0.4665,1.7029,0.5080
,,1.3099,0.5535,1.3024,0.4899,1.3140,0.4762,1.7029,0.5207
,,1.3134,0.5523,1.3057,0.5171,1.3163,0.4730,1.7029,0.5300
,,1.3137,0.5398,1.3067,0.5144,1.3186,0.4611,1.7031,0.5074
,,1.3144,0.5318,1.3086,0.5151,1.3196,0.4802,1.7031,0.5100
,,1.3152,0.5431,1.3136,0.5028,1.3224,0.4667,1.7031,0.5273
,,1.3165,0.5420,1.3146,0.5012,1.3239,0.4758,1.7032,0.5197
,,1.3202,0.5402,1.3148,0.4999,1.3254,0.4780,1.7032,0.5217
,,1.3204,0.5572,1.3185,0.5179,1.3271,0.4806,1.7032,0.5217
,,1.3229,0.5372,1.3212,0.5040,1.3280,0.4695,1.7033,0.5078
,,1.3240,0.5539,1.3266,0.5205,1.3297,0.4659,1.7033,0.5108
,,1.3263,0.5537,1.3271,0.5163,1.3310,0.4879,1.7034,0.5020
,,1.3268,0.5535,1.3312,0.4931,1.3318,0.4677,1.7034,0.5132
,,1.3288,0.5467,1.3338,0.5215,1.3324,0.4675,1.7034,0.5221
,,1.3288,0.5559,1.3397,0.5167,1.3357,0.4812,1.7034,0.5259
,,1.3309,0.5400,1.3410,0.5239,1.3390,0.4693,1.7035,0.5080
,,1.3349,0.5588,1.3435,0.5193,1.3428,0.4687,1.7035,0.5100
,,1.3350,0.5630,1.3436,0.5181,1.3438,0.4830,1.7035,0.5120
,,1.3409,0.5441,1.3454,0.5104,1.3448,0.4560,1.7035,0.5120
