t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,11409,12398,2.298096,2.497308,-0.199213
43,-0.4960,11407,12382,2.297693,2.494085,-0.196393
84,-0.4550,11419,12391,2.300110,2.495898,-0.195788
125,-0.4140,11423,12399,2.300916,2.497510,-0.196594
166,-0.3730,11431,12411,2.302527,2.499927,-0.197400
207,-0.3320,11428,12423,2.301923,2.502344,-0.200421
248,-0.2910,11463,12515,2.308973,2.520875,-0.211903
289,-0.2500,11411,12447,2.298498,2.507178,-0.208680
330,-0.2090,11405,12479,2.297290,2.513624,-0.216334
371,-0.1680,11391,12495,2.294470,2.516847,-0.222377
412,-0.1270,11386,12507,2.293463,2.519264,-0.225801
453,-0.0860,11375,12512,2.291247,2.520271,-0.229024
494,-0.0450,11362,12512,2.288628,2.520271,-0.231643
536,-0.0030,1268,12453,0.255411,2.508387,-2.252976
580,0.0410,4408,12469,0.887896,2.511610,-1.623714
621,0.0820,6309,12487,1.270811,2.515235,-1.244424
662,0.1230,7561,12493,1.522999,2.516444,-0.993444
703,0.1640,8431,12507,1.698242,2.519264,-0.821022
744,0.2050,9065,12517,1.825948,2.521278,-0.695331
785,0.2460,9540,12519,1.921626,2.521681,-0.600055
827,0.2880,9916,12528,1.997363,2.523494,-0.526131
868,0.3290,10208,12479,2.056180,2.513624,-0.457444
909,0.3700,10441,12495,2.103113,2.516847,-0.413734
950,0.4110,10613,12391,2.137759,2.495898,-0.358140
991,0.4520,10772,12477,2.169786,2.513221,-0.343435
1035,0.4960,10893,12479,2.194159,2.513624,-0.319465
1076,0.5370,11001,12491,2.215913,2.516041,-0.300128
1117,0.5780,11095,12503,2.234847,2.518458,-0.283611
1158,0.6190,11167,12511,2.249350,2.520070,-0.270720
1199,0.6600,11235,12518,2.263047,2.521480,-0.258433
1240,0.7010,11260,12455,2.268083,2.508790,-0.240707
1281,0.7420,11219,12395,2.259824,2.496704,-0.236880
1323,0.7840,11206,12387,2.257206,2.495092,-0.237887
1364,0.8250,11250,12379,2.266068,2.493481,-0.227413
1405,0.8660,11283,12393,2.272716,2.496301,-0.223585
1446,0.9070,11305,12403,2.277147,2.498315,-0.221168
1487,0.9480,11326,12407,2.281377,2.499121,-0.217744
1528,0.9890,11346,12419,2.285406,2.501538,-0.216133
1569,1.0300,11350,12431,2.286211,2.503955,-0.217744
1610,1.0710,11379,12439,2.292053,2.505567,-0.213514
1652,1.1130,11379,12447,2.292053,2.507178,-0.215125
1693,1.1540,11402,12459,2.296686,2.509595,-0.212910
1734,1.1950,11419,12473,2.300110,2.512415,-0.212305
1775,1.2360,11445,12488,2.305347,2.515437,-0.210090
1816,1.2770,11447,12495,2.305750,2.516847,-0.211097
1857,1.3180,11461,12507,2.308570,2.519264,-0.210694
1898,1.3590,11474,12516,2.311188,2.521077,-0.209888
1939,1.4000,11486,12524,2.313606,2.522688,-0.209083
1981,1.4420,11488,12479,2.314008,2.513624,-0.199615
2021,1.4820,11443,12455,2.304944,2.508790,-0.203845
2063,1.5240,11347,12451,2.285607,2.507984,-0.222377
2104,1.5650,11407,12383,2.297693,2.494287,-0.196594
2145,1.6060,11363,12383,2.288830,2.494287,-0.205457
2186,1.6470,11391,12407,2.294470,2.499121,-0.204651
2227,1.6880,11395,12351,2.295276,2.487841,-0.192565
2268,1.7290,11479,12469,2.312196,2.511610,-0.199414
2309,1.7700,11425,12443,2.301318,2.506372,-0.205054
2350,1.8110,11435,12458,2.303333,2.509394,-0.206061
2391,1.8520,11455,12485,2.307361,2.514832,-0.207471
2433,1.8940,11483,12499,2.313001,2.517652,-0.204651
2474,1.9350,11490,12511,2.314411,2.520070,-0.205658
2515,1.9760,11505,12512,2.317433,2.520271,-0.202838
2556,2.0170,11504,12528,2.317231,2.523494,-0.206263
2597,2.0580,11520,12479,2.320454,2.513624,-0.193170
2638,2.0990,11451,12387,2.306556,2.495092,-0.188537
2679,2.1400,11391,12383,2.294470,2.494287,-0.199817
2720,2.1810,11411,12383,2.298498,2.494287,-0.195788
2762,2.2230,11422,12399,2.300714,2.497510,-0.196795
2803,2.2640,11426,12407,2.301520,2.499121,-0.197601
2844,2.3050,11447,12415,2.305750,2.500732,-0.194983
2885,2.3460,11460,12431,2.308368,2.503955,-0.195587
2926,2.3870,11471,12431,2.310584,2.503955,-0.193371
2967,2.4280,11487,12480,2.313807,2.513825,-0.200018
3011,2.4720,11524,12487,2.321260,2.515235,-0.193975
3052,2.5130,11458,12363,2.307966,2.490258,-0.182293
3093,2.5540,11430,12375,2.302326,2.492675,-0.190350
3134,2.5950,11439,12389,2.304138,2.495495,-0.191357
3175,2.6360,11451,12406,2.306556,2.498920,-0.192364
3217,2.6780,11469,12399,2.310181,2.497510,-0.187328
3258,2.7190,11552,12495,2.326900,2.516847,-0.189947
3299,2.7600,11499,12451,2.316224,2.507984,-0.191760
3340,2.8010,11517,12471,2.319850,2.512012,-0.192163
3381,2.8420,11530,12487,2.322468,2.515235,-0.192767
3422,2.8830,11543,12503,2.325087,2.518458,-0.193371
3463,2.9240,11551,12503,2.326698,2.518458,-0.191760
3504,2.9650,11561,12516,2.328713,2.521077,-0.192364
3546,3.0070,11574,12480,2.331331,2.513825,-0.182494
3587,3.0480,11584,12512,2.333346,2.520271,-0.186925
3628,3.0890,11536,12487,2.323677,2.515235,-0.191558
3669,3.1300,11533,12351,2.323073,2.487841,-0.164768
3710,3.1710,11447,12387,2.305750,2.495092,-0.189343
3751,3.2120,11455,12398,2.307361,2.497308,-0.189947
3792,3.2530,11467,12399,2.309778,2.497510,-0.187731
3833,3.2940,11471,12411,2.310584,2.499927,-0.189343
3875,3.3360,11481,12421,2.312598,2.501941,-0.189343
3916,3.3770,11493,12443,2.315016,2.506372,-0.191357
3957,3.4180,11519,12467,2.320253,2.511207,-0.190954
4001,3.4620,11453,12362,2.306958,2.490057,-0.183098
4042,3.5030,11455,12389,2.307361,2.495495,-0.188134
4083,3.5440,11467,12411,2.309778,2.499927,-0.190148
4124,3.5850,11485,12419,2.313404,2.501538,-0.188134
4165,3.6260,11495,12427,2.315418,2.503150,-0.187731
4206,3.6670,11499,12445,2.316224,2.506775,-0.190551
4247,3.7080,11471,12441,2.310584,2.505970,-0.195385
4288,3.7490,11555,12475,2.327504,2.512818,-0.185314
4329,3.7900,11543,12487,2.325087,2.515235,-0.190148
4371,3.8320,11551,12501,2.326698,2.518055,-0.191357
4412,3.8730,11563,12511,2.329116,2.520070,-0.190954
4453,3.9140,11573,12522,2.331130,2.522285,-0.191155
4494,3.9550,11573,12512,2.331130,2.520271,-0.189141
4535,3.9960,11552,12474,2.326900,2.512617,-0.185717
4576,4.0370,11545,12471,2.325490,2.512012,-0.186523
4617,4.0780,11483,12487,2.313001,2.515235,-0.202234
4658,4.1190,11447,12375,2.305750,2.492675,-0.186925
4700,4.1610,11455,12397,2.307361,2.497107,-0.189745
4741,4.2020,11466,12405,2.309577,2.498718,-0.189141
4782,4.2430,11477,12415,2.311793,2.500732,-0.188940
4823,4.2840,11479,12435,2.312196,2.504761,-0.192565
4864,4.3250,11507,12455,2.317836,2.508790,-0.190954
4905,4.3660,11517,12470,2.319850,2.511811,-0.191961
4946,4.4070,11538,12491,2.324080,2.516041,-0.191961
4987,4.4480,11455,12401,2.307361,2.497912,-0.190551
