t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,5820,6188,1.172313,1.246438,-0.074126
43,-0.4960,5808,6198,1.169896,1.248453,-0.078557
84,-0.4550,5796,6211,1.167478,1.251071,-0.083593
125,-0.4140,5768,6228,1.161838,1.254496,-0.092657
166,-0.3730,5756,6241,1.159421,1.257114,-0.097693
207,-0.3320,5736,6255,1.155393,1.259934,-0.104541
248,-0.2910,5727,6296,1.153580,1.268193,-0.114613
289,-0.2500,5853,6177,1.178960,1.244223,-0.065263
330,-0.2090,5834,6200,1.175133,1.248856,-0.073723
371,-0.1680,5801,6220,1.168486,1.252884,-0.084398
412,-0.1270,5776,6234,1.163450,1.255704,-0.092254
453,-0.0860,5760,6244,1.160227,1.257718,-0.097491
495,-0.0440,5738,6271,1.155796,1.263157,-0.107361
536,-0.0030,0,6224,0.000000,1.253690,-1.253690
580,0.0410,1194,6240,0.240505,1.256913,-1.016407
621,0.0820,2170,6250,0.437099,1.258927,-0.821828
662,0.1230,2928,6271,0.589782,1.263157,-0.673375
703,0.1640,3506,6195,0.706208,1.247848,-0.541641
744,0.2050,3968,6192,0.799268,1.247244,-0.447977
785,0.2460,4338,6290,0.873796,1.266984,-0.393188
826,0.2870,4668,6224,0.940267,1.253690,-0.313422
867,0.3280,4882,6232,0.983373,1.255301,-0.271928
909,0.3700,5078,6248,1.022853,1.258524,-0.235671
950,0.4110,5230,6255,1.053470,1.259934,-0.206464
991,0.4520,5320,6226,1.071599,1.254093,-0.182494
1035,0.4960,5428,6240,1.093353,1.256913,-0.163560
1076,0.5370,5509,6252,1.109669,1.259330,-0.149661
1117,0.5780,5583,6271,1.124574,1.263157,-0.138583
1158,0.6190,5670,6192,1.142099,1.247244,-0.105146
1199,0.6600,5596,6196,1.127193,1.248050,-0.120857
1240,0.7010,5643,6208,1.136660,1.250467,-0.113807
1281,0.7420,5676,6224,1.143307,1.253690,-0.110383
1322,0.7830,5712,6240,1.150559,1.256913,-0.106354
1363,0.8240,5732,6247,1.154587,1.258323,-0.103736
1405,0.8660,5755,6288,1.159220,1.266581,-0.107361
1446,0.9070,5742,6152,1.156601,1.239187,-0.082586
1487,0.9480,5710,6192,1.150156,1.247244,-0.097088
1528,0.9890,5724,6201,1.152976,1.249057,-0.096081
