t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,5793,6208,1.166874,1.250467,-0.083593
43,-0.4960,5773,6220,1.162846,1.252884,-0.090038
84,-0.4550,5760,6232,1.160227,1.255301,-0.095074
125,-0.4140,5740,6248,1.156198,1.258524,-0.102326
166,-0.3730,5728,6255,1.153781,1.259934,-0.106153
207,-0.3320,5727,6166,1.153580,1.242007,-0.088427
248,-0.2910,5840,6194,1.176341,1.247647,-0.071306
289,-0.2500,5821,6204,1.172514,1.249661,-0.077147
330,-0.2090,5796,6222,1.167478,1.253287,-0.085808
371,-0.1680,5768,6237,1.161838,1.256308,-0.094470
412,-0.1270,5749,6250,1.158011,1.258927,-0.100916
454,-0.0850,5735,6289,1.155191,1.266783,-0.111591
495,-0.0440,5744,6306,1.157004,1.270207,-0.113203
536,-0.0030,0,6242,0.000000,1.257316,-1.257316
580,0.0410,1224,6250,0.246548,1.258927,-1.012379
621,0.0820,2240,6290,0.451199,1.266984,-0.815785
662,0.1230,2986,6180,0.601465,1.244827,-0.643362
703,0.1640,3616,6192,0.728365,1.247244,-0.518879
744,0.2050,4096,6198,0.825050,1.248453,-0.423402
785,0.2460,4472,6182,0.900787,1.245230,-0.344442
826,0.2870,4796,6236,0.966050,1.256107,-0.290057
868,0.3290,5001,6235,1.007343,1.255906,-0.248563
909,0.3700,5176,6240,1.042593,1.256913,-0.214320
950,0.4110,5317,6249,1.070994,1.258726,-0.187731
991,0.4520,5402,6228,1.088116,1.254496,-0.166380
1035,0.4960,5492,6235,1.106244,1.255906,-0.149661
1076,0.5370,5564,6249,1.120747,1.258726,-0.137978
1117,0.5780,5618,6259,1.131624,1.260740,-0.129116
1158,0.6190,5693,6193,1.146731,1.247446,-0.100714
1199,0.6600,5621,6189,1.132229,1.246640,-0.114411
1240,0.7010,5656,6203,1.139279,1.249460,-0.110181
1281,0.7420,5681,6217,1.144314,1.252280,-0.107966
1323,0.7840,5708,6225,1.149753,1.253891,-0.104138
1364,0.8250,5724,6237,1.152976,1.256308,-0.103333
1405,0.8660,5744,6248,1.157004,1.258524,-0.101520
1446,0.9070,5761,6263,1.160428,1.261546,-0.101117
1487,0.9480,5811,6152,1.170500,1.239187,-0.068687
1528,0.9890,5706,6188,1.149350,1.246438,-0.097088
1569,1.0300,5720,6198,1.152170,1.248453,-0.096283
1610,1.0710,5732,6212,1.154587,1.251273,-0.096686
1652,1.1130,5752,6232,1.158616,1.255301,-0.096686
1693,1.1540,5764,6243,1.161033,1.257517,-0.096484
1734,1.1950,5776,6271,1.163450,1.263157,-0.099707
1775,1.2360,5820,6256,1.172313,1.260136,-0.087823
1816,1.2770,5761,6214,1.160428,1.251676,-0.091247
1857,1.3180,5729,6202,1.153983,1.249258,-0.095276
1898,1.3590,5740,6208,1.156198,1.250467,-0.094268
1939,1.4000,5752,6226,1.158616,1.254093,-0.095477
1981,1.4420,5766,6242,1.161436,1.257316,-0.095880
2021,1.4820,5780,6253,1.164256,1.259531,-0.095276
2063,1.5240,5807,6302,1.169694,1.269401,-0.099707
2104,1.5650,5712,6184,1.150559,1.245633,-0.095074
2145,1.6060,5728,6193,1.153781,1.247446,-0.093664
2186,1.6470,5738,6205,1.155796,1.249863,-0.094067
2227,1.6880,5747,6225,1.157608,1.253891,-0.096283
2268,1.7290,5762,6233,1.160630,1.255503,-0.094873
2309,1.7700,5768,6244,1.161838,1.257718,-0.095880
2350,1.8110,5781,6271,1.164457,1.263157,-0.098700
2391,1.8520,5824,6300,1.173118,1.268998,-0.095880
2433,1.8940,5722,6186,1.152573,1.246036,-0.093463
2474,1.9350,5730,6208,1.154184,1.250467,-0.096283
2515,1.9760,5744,6216,1.157004,1.252078,-0.095074
2556,2.0170,5756,6228,1.159421,1.254496,-0.095074
2597,2.0580,5765,6240,1.161234,1.256913,-0.095678
2638,2.0990,5774,6255,1.163047,1.259934,-0.096887
2679,2.1400,5822,6299,1.172716,1.268797,-0.096081
2720,2.1810,5721,6192,1.152371,1.247244,-0.094873
2762,2.2230,5729,6196,1.153983,1.248050,-0.094067
2803,2.2640,5713,6263,1.150760,1.261546,-0.110786
2844,2.3050,5760,6225,1.160227,1.253891,-0.093664
2885,2.3460,5763,6236,1.160831,1.256107,-0.095276
2926,2.3870,5769,6250,1.162040,1.258927,-0.096887
2967,2.4280,5783,6212,1.164860,1.251273,-0.086413
3011,2.4720,5742,6224,1.156601,1.253690,-0.097088
3052,2.5130,5752,6236,1.158616,1.256107,-0.097491
3093,2.5540,5768,6250,1.161838,1.258927,-0.097088
3134,2.5950,5772,6263,1.162644,1.261546,-0.098901
3175,2.6360,5812,6125,1.170701,1.233748,-0.063047
3217,2.6780,5716,6190,1.151364,1.246841,-0.095477
3258,2.7190,5724,6200,1.152976,1.248856,-0.095880
3299,2.7600,5732,6204,1.154587,1.249661,-0.095074
3340,2.8010,5738,6222,1.155796,1.253287,-0.097491
3381,2.8420,5742,6234,1.156601,1.255704,-0.099103
3422,2.8830,5754,6253,1.159018,1.259531,-0.100513
3463,2.9240,5760,6263,1.160227,1.261546,-0.101318
3504,2.9650,5776,6145,1.163450,1.237777,-0.074327
3546,3.0070,5696,6296,1.147336,1.268193,-0.120857
3587,3.0480,5704,6196,1.148947,1.248050,-0.099103
3628,3.0890,5713,6205,1.150760,1.249863,-0.099103
3669,3.1300,5724,6228,1.152976,1.254496,-0.101520
3710,3.1710,5738,6240,1.155796,1.256913,-0.101117
3751,3.2120,5750,6253,1.158213,1.259531,-0.101318
3792,3.2530,5752,6225,1.158616,1.253891,-0.095276
3833,3.2940,5716,6188,1.151364,1.246438,-0.095074
3875,3.3360,5701,6195,1.148343,1.247848,-0.099506
3916,3.3770,5714,6201,1.150961,1.249057,-0.098096
3957,3.4180,5717,6218,1.151566,1.252481,-0.100916
4001,3.4620,5760,6144,1.160227,1.237576,-0.077348
4042,3.5030,5696,6194,1.147336,1.247647,-0.100311
4083,3.5440,5708,6201,1.149753,1.249057,-0.099304
4124,3.5850,5720,6213,1.152170,1.251474,-0.099304
4165,3.6260,5729,6232,1.153983,1.255301,-0.101318
4206,3.6670,5748,6240,1.157810,1.256913,-0.099103
4247,3.7080,5756,6253,1.159421,1.259531,-0.100110
4288,3.7490,5796,6300,1.167478,1.268998,-0.101520
4329,3.7900,5708,6144,1.149753,1.237576,-0.087823
4371,3.8320,5698,6189,1.147739,1.246640,-0.098901
4412,3.8730,5708,6209,1.149753,1.250668,-0.100916
4453,3.9140,5724,6217,1.152976,1.252280,-0.099304
4494,3.9550,5738,6237,1.155796,1.256308,-0.100513
4535,3.9960,5752,6248,1.158616,1.258524,-0.099908
4576,4.0370,5791,6295,1.166471,1.267991,-0.101520
4617,4.0780,5690,6203,1.146127,1.249460,-0.103333
4658,4.1190,5706,6202,1.149350,1.249258,-0.099908
4700,4.1610,5716,6216,1.151364,1.252078,-0.100714
4741,4.2020,5732,6232,1.154587,1.255301,-0.100714
4782,4.2430,5736,6222,1.155393,1.253287,-0.097894
4823,4.2840,5704,6181,1.148947,1.245028,-0.096081
4864,4.3250,5767,6288,1.161637,1.266581,-0.104944
4905,4.3660,5696,6271,1.147336,1.263157,-0.115821
4946,4.4070,5696,6176,1.147336,1.244021,-0.096686
4987,4.4480,5738,6242,1.155796,1.257316,-0.101520
