t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,5695,6300,1.147134,1.268998,-0.121864
43,-0.4960,5783,6200,1.164860,1.248856,-0.083996
84,-0.4550,5813,6190,1.170903,1.246841,-0.075938
125,-0.4140,5790,6212,1.166270,1.251273,-0.085003
166,-0.3730,5773,6228,1.162846,1.254496,-0.091650
207,-0.3320,5744,6248,1.157004,1.258524,-0.101520
248,-0.2910,5738,6252,1.155796,1.259330,-0.103534
289,-0.2500,5759,6203,1.160026,1.249460,-0.089434
330,-0.2090,5848,6178,1.177953,1.244424,-0.066471
371,-0.1680,5832,6199,1.174730,1.248654,-0.073924
412,-0.1270,5819,6212,1.172111,1.251273,-0.079161
454,-0.0850,5792,6224,1.166673,1.253690,-0.087017
495,-0.0440,5772,6238,1.162644,1.256510,-0.093866
536,-0.0030,0,6200,0.000000,1.248856,-1.248856
580,0.0410,1184,6218,0.238491,1.252481,-1.013990
621,0.0820,2136,6236,0.430251,1.256107,-0.825856
662,0.1230,2872,6246,0.578502,1.258121,-0.679619
703,0.1640,3448,6271,0.694525,1.263157,-0.568632
744,0.2050,3960,6162,0.797656,1.241201,-0.443545
785,0.2460,4273,6253,0.860703,1.259531,-0.398828
826,0.2870,4530,6214,0.912470,1.251676,-0.339205
868,0.3290,4740,6214,0.954770,1.251676,-0.296905
909,0.3700,4934,6226,0.993847,1.254093,-0.260245
950,0.4110,5093,6242,1.025874,1.257316,-0.231441
991,0.4520,5192,6208,1.045816,1.250467,-0.204651
1035,0.4960,5302,6225,1.067973,1.253891,-0.185918
1076,0.5370,5392,6234,1.086101,1.255704,-0.169603
1117,0.5780,5470,6249,1.101813,1.258726,-0.156913
1158,0.6190,5526,6271,1.113093,1.263157,-0.150064
1199,0.6600,5614,6186,1.130819,1.246036,-0.115217
1240,0.7010,5550,6197,1.117927,1.248251,-0.130324
1281,0.7420,5594,6213,1.126790,1.251474,-0.124684
1323,0.7840,5622,6217,1.132430,1.252280,-0.119850
1364,0.8250,5660,6232,1.140084,1.255301,-0.115217
1405,0.8660,5688,6244,1.145724,1.257718,-0.111994
1446,0.9070,5713,6259,1.150760,1.260740,-0.109980
1487,0.9480,5743,6292,1.156803,1.267387,-0.110584
1528,0.9890,5670,6176,1.142099,1.244021,-0.101923
1569,1.0300,5690,6197,1.146127,1.248251,-0.102124
1610,1.0710,5707,6210,1.149551,1.250870,-0.101318
1652,1.1130,5721,6224,1.152371,1.253690,-0.101318
1693,1.1540,5744,6237,1.157004,1.256308,-0.099304
1734,1.1950,5757,6248,1.159623,1.258524,-0.098901
1775,1.2360,5770,6246,1.162241,1.258121,-0.095880
1816,1.2770,5748,6209,1.157810,1.250668,-0.092858
1857,1.3180,5716,6192,1.151364,1.247244,-0.095880
1898,1.3590,5730,6204,1.154184,1.249661,-0.095477
1939,1.4000,5740,6219,1.156198,1.252683,-0.096484
1981,1.4420,5760,6238,1.160227,1.256510,-0.096283
2021,1.4820,5770,6251,1.162241,1.259128,-0.096887
2063,1.5240,5782,6271,1.164658,1.263157,-0.098498
2104,1.5650,5807,6292,1.169694,1.267387,-0.097693
2145,1.6060,5720,6188,1.152170,1.246438,-0.094268
2186,1.6470,5733,6196,1.154789,1.248050,-0.093261
2227,1.6880,5739,6212,1.155997,1.251273,-0.095276
2268,1.7290,5750,6218,1.158213,1.252481,-0.094268
2309,1.7700,5762,6236,1.160630,1.256107,-0.095477
2350,1.8110,5773,6253,1.162846,1.259531,-0.096686
2391,1.8520,5807,6293,1.169694,1.267588,-0.097894
2433,1.8940,5824,6176,1.173118,1.244021,-0.070903
2474,1.9350,5722,6192,1.152573,1.247244,-0.094671
2515,1.9760,5732,6205,1.154587,1.249863,-0.095276
2556,2.0170,5744,6221,1.157004,1.253086,-0.096081
2597,2.0580,5758,6242,1.159824,1.257316,-0.097491
2638,2.0990,5768,6250,1.161838,1.258927,-0.097088
2679,2.1400,5780,6271,1.164256,1.263157,-0.098901
2720,2.1810,5702,6198,1.148544,1.248453,-0.099908
2762,2.2230,5720,6188,1.152170,1.246438,-0.094268
2803,2.2640,5819,6245,1.172111,1.257920,-0.085808
2844,2.3050,5750,6216,1.158213,1.252078,-0.093866
2885,2.3460,5754,6232,1.159018,1.255301,-0.096283
2926,2.3870,5760,6244,1.160227,1.257718,-0.097491
2967,2.4280,5765,6208,1.161234,1.250467,-0.089233
3011,2.4720,5736,6224,1.155393,1.253690,-0.098297
3052,2.5130,5743,6233,1.156803,1.255503,-0.098700
3093,2.5540,5754,6242,1.159018,1.257316,-0.098297
3134,2.5950,5762,6250,1.160630,1.258927,-0.098297
3175,2.6360,5808,6291,1.169896,1.267185,-0.097290
3217,2.6780,5700,6186,1.148141,1.246036,-0.097894
3258,2.7190,5722,6194,1.152573,1.247647,-0.095074
3299,2.7600,5730,6204,1.154184,1.249661,-0.095477
3340,2.8010,5750,6225,1.158213,1.253891,-0.095678
3381,2.8420,5762,6235,1.160630,1.255906,-0.095276
3422,2.8830,5775,6252,1.163248,1.259330,-0.096081
3463,2.9240,5780,6271,1.164256,1.263157,-0.098901
3504,2.9650,5826,6245,1.173521,1.257920,-0.084398
3546,3.0070,5720,6197,1.152170,1.248251,-0.096081
3587,3.0480,5732,6208,1.154587,1.250467,-0.095880
3628,3.0890,5737,6222,1.155594,1.253287,-0.097693
3669,3.1300,5754,6233,1.159018,1.255503,-0.096484
3710,3.1710,5763,6247,1.160831,1.258323,-0.097491
3751,3.2120,5773,6271,1.162846,1.263157,-0.100311
3792,3.2530,5768,6232,1.161838,1.255301,-0.093463
3833,3.2940,5734,6194,1.154990,1.247647,-0.092657
3875,3.3360,5719,6204,1.151969,1.249661,-0.097693
3916,3.3770,5728,6216,1.153781,1.252078,-0.098297
3957,3.4180,5750,6232,1.158213,1.255301,-0.097088
4001,3.4620,5712,6192,1.150559,1.247244,-0.096686
4042,3.5030,5717,6208,1.151566,1.250467,-0.098901
4083,3.5440,5730,6220,1.154184,1.252884,-0.098700
4124,3.5850,5745,6236,1.157206,1.256107,-0.098901
4165,3.6260,5760,6248,1.160227,1.258524,-0.098297
4206,3.6670,5763,6288,1.160831,1.266581,-0.105750
4247,3.7080,5805,6265,1.169291,1.261948,-0.092657
4288,3.7490,5712,6200,1.150559,1.248856,-0.098297
4329,3.7900,5716,6204,1.151364,1.249661,-0.098297
4371,3.8320,5724,6216,1.152976,1.252078,-0.099103
4412,3.8730,5734,6228,1.154990,1.254496,-0.099506
4453,3.9140,5754,6246,1.159018,1.258121,-0.099103
4494,3.9550,5760,6250,1.160227,1.258927,-0.098700
4535,3.9960,5767,6296,1.161637,1.268193,-0.106556
4576,4.0370,5692,6176,1.146530,1.244021,-0.097491
4617,4.0780,5710,6196,1.150156,1.248050,-0.097894
4658,4.1190,5718,6201,1.151767,1.249057,-0.097290
4700,4.1610,5722,6220,1.152573,1.252884,-0.100311
4741,4.2020,5740,6230,1.156198,1.254898,-0.098700
4782,4.2430,5756,6226,1.159421,1.254093,-0.094671
4823,4.2840,5721,6186,1.152371,1.246036,-0.093664
4864,4.3250,5806,6194,1.169493,1.247647,-0.078154
4905,4.3660,5700,6198,1.148141,1.248453,-0.100311
4946,4.4070,5709,6194,1.149954,1.247647,-0.097693
4987,4.4480,5757,6250,1.159623,1.258927,-0.099304
