t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,6260,6216,1.260941,1.252078,0.008863
43,-0.4960,6293,6185,1.267588,1.245834,0.021754
84,-0.4550,6201,6271,1.249057,1.263157,-0.014100
125,-0.4140,6196,6252,1.248050,1.259330,-0.011280
166,-0.3730,6214,6240,1.251676,1.256913,-0.005237
207,-0.3320,6238,6224,1.256510,1.253690,0.002820
248,-0.2910,6267,6196,1.262351,1.248050,0.014301
289,-0.2500,6318,6272,1.272624,1.263358,0.009266
330,-0.2090,6180,6264,1.244827,1.261747,-0.016920
371,-0.1680,6194,6248,1.247647,1.258524,-0.010877
412,-0.1270,6229,6226,1.254697,1.254093,0.000604
454,-0.0850,6256,6208,1.260136,1.250467,0.009669
495,-0.0440,6304,6194,1.269804,1.247647,0.022157
536,-0.0030,1113,6216,0.224190,1.252078,-1.027889
580,0.0410,2682,6200,0.540231,1.248856,-0.708625
621,0.0820,3650,6320,0.735213,1.273027,-0.537814
662,0.1230,4388,6264,0.883867,1.261747,-0.377880
703,0.1640,4864,6241,0.979747,1.257114,-0.277367
744,0.2050,5205,6224,1.048434,1.253690,-0.205255
785,0.2460,5448,6208,1.097381,1.250467,-0.153086
827,0.2880,5622,6182,1.132430,1.245230,-0.112800
868,0.3290,5830,6236,1.174327,1.256107,-0.081780
909,0.3700,5872,6263,1.182787,1.261546,-0.078758
950,0.4110,6000,6234,1.208570,1.255704,-0.047134
991,0.4520,6127,6272,1.234151,1.263358,-0.029207
1035,0.4960,6128,6248,1.234353,1.258524,-0.024171
1076,0.5370,6152,6224,1.239187,1.253690,-0.014503
1117,0.5780,6155,6205,1.239791,1.249863,-0.010071
1158,0.6190,6161,6166,1.241000,1.242007,-0.001007
1199,0.6600,6271,6271,1.263157,1.263157,0.000000
1240,0.7010,6257,6248,1.260337,1.258524,0.001813
1282,0.7430,6248,6232,1.258524,1.255301,0.003223
1323,0.7840,6254,6212,1.259733,1.251273,0.008460
1364,0.8250,6229,6182,1.254697,1.245230,0.009467
1405,0.8660,6234,6303,1.255704,1.269603,-0.013899
1446,0.9070,6312,6260,1.271415,1.260941,0.010474
1487,0.9480,6294,6244,1.267790,1.257718,0.010071
1528,0.9890,6280,6216,1.264970,1.252078,0.012891
1569,1.0300,6262,6196,1.261344,1.248050,0.013294
1611,1.0720,6248,6290,1.258524,1.266984,-0.008460
1652,1.1130,6339,6256,1.276854,1.260136,0.016719
1693,1.1540,6310,6241,1.271013,1.257114,0.013899
1734,1.1950,6296,6216,1.268193,1.252078,0.016114
1775,1.2360,6280,6200,1.264970,1.248856,0.016114
1816,1.2770,6258,6182,1.260538,1.245230,0.015309
1857,1.3180,6351,6248,1.279271,1.258524,0.020747
1898,1.3590,6272,6303,1.263358,1.269603,-0.006244
1940,1.4010,6308,6232,1.270610,1.255301,0.015309
1981,1.4420,6336,6264,1.276250,1.261747,0.014503
2025,1.4860,6323,6248,1.273631,1.258524,0.015107
