t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,6199,6279,1.248654,1.264768,-0.016114
43,-0.4960,6186,6258,1.246036,1.260538,-0.014503
84,-0.4550,6224,6228,1.253690,1.254496,-0.000806
125,-0.4140,6253,6212,1.259531,1.251273,0.008259
166,-0.3730,6285,6192,1.265977,1.247244,0.018733
207,-0.3320,6192,6279,1.247244,1.264768,-0.017524
248,-0.2910,6188,6256,1.246438,1.260136,-0.013697
289,-0.2500,6220,6236,1.252884,1.256107,-0.003223
330,-0.2090,6246,6215,1.258121,1.251877,0.006244
371,-0.1680,6280,6186,1.264970,1.246036,0.018934
412,-0.1270,6321,6303,1.273228,1.269603,0.003626
454,-0.0850,6180,6260,1.244827,1.260941,-0.016114
495,-0.0440,6208,6242,1.250467,1.257316,-0.006849
536,-0.0030,1245,6279,0.250778,1.264768,-1.013990
580,0.0410,2728,6252,0.549496,1.259330,-0.709833
621,0.0820,3748,6228,0.754953,1.254496,-0.499542
662,0.1230,4432,6208,0.892730,1.250467,-0.357737
703,0.1640,4908,6178,0.988610,1.244424,-0.255814
744,0.2050,5343,6295,1.076231,1.267991,-0.191760
785,0.2460,5568,6250,1.121553,1.258927,-0.137374
827,0.2880,5728,6230,1.153781,1.254898,-0.101117
868,0.3290,5830,6287,1.174327,1.266380,-0.092053
909,0.3700,5956,6197,1.199707,1.248251,-0.048544
950,0.4110,6104,6275,1.229518,1.263963,-0.034444
991,0.4520,6066,6194,1.221864,1.247647,-0.025783
1035,0.4960,6075,6246,1.223677,1.258121,-0.034444
1076,0.5370,6188,6264,1.246438,1.261747,-0.015309
1117,0.5780,6194,6244,1.247647,1.257718,-0.010071
1158,0.6190,6193,6224,1.247446,1.253690,-0.006244
1199,0.6600,6180,6196,1.244827,1.248050,-0.003223
1240,0.7010,6172,6251,1.243216,1.259128,-0.015913
1282,0.7430,6264,6268,1.261747,1.262553,-0.000806
1323,0.7840,6248,6244,1.258524,1.257718,0.000806
1364,0.8250,6232,6226,1.255301,1.254093,0.001209
1405,0.8660,6213,6197,1.251474,1.248251,0.003223
1446,0.9070,6198,6320,1.248453,1.273027,-0.024574
1487,0.9480,6280,6262,1.264970,1.261344,0.003626
1528,0.9890,6250,6240,1.258927,1.256913,0.002014
1569,1.0300,6228,6222,1.254496,1.253287,0.001209
1611,1.0720,6208,6196,1.250467,1.248050,0.002417
1652,1.1130,6184,6303,1.245633,1.269603,-0.023970
1693,1.1540,6264,6260,1.261747,1.260941,0.000806
1734,1.1950,6244,6236,1.257718,1.256107,0.001611
1775,1.2360,6224,6224,1.253690,1.253690,0.000000
1816,1.2770,6208,6194,1.250467,1.247647,0.002820
1857,1.3180,6170,6265,1.242813,1.261948,-0.019136
1898,1.3590,6220,6181,1.252884,1.245028,0.007856
1940,1.4010,6252,6250,1.259330,1.258927,0.000403
1981,1.4420,6217,6311,1.252280,1.271214,-0.018934
2025,1.4860,6264,6259,1.261747,1.260740,0.001007
2066,1.5270,6240,6228,1.256913,1.254496,0.002417
2107,1.5680,6226,6213,1.254093,1.251474,0.002619
2148,1.6090,6202,6182,1.249258,1.245230,0.004029
2189,1.6500,6303,6265,1.269603,1.261948,0.007654
2230,1.6910,6264,6248,1.261747,1.258524,0.003223
2271,1.7320,6245,6230,1.257920,1.254898,0.003021
2312,1.7730,6230,6208,1.254898,1.250467,0.004431
2353,1.8140,6212,6170,1.251273,1.242813,0.008460
2395,1.8560,6291,6266,1.267185,1.262150,0.005036
2436,1.8970,6272,6244,1.263358,1.257718,0.005640
2477,1.9380,6242,6229,1.257316,1.254697,0.002619
2518,1.9790,6235,6212,1.255906,1.251273,0.004633
2559,2.0200,6216,6195,1.252078,1.247848,0.004230
2600,2.0610,6333,6273,1.275645,1.263560,0.012086
2641,2.1020,6282,6252,1.265373,1.259330,0.006043
2682,2.1430,6258,6226,1.260538,1.254093,0.006446
2724,2.1850,6237,6208,1.256308,1.250467,0.005841
2765,2.2260,6216,6188,1.252078,1.246438,0.005640
2806,2.2670,6303,6272,1.269603,1.263358,0.006244
2847,2.3080,6284,6242,1.265775,1.257316,0.008460
2888,2.3490,6224,6270,1.253690,1.262956,-0.009266
2929,2.3900,6244,6214,1.257718,1.251676,0.006043
2970,2.4310,6222,6236,1.253287,1.256107,-0.002820
3014,2.4750,6246,6214,1.258121,1.251676,0.006446
3055,2.5160,6229,6190,1.254697,1.246841,0.007856
3096,2.5570,6236,6312,1.256107,1.271415,-0.015309
3137,2.5980,6285,6256,1.265977,1.260136,0.005841
3179,2.6400,6268,6236,1.262553,1.256107,0.006446
3220,2.6810,6252,6222,1.259330,1.253287,0.006043
3261,2.7220,6224,6196,1.253690,1.248050,0.005640
3302,2.7630,6208,6303,1.250467,1.269603,-0.019136
3343,2.8040,6294,6260,1.267790,1.260941,0.006849
3384,2.8450,6276,6236,1.264164,1.256107,0.008057
3425,2.8860,6258,6216,1.260538,1.252078,0.008460
3466,2.9270,6235,6197,1.255906,1.248251,0.007654
3508,2.9690,6220,6288,1.252884,1.266581,-0.013697
3549,3.0100,6304,6261,1.269804,1.261143,0.008661
3590,3.0510,6276,6237,1.264164,1.256308,0.007856
3631,3.0920,6264,6218,1.261747,1.252481,0.009266
3672,3.1330,6245,6197,1.257920,1.248251,0.009669
3713,3.1740,6253,6316,1.259531,1.272221,-0.012690
3754,3.2150,6309,6256,1.270811,1.260136,0.010676
3795,3.2560,6291,6240,1.267185,1.256913,0.010273
3837,3.2980,6278,6220,1.264567,1.252884,0.011683
