t_us,t_ms_from_toggle,rawPos,rawNeg,posV,negV,diffV
2,-0.5370,6276,6208,1.264164,1.250467,0.013697
43,-0.4960,6305,6160,1.270005,1.240798,0.029207
84,-0.4550,6183,6268,1.245431,1.262553,-0.017121
125,-0.4140,6208,6246,1.250467,1.258121,-0.007654
166,-0.3730,6232,6229,1.255301,1.254697,0.000604
207,-0.3320,6261,6202,1.261143,1.249258,0.011884
248,-0.2910,6310,6154,1.271013,1.239590,0.031423
289,-0.2500,6191,6272,1.247043,1.263358,-0.016316
330,-0.2090,6201,6250,1.249057,1.258927,-0.009870
371,-0.1680,6236,6225,1.256107,1.253891,0.002216
412,-0.1270,6268,6204,1.262553,1.249661,0.012891
453,-0.0860,6300,6185,1.268998,1.245834,0.023164
495,-0.0440,6204,6275,1.249661,1.263963,-0.014301
536,-0.0030,1136,6194,0.228823,1.247647,-1.018824
580,0.0410,2754,6303,0.554734,1.269603,-0.714869
621,0.0820,3824,6256,0.770262,1.260136,-0.489874
662,0.1230,4528,6228,0.912067,1.254496,-0.342428
703,0.1640,5008,6212,1.008753,1.251273,-0.242520
744,0.2050,5338,6189,1.075224,1.246640,-0.171415
785,0.2460,5695,6266,1.147134,1.262150,-0.115016
826,0.2870,5820,6250,1.172313,1.258927,-0.086614
868,0.3290,5925,6192,1.193463,1.247244,-0.053781
909,0.3700,6048,6224,1.218238,1.253690,-0.035451
950,0.4110,6058,6184,1.220253,1.245633,-0.025380
991,0.4520,6145,6222,1.237777,1.253287,-0.015510
1035,0.4960,6161,6188,1.241000,1.246438,-0.005439
1076,0.5370,6166,6303,1.242007,1.269603,-0.027596
1117,0.5780,6276,6261,1.264164,1.261143,0.003021
1158,0.6190,6262,6232,1.261344,1.255301,0.006043
1199,0.6600,6253,6212,1.259531,1.251273,0.008259
1240,0.7010,6240,6188,1.256913,1.246438,0.010474
1281,0.7420,6356,6279,1.280278,1.264768,0.015510
1323,0.7840,6308,6249,1.270610,1.258726,0.011884
1364,0.8250,6294,6234,1.267790,1.255704,0.012086
1405,0.8660,6274,6208,1.263761,1.250467,0.013294
1446,0.9070,6254,6178,1.259733,1.244424,0.015309
